Datum;Uhrzeit;Bezeichnung;Intervall;V51_A9/M2_510Z;V51_A9/M2_510B;H51_A135/1_492Z;H51_A135/1_492B;A51_M1_493Z;A51_M1_493B;H55_A110/M3_12XZ;H55_A110/M3_12XB;A55_M2_1290/12XZ;A55_M2_1290/12XB;MP3_SL_A110Z;MP3_SL_A110B;Anf_32Z;Anf_32B
26.01.2025;01:00;A 74;1;0;0;0;0;1;10;0;0;0;0;0;0;0;0
26.01.2025;00:59;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:58;A 74;1;1;8;1;9;0;2;0;0;0;0;0;0;0;0
26.01.2025;00:57;A 74;1;0;0;0;0;1;7;1;9;0;0;0;0;0;0
26.01.2025;00:56;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:55;A 74;1;1;9;1;9;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:54;A 74;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
26.01.2025;00:53;A 74;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0
26.01.2025;00:52;A 74;1;0;0;0;0;2;11;1;4;0;0;0;0;0;0
26.01.2025;00:51;A 74;1;2;14;2;34;0;1;0;4;0;0;0;0;0;0
26.01.2025;00:50;A 74;1;0;0;0;0;1;58;2;6;0;0;0;0;0;0
26.01.2025;00:49;A 74;1;0;0;0;0;1;20;1;40;0;0;0;0;0;0
26.01.2025;00:48;A 74;1;1;9;1;9;1;8;0;0;0;0;0;0;0;0
26.01.2025;00:47;A 74;1;0;0;0;0;1;13;0;0;1;7;0;0;0;0
26.01.2025;00:46;A 74;1;0;0;0;0;0;0;0;0;2;25;0;0;0;0
26.01.2025;00:45;A 74;1;0;0;0;0;1;8;0;0;1;3;0;0;0;0
26.01.2025;00:44;A 74;1;0;0;0;0;2;14;0;0;0;0;0;0;0;0
26.01.2025;00:43;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:42;A 74;1;1;7;1;24;1;6;0;0;0;0;0;0;0;0
26.01.2025;00:41;A 74;1;0;0;0;0;2;15;0;0;0;0;0;0;0;0
26.01.2025;00:40;A 74;1;0;0;0;0;0;0;0;0;1;18;0;0;0;0
26.01.2025;00:39;A 74;1;0;2;0;6;2;13;0;0;0;0;0;0;0;0
26.01.2025;00:38;A 74;1;1;1;1;3;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:37;A 74;1;1;12;1;19;1;9;0;0;0;0;0;0;0;0
26.01.2025;00:36;A 74;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
26.01.2025;00:35;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:34;A 74;1;1;9;1;9;1;24;0;0;0;0;0;0;0;0
26.01.2025;00:33;A 74;1;2;20;2;25;2;18;0;0;0;0;0;0;0;0
26.01.2025;00:32;A 74;1;1;13;1;15;0;0;0;0;1;18;0;0;0;0
26.01.2025;00:31;A 74;1;0;0;0;0;0;54;1;8;1;20;1;1;0;0
26.01.2025;00:30;A 74;1;0;1;2;5;3;29;1;1;0;0;1;1;0;0
26.01.2025;00:29;A 74;1;3;19;3;31;1;15;0;0;0;0;0;0;0;0
26.01.2025;00:28;A 74;1;0;0;0;0;1;6;0;42;0;0;0;0;0;0
26.01.2025;00:27;A 74;1;2;14;2;19;1;7;1;24;0;0;0;0;0;0
26.01.2025;00:26;A 74;1;0;0;0;0;2;2;1;0;0;0;0;0;0;0
26.01.2025;00:25;A 74;1;1;7;2;10;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:24;A 74;1;0;0;0;0;1;10;0;0;1;23;0;0;0;0
26.01.2025;00:23;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:22;A 74;1;1;5;1;7;1;6;0;0;0;0;0;0;0;0
26.01.2025;00:21;A 74;1;0;0;2;22;1;24;0;0;0;0;0;0;0;0
26.01.2025;00:20;A 74;1;0;0;0;0;1;8;0;0;0;0;0;0;0;0
26.01.2025;00:19;A 74;1;2;19;2;30;2;39;0;0;1;21;0;0;0;0
26.01.2025;00:18;A 74;1;0;0;0;0;2;17;1;4;1;5;0;0;1;1
26.01.2025;00:17;A 74;1;1;18;2;25;2;12;0;0;0;0;0;0;0;0
26.01.2025;00:16;A 74;1;1;9;1;10;1;9;0;0;0;0;0;0;0;0
26.01.2025;00:15;A 74;1;1;13;1;13;1;44;0;0;1;10;1;1;0;0
26.01.2025;00:14;A 74;1;2;23;2;29;1;9;0;0;0;0;0;0;0;0
26.01.2025;00:13;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:12;A 74;1;0;0;0;2;2;39;0;0;0;0;0;0;0;0
26.01.2025;00:11;A 74;1;0;0;1;16;1;40;0;41;0;0;0;0;0;0
26.01.2025;00:10;A 74;1;0;2;0;4;1;9;1;13;0;0;0;0;0;0
26.01.2025;00:09;A 74;1;2;31;3;30;2;25;0;0;0;0;0;0;0;0
26.01.2025;00:08;A 74;1;2;20;2;20;2;23;0;0;0;0;0;0;0;0
26.01.2025;00:07;A 74;1;0;11;0;12;1;11;0;0;0;0;0;0;0;0
26.01.2025;00:06;A 74;1;1;2;1;5;1;12;0;0;0;0;0;0;0;0
26.01.2025;00:05;A 74;1;1;4;1;10;2;11;2;1;0;0;0;0;0;0
26.01.2025;00:04;A 74;1;0;0;0;0;2;15;0;0;0;0;0;0;0;0
26.01.2025;00:03;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.01.2025;00:02;A 74;1;0;0;0;0;1;9;0;0;1;4;0;0;0;0
26.01.2025;00:01;A 74;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
26.01.2025;00:00;A 74;1;0;0;0;0;3;21;0;0;0;0;0;0;0;0
25.01.2025;23:59;A 74;1;1;23;1;33;4;18;1;4;0;0;0;0;0;0
25.01.2025;23:58;A 74;1;1;0;1;1;1;18;0;0;0;0;0;0;0;0
25.01.2025;23:57;A 74;1;0;0;0;0;3;40;0;0;0;0;0;0;0;0
25.01.2025;23:56;A 74;1;0;0;0;0;1;18;2;44;0;0;0;0;0;0
25.01.2025;23:55;A 74;1;1;10;1;11;0;0;1;3;2;26;1;1;0;0
25.01.2025;23:54;A 74;1;0;0;0;0;4;52;0;0;0;0;0;0;0;0
25.01.2025;23:53;A 74;1;1;22;1;10;0;80;1;5;0;0;0;0;0;0
25.01.2025;23:52;A 74;1;1;0;0;0;2;28;3;54;0;0;0;0;0;0
25.01.2025;23:51;A 74;1;1;7;1;7;0;0;0;0;1;7;0;0;0;0
