Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D43Z;D43B;V14Z;V14B;V15Z;V15B;V34Z;V34B;V35Z;V35B;V44Z;V44B;V45Z;V45B;V46Z;V46B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;T38_sZ;T38_sB;T38_bZ;T38_bB;T39_sZ;T39_sB;T39_bZ;T39_bB;T41_bZ;T41_bB;T42_bZ;T42_bB
19.11.2024;01:00;A 43;1;0;8;;;0;0;0;0;1;57;0;0;;;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:59;A 43;1;1;15;;;0;0;0;0;0;0;0;0;;;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:58;A 43;1;0;0;;;1;31;0;0;0;0;0;0;;;1;7;0;0;0;0;0;0;0;10;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:57;A 43;1;1;5;;;1;1;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;2;24;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:56;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:55;A 43;1;1;1;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:54;A 43;1;0;0;;;2;2;0;0;0;0;0;0;;;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:53;A 43;1;1;25;;;0;0;0;0;0;0;0;0;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:52;A 43;1;1;2;;;1;1;0;0;0;0;0;0;;;1;6;0;0;0;0;0;0;0;0;1;1;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:51;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:50;A 43;1;1;22;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:49;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:48;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;18;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:47;A 43;1;2;23;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:46;A 43;1;0;0;;;1;0;0;0;0;0;0;0;;;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:45;A 43;1;1;25;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:44;A 43;1;0;9;;;1;0;0;0;0;0;0;0;;;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:43;A 43;1;1;26;;;0;0;0;0;1;0;0;0;;;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:42;A 43;1;2;25;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:41;A 43;1;0;0;;;0;0;0;18;4;14;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:40;A 43;1;1;25;;;0;0;1;55;3;54;0;0;;;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:39;A 43;1;0;0;;;1;29;0;0;0;0;0;0;;;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:38;A 43;1;2;14;;;0;0;0;0;0;0;1;30;;;0;0;1;6;1;3;0;0;0;0;1;59;0;0;0;100;1;5;0;0;0;0;0;0;0;0;1;5;0;0;;;;;;;;;;
19.11.2024;00:37;A 43;1;0;0;;;0;0;0;0;0;0;0;34;;;1;4;0;0;0;0;0;0;0;0;1;33;0;0;0;100;1;9;0;0;0;0;0;0;0;0;0;0;1;5;;;;;;;;;;
19.11.2024;00:36;A 43;1;1;59;;;0;0;0;0;1;1;1;16;;;0;0;1;5;2;11;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:35;A 43;1;0;0;;;1;0;0;0;0;0;0;0;;;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:34;A 43;1;0;17;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:33;A 43;1;1;11;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:32;A 43;1;0;0;;;1;0;0;0;0;0;0;0;;;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:31;A 43;1;0;0;;;1;0;0;0;0;0;0;0;;;1;4;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;1;5;0;0;0;0;;;;;;;;;;
19.11.2024;00:30;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:29;A 43;1;0;25;;;2;1;0;0;0;0;0;0;;;1;7;0;0;0;0;0;0;0;25;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:28;A 43;1;1;1;;;1;4;0;0;0;0;0;0;;;1;10;0;0;0;0;0;0;1;6;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:27;A 43;1;0;0;;;1;0;0;0;0;0;0;0;;;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:26;A 43;1;0;0;;;2;10;0;0;0;0;0;0;;;1;19;0;0;0;0;0;0;2;30;1;3;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:25;A 43;1;1;17;;;1;3;0;0;0;12;0;0;;;1;10;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:24;A 43;1;1;55;;;0;0;0;0;1;16;0;0;;;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:23;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;1;28;0;0;0;100;1;43;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:22;A 43;1;2;1;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;23;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:21;A 43;1;2;24;;;1;0;0;0;0;0;0;0;;;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:20;A 43;1;0;2;;;0;0;0;0;0;0;0;0;;;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:19;A 43;1;3;56;;;0;0;0;0;0;0;0;0;;;1;18;0;0;0;0;0;0;0;0;1;3;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:18;A 43;1;1;2;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;2;1;47;0;0;0;100;1;10;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:17;A 43;1;0;0;;;0;0;1;0;1;1;0;0;;;0;0;1;6;0;0;0;0;2;23;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:16;A 43;1;1;15;;;1;16;0;0;0;0;0;0;;;1;4;0;0;0;0;0;0;2;23;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:15;A 43;1;0;0;;;2;1;0;0;1;0;0;0;;;2;10;1;3;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:14;A 43;1;0;0;;;1;0;0;0;1;2;1;2;;;1;2;1;4;1;3;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:13;A 43;1;0;0;;;0;0;1;0;2;0;1;0;;;0;0;1;4;1;2;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:12;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:11;A 43;1;3;41;;;0;17;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:10;A 43;1;2;22;;;1;44;0;0;0;0;0;0;;;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:09;A 43;1;0;46;;;1;23;0;0;0;0;0;0;;;2;6;0;0;0;0;0;0;2;44;1;0;0;0;0;100;1;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:08;A 43;1;2;32;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;3;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:07;A 43;1;1;1;;;0;0;1;40;0;2;1;17;;;0;0;1;4;1;3;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:06;A 43;1;1;15;;;1;0;0;0;1;53;0;0;;;1;2;0;0;0;0;0;0;1;21;1;0;0;0;0;100;2;13;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:05;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;2;24;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:04;A 43;1;0;0;;;1;0;0;0;0;0;0;0;;;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:03;A 43;1;0;0;;;1;1;0;0;1;58;0;0;;;1;3;1;6;0;0;0;0;0;20;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:02;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:01;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
19.11.2024;00:00;A 43;1;0;0;;;0;49;0;0;0;0;0;0;;;2;47;0;0;0;0;0;0;0;1;2;1;0;0;0;100;1;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:59;A 43;1;1;40;;;1;1;0;0;0;0;0;0;;;1;11;0;0;0;0;0;0;1;57;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:58;A 43;1;1;24;;;1;29;0;0;0;0;0;0;;;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:57;A 43;1;2;24;;;3;11;0;0;1;0;0;0;;;4;36;1;2;0;0;0;0;1;3;0;0;0;0;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:56;A 43;1;0;0;;;1;42;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:55;A 43;1;1;28;;;2;1;0;0;0;0;0;0;;;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:54;A 43;1;0;0;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:53;A 43;1;0;0;;;1;0;0;0;0;0;0;0;;;1;3;0;0;0;0;0;0;1;25;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:52;A 43;1;0;0;;;0;0;0;0;0;0;0;40;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:51;A 43;1;0;0;;;0;0;0;0;0;0;1;8;;;0;0;1;3;1;8;0;0;0;0;2;47;0;0;0;100;2;18;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:50;A 43;1;1;32;;;0;30;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;100;2;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:49;A 43;1;0;0;;;2;43;0;0;0;0;0;0;;;2;14;0;0;0;0;0;0;0;0;2;49;0;0;0;100;2;16;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:48;A 43;1;2;22;;;3;33;0;0;0;0;0;0;;;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:47;A 43;1;3;28;;;1;8;0;0;0;0;0;0;;;2;20;0;0;0;0;0;0;0;0;4;22;0;0;0;100;3;58;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:46;A 43;1;0;0;;;1;15;0;0;0;22;0;0;;;2;3;0;0;0;18;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:45;A 43;1;1;15;;;2;18;0;0;1;6;0;0;;;2;9;1;11;1;10;0;0;0;0;1;29;0;0;0;100;1;12;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:44;A 43;1;1;23;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;100;1;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:43;A 43;1;0;0;;;1;44;0;0;0;0;1;21;;;0;42;1;6;1;5;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:42;A 43;1;3;2;;;1;10;0;0;0;0;0;0;;;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:41;A 43;1;1;53;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;53;0;0;0;100;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:40;A 43;1;1;1;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;23;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:39;A 43;1;1;3;;;1;54;0;0;0;0;0;0;;;0;55;0;0;0;0;0;0;0;0;2;4;0;0;0;100;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:38;A 43;1;1;43;;;1;7;0;0;0;0;0;0;;;1;18;0;0;0;0;0;0;0;0;2;5;0;0;0;100;1;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:37;A 43;1;0;1;;;0;0;0;0;0;0;1;47;;;0;0;0;1;0;4;0;0;0;0;1;67;0;0;0;100;2;72;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:36;A 43;1;1;31;;;1;46;0;0;0;0;0;0;;;1;7;1;7;1;4;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:35;A 43;1;1;29;;;2;45;0;0;1;36;0;0;;;1;15;1;8;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:34;A 43;1;5;34;;;4;31;0;0;0;0;0;0;;;2;51;0;0;0;0;0;0;0;0;1;41;0;0;0;100;1;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:33;A 43;1;1;47;;;0;38;0;0;0;0;0;0;;;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:32;A 43;1;0;0;;;2;38;0;0;1;21;0;0;;;2;36;0;7;0;0;0;0;1;21;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:31;A 43;1;2;38;;;1;25;0;0;1;0;0;0;;;2;28;2;5;0;0;0;0;0;0;1;39;0;0;0;100;1;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:30;A 43;1;4;36;;;1;19;0;0;0;0;0;0;;;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:29;A 43;1;3;33;;;4;43;0;0;0;0;0;0;;;2;48;0;0;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:28;A 43;1;1;1;;;1;24;0;0;0;0;0;0;;;1;29;0;0;0;0;0;0;1;22;1;15;0;0;0;100;1;10;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:27;A 43;1;1;1;;;1;1;0;0;0;0;1;37;;;1;3;0;1;0;3;0;0;0;0;1;0;0;0;0;100;1;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:26;A 43;1;2;52;;;3;5;0;0;1;0;0;0;;;2;16;1;4;1;0;0;0;1;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:25;A 43;1;3;11;;;1;2;0;0;0;0;0;0;;;1;15;1;4;0;0;2;7;2;10;1;1;0;1;0;100;1;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:24;A 43;1;1;14;;;1;0;0;0;1;1;0;0;;;1;4;1;7;0;0;0;0;1;0;3;2;1;0;0;100;2;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:23;A 43;1;0;0;;;2;1;0;0;1;30;0;0;;;2;10;1;6;0;0;0;0;1;2;1;0;0;0;0;100;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:22;A 43;1;2;18;;;3;25;0;0;0;0;0;51;;;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:21;A 43;1;0;0;;;0;0;0;0;1;25;1;13;;;0;0;2;13;2;6;0;0;0;0;1;8;0;0;0;100;1;10;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:20;A 43;1;1;22;;;0;38;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;1;1;10;0;0;0;100;1;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:19;A 43;1;2;12;;;1;26;0;0;0;0;0;0;;;1;8;0;0;0;0;0;0;1;45;2;35;0;0;0;100;3;27;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:18;A 43;1;1;53;;;1;1;0;0;0;0;0;0;;;1;8;0;0;0;0;0;0;3;25;0;2;0;0;0;100;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:17;A 43;1;4;52;;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;100;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:16;A 43;1;1;44;;;0;0;0;0;0;0;0;0;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:15;A 43;1;1;2;;;1;29;0;0;0;0;0;0;;;1;5;0;0;0;0;0;0;1;36;2;53;0;0;0;100;3;22;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:14;A 43;1;0;0;;;2;45;0;0;0;0;0;0;;;2;10;0;0;0;0;0;0;1;32;1;43;0;0;0;100;1;22;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:13;A 43;1;1;32;;;2;39;0;0;0;0;0;0;;;1;37;0;0;0;0;0;0;0;0;1;1;0;0;0;100;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:12;A 43;1;1;26;;;0;4;0;0;0;0;0;0;;;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:11;A 43;1;2;46;;;3;30;1;1;2;3;1;4;;;2;19;0;14;2;14;0;0;1;28;1;0;0;0;0;100;1;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:10;A 43;1;3;42;;;0;0;0;0;0;0;0;0;;;1;2;1;5;0;0;0;0;0;0;1;0;0;0;0;100;1;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:09;A 43;1;2;45;;;0;0;0;0;0;0;0;0;;;1;3;0;0;0;0;0;0;1;33;1;1;0;0;0;100;1;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:08;A 43;1;0;0;;;2;3;0;0;0;0;0;0;;;1;14;0;0;0;0;0;0;1;52;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:07;A 43;1;3;12;;;1;0;0;0;0;0;0;0;;;2;5;0;0;0;0;0;0;1;22;2;4;0;0;0;100;0;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
18.11.2024;23:06;A 43;1;3;48;;;0;0;0;0;1;1;1;51;;;0;0;2;12;2;11;0;0;1;16;0;0;0;0;0;100;1;11;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
