Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;T32Z;T32B;TB32Z;TB32B;V51Z;V51B;ST55Z;ST55B;TB33Z;TB33B;VK1_3StoerZ;VK1_3StoerB
22.04.2024;02:00;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:56;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:52;A 39;1;;;1;8;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:50;A 39;1;;;0;0;1;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:48;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:45;A 39;1;;;0;0;1;4;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:40;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:34;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:33;A 39;1;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:31;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:30;A 39;1;;;1;4;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:29;A 39;1;;;3;10;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:26;A 39;1;;;0;0;1;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:24;A 39;1;;;0;0;4;10;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:22;A 39;1;;;0;0;1;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:17;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:16;A 39;1;;;0;0;1;4;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:15;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:09;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:08;A 39;1;;;0;0;2;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:07;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:04;A 39;1;;;0;0;3;9;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:03;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:01;A 39;1;;;0;0;4;6;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:00;A 39;1;;;2;3;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:59;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:56;A 39;1;;;1;6;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:48;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:47;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:45;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:43;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:42;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:41;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:40;A 39;1;;;0;0;2;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:37;A 39;1;;;0;0;2;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:36;A 39;1;;;0;0;0;0;1;9;0;0;0;0;0;0;0;0
22.04.2024;00:34;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:33;A 39;1;;;0;6;1;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:32;A 39;1;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:31;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:30;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:23;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:22;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:20;A 39;1;;;0;0;2;4;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:18;A 39;1;;;1;3;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:17;A 39;1;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:14;A 39;1;;;1;6;1;4;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:08;A 39;1;;;0;0;4;13;0;10;0;0;0;0;0;0;0;0
22.04.2024;00:03;A 39;1;;;0;0;1;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:00;A 39;1;;;2;6;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:58;A 39;1;;;0;0;3;9;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:57;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:55;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:54;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:52;A 39;1;;;1;4;1;4;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:50;A 39;1;;;2;4;3;10;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:49;A 39;1;;;0;0;3;13;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:48;A 39;1;;;0;0;4;13;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:47;A 39;1;;;0;0;3;4;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:44;A 39;1;;;0;0;3;9;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:43;A 39;1;;;0;0;1;8;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:28;A 39;1;;;0;0;4;10;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:27;A 39;1;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:26;A 39;1;;;2;8;1;2;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:25;A 39;1;;;2;3;4;14;0;0;0;0;0;0;0;0;0;0
