Datum;Uhrzeit;Bezeichnung;Intervall;TF32Z;TF32B;TB32Z;TB32B;TF32aZ;TF32aB;TB32aZ;TB32aB
22.04.2024;02:00;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:56;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:52;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:50;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:48;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:45;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:40;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:34;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:33;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:31;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:30;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:29;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:26;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:24;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:22;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:20;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:16;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:15;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:09;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:08;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:07;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:04;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:03;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:01;A140;1;0;0;0;0;0;0;0;0
22.04.2024;01:00;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:59;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:56;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:55;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:48;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:47;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:45;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:43;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:42;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:41;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:37;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:36;A140;1;0;0;0;0;0;0;0;0
22.04.2024;00:34;A140;1;0;0;0;0;0;0;0;0
