Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
22.04.2024;01:57;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:53;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:51;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:49;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:46;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:41;A 19;1;1;7;0;0;1;92;0;0;0;0;0;0;0;0
22.04.2024;01:37;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:35;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:34;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:32;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:31;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:30;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:27;A 19;1;1;58;0;0;1;66;0;0;0;0;0;0;0;0
22.04.2024;01:25;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:23;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:18;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:17;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:16;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:10;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:09;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:08;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:05;A 19;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:04;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:02;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:01;A 19;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0
22.04.2024;01:00;A 19;1;0;0;0;0;1;80;0;0;0;0;0;0;0;0
22.04.2024;00:57;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:49;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:48;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:46;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:44;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:43;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:42;A 19;1;0;52;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:41;A 19;1;1;56;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:38;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:37;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:35;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:34;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:33;A 19;1;0;0;0;21;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:32;A 19;1;0;0;1;15;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:31;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:24;A 19;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:23;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:21;A 19;1;0;0;0;0;1;12;0;0;0;0;0;0;0;0
22.04.2024;00:19;A 19;1;1;51;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:18;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:15;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:09;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:04;A 19;1;0;0;0;0;0;27;0;0;0;0;0;0;0;0
22.04.2024;00:01;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:59;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:58;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:56;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:55;A 19;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:53;A 19;1;0;19;0;18;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:51;A 19;1;0;31;0;0;1;0;0;0;0;0;0;0;0;0
21.04.2024;23:50;A 19;1;1;84;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:49;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:48;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:45;A 19;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:44;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:29;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:28;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:27;A 19;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
21.04.2024;23:26;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:25;A 19;1;0;19;0;17;0;6;0;0;0;0;0;0;0;0
21.04.2024;23:18;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:17;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:11;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:10;A 19;1;1;29;0;0;0;27;0;0;0;0;0;0;0;0
21.04.2024;23:08;A 19;1;0;38;1;47;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:04;A 19;1;3;76;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:03;A 19;1;0;0;1;55;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:02;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:00;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:59;A 19;1;1;73;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:56;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:55;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:51;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:49;A 19;1;0;0;0;0;1;55;0;0;0;0;0;0;0;0
21.04.2024;22:48;A 19;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:47;A 19;1;2;79;0;0;0;0;0;0;0;0;3;6;0;0
21.04.2024;22:43;A 19;1;1;31;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:42;A 19;1;3;30;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:40;A 19;1;0;40;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:38;A 19;1;1;31;0;0;0;0;0;0;0;0;0;0;0;0
