Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V52Z;V52B;V53Z;V53B;V111Z;V111B;V112Z;V112B;TF35Z;TF35B;TB35Z;TB35B;TF36Z;TF36B;TB36Z;TB36B
22.04.2024;02:00;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:56;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:52;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:50;A 89;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
22.04.2024;01:48;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:45;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:40;A 89;1;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:34;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:33;A 89;1;0;0;2;13;4;8;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:31;A 89;1;0;0;0;0;2;3;1;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:30;A 89;1;1;8;1;5;0;0;1;6;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:29;A 89;1;0;0;1;5;0;0;1;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:26;A 89;1;0;0;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:24;A 89;1;0;0;0;0;0;0;0;0;3;11;0;0;0;0;0;0;0;0
22.04.2024;01:22;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:20;A 89;1;0;0;0;0;2;6;3;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:16;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:15;A 89;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:09;A 89;1;0;0;0;0;0;0;0;4;1;4;0;0;0;0;0;0;0;0
22.04.2024;01:08;A 89;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:07;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:04;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:03;A 89;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:01;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:00;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:59;A 89;1;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0
22.04.2024;00:56;A 89;1;0;0;2;5;0;0;1;6;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:48;A 89;1;0;0;1;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:47;A 89;1;0;0;0;0;0;0;1;5;1;2;0;0;0;0;0;0;0;0
22.04.2024;00:45;A 89;1;0;0;0;0;0;0;1;7;3;5;0;0;0;0;0;0;0;0
22.04.2024;00:43;A 89;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:42;A 89;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:41;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:37;A 89;1;0;0;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:36;A 89;1;5;6;0;0;0;0;2;12;1;5;0;0;0;0;0;0;0;0
22.04.2024;00:34;A 89;1;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:33;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:32;A 89;1;0;0;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:31;A 89;1;0;0;3;4;0;0;0;0;1;7;0;0;0;0;0;0;0;0
22.04.2024;00:30;A 89;1;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:29;A 89;1;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:23;A 89;1;2;5;3;7;0;0;1;5;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:22;A 89;1;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0
22.04.2024;00:20;A 89;1;0;0;4;10;5;10;1;2;0;2;0;0;0;0;0;0;0;0
22.04.2024;00:18;A 89;1;0;0;1;5;0;0;1;1;3;9;0;0;0;0;0;0;0;0
22.04.2024;00:17;A 89;1;0;0;2;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0
22.04.2024;00:14;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:08;A 89;1;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0
22.04.2024;00:04;A 89;1;0;0;1;5;0;0;3;15;2;9;0;0;0;0;0;0;0;0
22.04.2024;00:03;A 89;1;0;0;2;5;0;0;1;4;4;4;0;0;0;0;0;0;0;0
22.04.2024;00:00;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:58;A 89;1;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:57;A 89;1;0;0;0;0;0;0;1;8;2;12;0;0;0;0;0;0;0;0
21.04.2024;23:55;A 89;1;0;0;0;0;0;0;3;8;4;7;0;0;0;0;0;0;0;0
21.04.2024;23:54;A 89;1;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:52;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:50;A 89;1;1;6;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:49;A 89;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
21.04.2024;23:48;A 89;1;0;0;3;2;1;8;3;12;3;10;0;0;0;0;0;0;0;0
21.04.2024;23:47;A 89;1;0;0;2;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0
21.04.2024;23:44;A 89;1;0;0;0;0;0;0;0;0;3;9;0;0;0;0;0;0;0;0
21.04.2024;23:43;A 89;1;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:28;A 89;1;0;0;0;0;3;3;5;46;1;0;0;0;0;0;0;0;0;0
21.04.2024;23:26;A 89;1;2;4;2;6;0;0;1;6;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:25;A 89;1;0;0;4;12;0;0;3;10;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:24;A 89;1;2;5;1;8;5;13;0;0;1;4;0;0;0;0;0;0;0;0
21.04.2024;23:17;A 89;1;0;0;2;5;0;0;1;6;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:16;A 89;1;0;0;3;4;6;20;1;10;2;6;0;0;0;0;0;0;0;0
21.04.2024;23:10;A 89;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
21.04.2024;23:09;A 89;1;3;2;2;2;0;0;3;18;3;8;0;0;0;0;0;0;0;0
21.04.2024;23:07;A 89;1;1;5;2;6;0;0;2;19;4;11;0;0;0;0;0;0;0;0
21.04.2024;23:03;A 89;1;0;0;0;0;0;0;1;18;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:02;A 89;1;1;7;4;16;2;24;1;2;1;5;0;0;0;0;0;0;0;0
21.04.2024;23:01;A 89;1;0;0;0;0;0;0;0;0;2;8;0;0;0;0;1;1;0;0
21.04.2024;22:59;A 89;1;3;3;4;12;0;0;0;0;2;4;0;0;0;0;0;0;0;0
21.04.2024;22:58;A 89;1;0;0;0;0;0;0;1;7;1;2;0;0;0;0;0;0;0;0
21.04.2024;22:55;A 89;1;2;7;0;0;0;0;7;20;2;3;0;0;0;0;0;0;0;0
21.04.2024;22:54;A 89;1;0;0;1;4;1;3;2;5;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:50;A 89;1;1;2;3;12;1;6;3;11;1;5;0;0;0;0;0;0;0;0
21.04.2024;22:48;A 89;1;0;0;2;9;0;0;2;11;1;3;0;0;0;0;0;0;0;0
21.04.2024;22:47;A 89;1;1;4;2;8;2;8;3;17;5;19;0;0;0;0;0;0;0;0
21.04.2024;22:46;A 89;1;3;3;0;0;0;0;6;26;1;6;0;0;0;0;0;0;0;0
21.04.2024;22:42;A 89;1;4;12;1;9;4;11;3;24;2;11;0;0;0;0;0;0;0;0
21.04.2024;22:41;A 89;1;0;0;1;8;0;0;0;0;2;7;0;0;0;0;0;0;0;0
21.04.2024;22:39;A 89;1;0;0;2;6;0;0;1;0;2;21;0;0;0;0;0;0;0;0
21.04.2024;22:37;A 89;1;0;0;1;4;2;4;2;15;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:36;A 89;1;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:32;A 89;1;0;0;4;15;0;0;6;20;2;8;0;0;0;0;0;0;0;0
21.04.2024;22:27;A 89;1;0;0;2;13;1;0;1;12;5;6;0;0;0;0;0;0;0;0
21.04.2024;22:26;A 89;1;0;0;2;5;3;6;2;11;1;2;1;1;0;0;1;1;0;0
21.04.2024;22:25;A 89;1;0;0;0;0;0;0;3;16;1;10;0;0;0;0;0;0;0;0
21.04.2024;22:24;A 89;1;0;0;6;17;3;10;2;50;1;8;0;0;0;0;0;0;0;0
21.04.2024;22:22;A 89;1;3;4;1;10;2;7;1;11;1;4;0;0;0;0;0;0;0;0
21.04.2024;22:21;A 89;1;3;3;3;6;0;0;0;0;4;13;0;0;0;0;0;0;0;0
21.04.2024;22:19;A 89;1;0;0;2;6;0;0;3;19;1;6;0;0;0;0;0;0;0;0
21.04.2024;22:16;A 89;1;0;0;1;7;0;0;1;8;2;8;0;0;0;0;0;0;0;0
21.04.2024;22:13;A 89;1;0;0;1;8;0;0;0;0;1;5;0;0;0;0;0;0;0;0
21.04.2024;22:12;A 89;1;2;23;2;5;0;0;2;9;1;7;0;0;0;0;0;0;0;0
21.04.2024;22:09;A 89;1;3;3;0;0;3;5;1;5;3;10;0;0;0;0;0;0;0;0
21.04.2024;22:06;A 89;1;0;0;5;14;0;0;1;12;1;2;0;0;0;0;0;0;0;0
21.04.2024;22:04;A 89;1;0;0;1;6;2;7;1;10;1;10;0;0;0;0;0;0;0;0
21.04.2024;22:03;A 89;1;2;3;2;5;0;0;3;19;2;9;0;0;0;0;0;0;0;0
21.04.2024;22:01;A 89;1;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0
21.04.2024;22:00;A 89;1;0;0;0;0;0;0;2;15;2;16;0;0;0;0;0;0;0;0
21.04.2024;21:54;A 89;1;0;0;1;6;0;0;1;7;2;13;0;0;0;0;0;0;0;0
21.04.2024;21:51;A 89;1;0;0;2;8;0;0;1;5;2;7;0;0;0;0;0;0;0;0
21.04.2024;21:50;A 89;1;0;0;0;0;3;6;2;12;1;6;0;0;0;0;0;0;0;0
21.04.2024;21:49;A 89;1;0;0;0;0;0;0;3;14;1;4;0;0;0;0;0;0;0;0
21.04.2024;21:48;A 89;1;0;0;0;0;3;4;3;18;2;3;0;0;0;0;0;0;0;0
21.04.2024;21:47;A 89;1;0;0;3;12;2;1;3;18;2;12;0;0;0;0;0;0;0;0
21.04.2024;21:46;A 89;1;0;0;5;16;2;15;2;4;2;12;0;0;0;0;0;0;0;0
21.04.2024;21:44;A 89;1;0;0;3;11;0;0;1;6;2;11;0;0;0;0;0;0;0;0
21.04.2024;21:43;A 89;1;3;8;2;13;0;0;3;10;1;6;0;0;0;0;0;0;0;0
21.04.2024;21:40;A 89;1;0;0;1;6;0;0;2;21;2;9;3;5;0;0;0;0;0;0
21.04.2024;21:37;A 89;1;0;0;8;25;3;3;4;19;2;10;1;1;0;0;0;0;0;0
