Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
22.04.2024;02:00;A150;1;1;5;0;0;0;0;0;0;0;0
22.04.2024;01:56;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:52;A150;1;2;3;0;0;0;0;0;0;0;0
22.04.2024;01:50;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:48;A150;1;0;0;1;7;0;0;0;0;0;0
22.04.2024;01:45;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:40;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:34;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:33;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:31;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:30;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:29;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:26;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:24;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:22;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:20;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:16;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:15;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:09;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:08;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:07;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:04;A150;1;0;21;0;0;0;0;0;0;0;0
22.04.2024;01:03;A150;1;1;18;0;0;0;0;0;0;0;0
22.04.2024;01:01;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;01:00;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:59;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:56;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:55;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:48;A150;1;2;3;0;0;0;0;0;0;0;0
22.04.2024;00:47;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:45;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:43;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:42;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:41;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:37;A150;1;1;7;0;0;0;0;0;0;0;0
22.04.2024;00:36;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:34;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:33;A150;1;3;10;0;0;0;0;0;0;0;0
22.04.2024;00:32;A150;1;0;0;2;4;0;0;0;0;0;0
22.04.2024;00:31;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:30;A150;1;0;0;1;4;0;0;0;0;0;0
22.04.2024;00:29;A150;1;0;0;2;9;0;0;0;0;0;0
22.04.2024;00:23;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:22;A150;1;3;8;3;26;0;0;0;0;0;0
22.04.2024;00:20;A150;1;2;11;0;0;0;0;0;0;0;0
22.04.2024;00:18;A150;1;2;5;0;0;0;0;0;0;0;0
22.04.2024;00:17;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:14;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:08;A150;1;2;6;0;0;0;0;0;0;0;0
22.04.2024;00:04;A150;1;0;0;2;2;0;0;0;0;0;0
22.04.2024;00:03;A150;1;0;0;0;0;0;0;0;0;0;0
22.04.2024;00:00;A150;1;0;0;1;4;0;0;0;0;0;0
21.04.2024;23:58;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:57;A150;1;1;7;0;0;0;0;0;0;0;0
21.04.2024;23:56;A150;1;4;8;0;0;0;0;0;0;0;0
21.04.2024;23:55;A150;1;3;15;0;0;0;0;0;0;0;0
21.04.2024;23:54;A150;1;0;0;1;9;0;0;0;0;0;0
21.04.2024;23:52;A150;1;3;6;1;6;0;0;0;0;0;0
21.04.2024;23:50;A150;1;0;0;3;4;0;0;0;0;0;0
21.04.2024;23:49;A150;1;0;0;1;4;0;0;0;0;0;0
21.04.2024;23:48;A150;1;0;0;1;7;0;0;0;0;0;0
21.04.2024;23:47;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:44;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:43;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:37;A150;1;2;9;0;0;0;0;0;0;0;0
21.04.2024;23:28;A150;1;3;15;2;8;0;0;0;0;0;0
21.04.2024;23:26;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:25;A150;1;1;6;0;0;0;0;0;0;0;0
21.04.2024;23:24;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;23:20;A150;1;1;9;2;8;0;0;0;0;0;0
21.04.2024;23:17;A150;1;1;4;0;0;0;0;0;0;0;0
21.04.2024;23:16;A150;1;0;0;2;1;0;0;0;0;0;0
21.04.2024;23:10;A150;1;0;0;1;2;0;0;0;0;0;0
21.04.2024;23:09;A150;1;2;4;2;7;0;0;0;0;0;0
21.04.2024;23:07;A150;1;0;0;2;2;0;0;0;0;0;0
21.04.2024;23:03;A150;1;2;5;0;0;0;0;0;0;0;0
21.04.2024;23:02;A150;1;2;4;0;4;0;0;0;0;0;0
21.04.2024;23:01;A150;1;0;0;3;5;0;0;0;0;0;0
21.04.2024;22:59;A150;1;2;2;2;15;0;0;0;0;0;0
21.04.2024;22:58;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:55;A150;1;2;5;0;0;0;0;0;0;0;0
21.04.2024;22:54;A150;1;2;12;2;10;0;0;0;0;0;0
21.04.2024;22:50;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:48;A150;1;2;4;0;0;0;0;0;0;0;0
21.04.2024;22:47;A150;1;3;11;0;0;0;0;0;0;0;0
21.04.2024;22:46;A150;1;2;4;1;5;0;0;0;0;0;0
21.04.2024;22:42;A150;1;3;5;0;0;0;0;0;0;0;0
21.04.2024;22:41;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:39;A150;1;3;7;0;0;0;0;0;0;0;0
21.04.2024;22:37;A150;1;2;7;2;5;0;0;0;0;0;0
21.04.2024;22:36;A150;1;0;1;1;15;0;0;0;0;0;0
21.04.2024;22:32;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:27;A150;1;1;10;2;6;0;0;0;0;0;0
21.04.2024;22:26;A150;1;0;0;3;15;0;0;0;0;0;0
21.04.2024;22:25;A150;1;2;5;5;14;0;0;0;0;0;0
21.04.2024;22:24;A150;1;4;20;1;7;0;0;0;0;0;0
21.04.2024;22:22;A150;1;0;0;0;5;0;0;0;0;0;0
21.04.2024;22:21;A150;1;1;6;4;17;0;0;0;0;0;0
21.04.2024;22:20;A150;1;0;0;1;31;0;0;0;0;0;0
21.04.2024;22:19;A150;1;1;8;3;56;0;0;0;0;0;0
21.04.2024;22:16;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:13;A150;1;0;12;0;0;0;0;0;0;0;0
21.04.2024;22:12;A150;1;1;17;4;12;0;0;0;0;0;0
21.04.2024;22:09;A150;1;3;19;2;8;0;0;0;0;0;0
21.04.2024;22:06;A150;1;0;0;5;10;0;0;0;0;0;0
21.04.2024;22:04;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;22:03;A150;1;2;9;0;0;0;0;0;0;0;0
21.04.2024;22:01;A150;1;2;5;0;0;0;0;0;0;0;0
21.04.2024;22:00;A150;1;3;9;0;0;0;0;0;0;0;0
21.04.2024;21:58;A150;1;1;6;0;0;0;0;0;0;0;0
21.04.2024;21:57;A150;1;4;7;1;5;0;0;0;0;0;0
21.04.2024;21:54;A150;1;2;24;2;6;0;0;0;0;0;0
21.04.2024;21:51;A150;1;1;2;1;10;0;0;0;0;0;0
21.04.2024;21:50;A150;1;0;0;1;5;0;0;0;0;0;0
21.04.2024;21:49;A150;1;3;9;0;0;0;0;0;0;0;0
21.04.2024;21:48;A150;1;0;0;4;11;0;0;0;0;0;0
21.04.2024;21:47;A150;1;2;10;2;5;0;0;0;0;0;0
21.04.2024;21:46;A150;1;3;21;2;5;0;0;0;0;0;0
21.04.2024;21:44;A150;1;4;9;2;14;0;0;0;0;0;0
21.04.2024;21:43;A150;1;2;5;3;12;0;0;0;0;0;0
21.04.2024;21:40;A150;1;0;0;1;13;0;0;0;0;0;0
21.04.2024;21:37;A150;1;0;2;0;0;0;0;0;0;0;0
21.04.2024;21:36;A150;1;1;10;4;11;0;0;0;0;0;0
21.04.2024;21:35;A150;1;0;0;3;13;0;0;0;0;0;0
21.04.2024;21:31;A150;1;2;6;3;7;0;0;0;0;0;0
21.04.2024;21:30;A150;1;2;5;0;0;0;0;0;0;0;0
21.04.2024;21:25;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;21:24;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;21:22;A150;1;0;0;1;19;0;0;0;0;0;0
21.04.2024;21:20;A150;1;3;3;1;2;0;0;0;0;0;0
21.04.2024;21:16;A150;1;0;0;4;21;0;0;0;0;0;0
21.04.2024;21:14;A150;1;1;14;0;0;0;0;0;0;0;0
21.04.2024;21:13;A150;1;0;0;3;15;0;0;0;0;0;0
21.04.2024;21:10;A150;1;0;0;2;11;1;1;0;0;0;0
21.04.2024;21:08;A150;1;1;22;0;0;0;0;0;0;0;0
21.04.2024;21:07;A150;1;0;0;5;14;0;0;0;0;0;0
21.04.2024;21:06;A150;1;1;12;2;22;0;0;1;1;0;0
21.04.2024;21:03;A150;1;1;9;3;11;0;0;0;0;0;0
21.04.2024;21:02;A150;1;1;6;0;0;0;0;0;0;0;0
21.04.2024;21:01;A150;1;2;6;2;8;0;0;0;0;0;0
21.04.2024;20:48;A150;1;1;16;1;8;0;0;0;0;0;0
21.04.2024;20:46;A150;1;2;6;2;4;0;0;0;0;0;0
21.04.2024;20:45;A150;1;3;5;3;10;0;0;0;0;0;0
21.04.2024;20:43;A150;1;1;4;0;0;0;0;0;0;0;0
21.04.2024;20:38;A150;1;1;36;3;18;0;0;0;0;0;0
21.04.2024;20:36;A150;1;1;11;1;7;0;0;0;0;0;0
21.04.2024;20:34;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;20:33;A150;1;3;24;3;22;0;0;0;0;0;0
21.04.2024;20:31;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;20:30;A150;1;0;0;0;0;0;0;0;0;0;0
21.04.2024;20:27;A150;1;1;15;2;15;0;0;0;0;0;0
21.04.2024;20:26;A150;1;0;0;3;12;0;0;0;0;0;0
21.04.2024;20:23;A150;1;1;19;1;16;0;0;0;0;0;0
21.04.2024;20:21;A150;1;1;5;2;20;1;1;1;1;0;0
21.04.2024;20:20;A150;1;2;1;1;8;0;0;0;0;0;0
21.04.2024;20:19;A150;1;2;7;2;20;0;0;0;0;0;0
21.04.2024;20:15;A150;1;1;11;2;14;0;0;0;0;0;0
21.04.2024;20:14;A150;1;1;5;0;0;0;0;0;0;0;0
