Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
29.02.2024;01:00;A151;1;1;6;1;8;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:59;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:58;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:57;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:56;A151;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0
29.02.2024;00:55;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:54;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:53;A151;1;1;7;2;14;0;0;0;0;1;7;0;0;0;0
29.02.2024;00:52;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:51;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:50;A151;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:49;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:48;A151;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:47;A151;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
29.02.2024;00:46;A151;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:45;A151;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:44;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:43;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:42;A151;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
29.02.2024;00:41;A151;1;1;11;1;7;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:40;A151;1;1;6;1;6;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:39;A151;1;1;13;1;9;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:38;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:37;A151;1;0;0;1;14;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:36;A151;1;2;25;2;17;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:35;A151;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:34;A151;1;1;8;0;1;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:33;A151;1;1;12;1;5;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:32;A151;1;2;10;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:31;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:30;A151;1;2;17;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:29;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:28;A151;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:27;A151;1;2;14;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:26;A151;1;2;18;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:25;A151;1;0;0;1;14;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:24;A151;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:23;A151;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:22;A151;1;2;19;0;0;0;0;0;0;1;3;0;0;0;0
29.02.2024;00:21;A151;1;0;0;1;14;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:20;A151;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:19;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:18;A151;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:17;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:16;A151;1;2;24;1;8;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:15;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:14;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:13;A151;1;2;17;0;0;0;0;0;0;1;2;0;0;0;0
29.02.2024;00:12;A151;1;1;8;0;0;0;0;0;0;1;1;0;0;0;0
29.02.2024;00:11;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:10;A151;1;2;25;0;0;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:09;A151;1;1;7;1;7;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:08;A151;1;1;9;2;13;0;0;0;0;0;0;0;0;0;0
29.02.2024;00:07;A151;1;3;25;2;18;0;0;0;0;0;0;0;0;0;0
