Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
05.01.2025;00:59;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.01.2025;00:55;A 10;1;1;2;1;1;0;0;0;0;1;31;1;31;0;0;0;0;1;2;1;31;1;31;0;0;0;0;0;0;0;0;0;0
05.01.2025;00:46;A 10;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.01.2025;00:36;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.01.2025;00:31;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.01.2025;00:16;A 10;1;2;3;2;3;0;0;1;8;1;34;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
05.01.2025;00:09;A 10;1;0;0;0;0;0;0;0;0;1;24;1;24;1;1;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0;0;0
05.01.2025;00:08;A 10;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.01.2025;00:02;A 10;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:58;A 10;1;0;0;1;2;2;3;1;5;0;0;0;0;1;1;1;1;3;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:56;A 10;1;1;2;2;2;1;2;1;5;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:41;A 10;1;0;0;0;0;0;0;0;0;1;31;1;30;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;1;30;1;1
04.01.2025;23:39;A 10;1;0;0;0;0;0;0;0;0;1;27;1;27;1;1;2;2;1;2;0;0;0;0;0;0;0;0;0;0;1;27;1;1
04.01.2025;23:38;A 10;1;0;0;0;0;0;0;0;0;1;26;1;25;0;0;0;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:35;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:32;A 10;1;0;0;0;0;0;0;0;0;1;14;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
04.01.2025;23:31;A 10;1;1;1;0;0;1;1;0;0;1;74;1;74;2;2;0;0;0;0;1;74;1;18;0;0;0;0;0;0;1;4;0;0
04.01.2025;23:26;A 10;1;1;1;3;3;0;0;0;0;0;100;0;100;1;17;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;3;4
04.01.2025;23:25;A 10;1;2;2;0;0;0;0;0;0;0;100;0;100;4;8;1;1;2;6;1;1;0;0;0;0;0;0;0;0;0;0;3;4
04.01.2025;23:24;A 10;1;0;0;1;2;0;0;0;0;0;100;0;100;2;3;4;7;2;5;2;23;1;24;0;0;0;0;0;0;0;0;3;5
04.01.2025;23:23;A 10;1;2;2;1;1;0;0;0;0;1;77;1;77;0;0;0;0;0;0;1;86;1;16;0;0;1;2;0;0;0;0;1;2
04.01.2025;23:20;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:15;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
04.01.2025;23:13;A 10;1;0;0;0;0;0;0;0;0;1;17;1;17;1;2;1;1;3;21;1;25;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:12;A 10;1;0;2;1;2;2;3;0;0;0;100;0;100;0;0;0;1;0;0;2;55;0;0;2;10;0;0;1;2;1;1;0;0
04.01.2025;23:11;A 10;1;1;0;3;5;0;0;0;0;0;100;0;100;2;2;1;1;2;4;0;2;0;0;0;0;0;0;0;0;0;0;1;2
04.01.2025;23:10;A 10;1;0;0;2;3;1;1;0;0;1;19;1;19;1;1;0;0;0;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;23:08;A 10;1;3;25;1;1;0;0;0;0;1;19;1;19;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
04.01.2025;23:00;A 10;1;0;0;0;0;0;0;0;0;1;49;1;49;0;0;0;0;0;0;2;4;1;3;0;0;0;0;0;0;0;0;1;2
04.01.2025;22:56;A 10;1;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;22:53;A 10;1;0;0;1;2;0;0;0;0;1;30;1;30;3;3;0;0;1;2;1;30;0;0;0;0;0;0;0;0;1;2;0;0
04.01.2025;22:52;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;22:50;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;3;1;30;1;16;0;0;0;0;0;0;1;21;0;0
04.01.2025;22:49;A 10;1;0;0;0;0;0;0;0;0;1;28;1;27;0;0;0;0;2;21;1;27;1;27;0;0;0;0;0;0;1;27;1;2
04.01.2025;22:46;A 10;1;0;0;2;3;0;0;0;0;1;79;1;79;0;0;1;1;1;34;2;32;0;0;0;0;0;0;0;0;1;79;1;1
04.01.2025;22:44;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;22:34;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.01.2025;22:29;A 10;1;1;2;0;0;0;0;0;0;1;27;1;27;1;1;1;2;1;2;1;27;0;0;0;0;0;0;0;0;0;0;2;3
04.01.2025;22:15;A 10;1;0;0;2;26;1;1;0;0;1;40;1;40;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
04.01.2025;22:13;A 10;1;0;0;2;3;1;1;0;0;1;11;1;10;1;2;1;2;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;2
04.01.2025;22:08;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
