Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TF32aZ;TF32aB;TB32Z;TB32B;TB32aZ;TB32aB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
17.06.2024;21:35;A127;1;2;48;3;27;1;1;0;0;1;2;0;0;;;;;;;;;;;;
17.06.2024;21:34;A127;1;3;22;3;44;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:33;A127;1;2;29;6;15;2;3;1;1;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:32;A127;1;2;26;5;23;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:31;A127;1;1;6;2;6;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:30;A127;1;3;8;3;16;1;1;0;0;1;1;0;0;;;;;;;;;;;;
17.06.2024;21:29;A127;1;5;32;7;31;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:28;A127;1;3;31;3;12;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:27;A127;1;3;9;2;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:26;A127;1;3;12;2;9;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:25;A127;1;2;15;7;22;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:24;A127;1;2;14;3;21;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:23;A127;1;4;22;3;30;0;0;1;1;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:22;A127;1;2;12;4;14;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:21;A127;1;3;58;6;47;1;1;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:20;A127;1;2;6;4;20;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:19;A127;1;2;12;4;17;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:18;A127;1;4;19;0;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:17;A127;1;3;13;3;22;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:16;A127;1;3;32;4;24;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:15;A127;1;2;17;2;8;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:14;A127;1;3;16;5;20;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:13;A127;1;3;21;4;7;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:12;A127;1;3;42;3;14;1;1;0;0;1;1;0;0;;;;;;;;;;;;
17.06.2024;21:11;A127;1;3;10;6;21;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:10;A127;1;3;16;2;22;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:09;A127;1;2;22;4;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:08;A127;1;4;17;3;11;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:07;A127;1;1;5;2;46;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:06;A127;1;1;49;2;7;0;0;0;0;1;1;0;0;;;;;;;;;;;;
17.06.2024;21:05;A127;1;5;34;9;33;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:04;A127;1;1;6;1;6;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:03;A127;1;1;4;1;12;0;0;0;0;0;0;0;0;;;;;;;;;;;;
17.06.2024;21:02;A127;1;1;4;1;5;1;1;0;0;1;1;0;0;;;;;;;;;;;;
