Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;Anf_35Z;Anf_35B;Anf_41Z;Anf_41B
17.06.2024;21:36;A 70;1;0;0;1;63;1;69;4;6;3;4;0;0;0;0;0;100;1;1;1;2;0;0;;;;;;;;;;
17.06.2024;21:35;A 70;1;1;51;2;3;1;63;4;34;3;2;0;0;1;42;0;100;0;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:34;A 70;1;0;0;0;54;2;70;2;4;4;3;0;0;4;43;0;100;4;2;0;0;0;0;;;;;;;;;;
17.06.2024;21:33;A 70;1;0;0;4;18;4;17;2;3;0;0;0;0;1;40;0;100;1;1;0;0;0;0;;;;;;;;;;
17.06.2024;21:32;A 70;1;0;0;0;0;0;0;2;2;2;1;0;0;1;31;0;100;2;4;0;0;0;0;;;;;;;;;;
17.06.2024;21:31;A 70;1;1;34;1;14;1;0;1;2;1;1;0;0;3;39;0;100;0;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:30;A 70;1;4;74;2;50;2;65;5;6;3;3;0;0;2;63;0;100;1;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:29;A 70;1;2;49;4;7;1;77;3;3;2;2;0;0;1;5;0;100;0;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:28;A 70;1;0;0;1;51;2;50;1;2;0;0;0;0;0;53;0;100;0;1;0;0;0;0;;;;;;;;;;
17.06.2024;21:27;A 70;1;1;48;1;3;0;0;3;3;3;2;0;0;3;18;0;100;2;1;0;0;0;0;;;;;;;;;;
17.06.2024;21:26;A 70;1;1;41;2;51;1;58;2;7;0;0;0;0;1;1;0;100;2;1;0;0;0;0;;;;;;;;;;
17.06.2024;21:25;A 70;1;0;0;0;0;1;80;7;10;6;4;0;0;1;1;0;100;0;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:24;A 70;1;0;0;1;20;2;81;4;11;4;3;0;0;2;51;0;100;1;1;0;0;0;0;;;;;;;;;;
17.06.2024;21:23;A 70;1;1;22;2;43;1;9;4;7;2;10;0;0;2;48;0;100;2;13;0;0;0;0;;;;;;;;;;
17.06.2024;21:22;A 70;1;0;0;3;7;5;8;2;12;1;1;0;0;0;0;0;100;1;89;0;0;0;0;;;;;;;;;;
17.06.2024;21:21;A 70;1;0;0;0;0;1;39;4;5;2;1;0;0;2;57;0;100;0;0;1;2;1;2;;;;;;;;;;
17.06.2024;21:20;A 70;1;0;0;2;21;2;2;5;7;2;1;0;0;2;56;0;100;2;3;0;0;0;0;;;;;;;;;;
17.06.2024;21:19;A 70;1;1;3;3;40;1;0;6;30;2;2;0;0;4;59;0;100;0;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:18;A 70;1;1;3;3;37;0;40;5;6;5;5;0;0;1;25;0;100;2;7;0;0;0;0;;;;;;;;;;
17.06.2024;21:17;A 70;1;1;2;2;41;2;38;4;5;4;2;0;0;1;2;0;100;0;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:16;A 70;1;0;0;3;19;1;0;5;20;2;1;0;0;2;4;0;100;2;3;0;0;0;0;;;;;;;;;;
17.06.2024;21:15;A 70;1;1;32;1;42;0;57;5;6;2;1;0;0;2;2;0;100;3;3;0;0;0;0;;;;;;;;;;
17.06.2024;21:14;A 70;1;1;2;2;34;3;28;8;49;5;4;0;0;2;24;0;100;0;0;0;0;0;0;;;;;;;;;;
17.06.2024;21:13;A 70;1;0;0;2;47;1;3;1;38;2;1;0;0;5;28;0;100;4;4;0;0;0;0;;;;;;;;;;
17.06.2024;21:12;A 70;1;0;0;4;11;3;6;7;38;2;3;0;0;1;1;0;100;0;0;0;0;1;2;;;;;;;;;;
17.06.2024;21:11;A 70;1;0;0;1;56;3;84;5;6;7;4;0;0;2;3;0;100;1;3;1;2;0;0;;;;;;;;;;
17.06.2024;21:10;A 70;1;0;0;2;65;2;9;4;5;3;3;0;0;7;12;0;100;1;1;0;0;0;0;;;;;;;;;;
17.06.2024;21:09;A 70;1;0;0;1;9;0;44;1;1;4;3;0;0;0;45;0;100;3;3;0;0;0;0;;;;;;;;;;
17.06.2024;21:08;A 70;1;0;0;3;7;5;13;2;5;0;0;0;0;4;13;0;100;1;1;0;0;0;0;;;;;;;;;;
17.06.2024;21:07;A 70;1;0;0;0;0;0;1;3;5;2;1;0;0;0;0;0;100;0;0;1;2;1;2;;;;;;;;;;
17.06.2024;21:06;A 70;1;0;0;1;58;2;47;3;4;1;1;0;0;1;3;0;100;1;1;0;0;0;0;;;;;;;;;;
