Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
17.06.2024;21:36;A 10;1;0;0;0;0;5;7;1;49;2;1;3;2;4;5;0;0;7;18;1;43;0;0;0;0;0;0;0;0;7;9;5;9
17.06.2024;21:35;A 10;1;0;0;0;0;2;3;0;0;2;70;1;33;3;4;2;2;1;2;0;41;1;1;0;0;0;0;0;0;4;8;3;5
17.06.2024;21:34;A 10;1;0;0;0;0;4;4;1;32;2;72;2;70;1;2;1;1;0;0;3;33;1;0;0;0;0;0;0;0;0;0;4;2
17.06.2024;21:33;A 10;1;0;0;0;0;3;5;1;53;2;38;2;15;2;2;3;3;1;2;1;61;0;0;0;0;0;0;0;0;2;63;4;8
17.06.2024;21:32;A 10;1;0;0;0;0;3;6;1;4;1;12;2;2;0;0;2;3;2;8;0;100;1;1;0;0;0;0;0;0;1;2;3;5
17.06.2024;21:31;A 10;1;0;0;0;0;3;4;1;29;2;3;1;2;2;2;1;1;3;6;3;57;1;1;0;0;0;0;0;0;1;1;6;9
17.06.2024;21:30;A 10;1;0;0;0;0;4;16;3;47;1;72;2;3;0;0;1;1;4;6;2;4;2;2;0;0;0;0;0;0;1;2;1;3
17.06.2024;21:29;A 10;1;0;0;0;0;5;8;0;0;1;80;2;1;1;2;1;1;2;5;3;36;1;1;0;0;0;0;0;0;5;29;2;3
17.06.2024;21:28;A 10;1;0;0;0;0;4;5;1;2;1;40;1;22;1;1;1;1;2;4;1;1;0;0;0;0;0;0;0;0;4;12;1;2
17.06.2024;21:27;A 10;1;0;0;0;0;5;11;4;86;0;0;3;2;0;0;3;4;3;6;3;26;0;0;0;0;0;0;0;0;1;5;4;7
17.06.2024;21:26;A 10;1;0;0;0;0;2;3;0;0;0;0;0;0;2;3;1;1;2;3;1;46;0;0;0;0;0;0;0;0;1;8;2;3
17.06.2024;21:25;A 10;1;0;0;0;0;5;7;0;0;1;17;2;3;2;3;1;2;0;0;1;6;0;0;0;0;0;0;0;0;1;2;6;10
17.06.2024;21:24;A 10;1;0;0;0;0;7;28;2;47;1;94;0;0;0;0;1;1;1;2;2;16;3;2;0;0;0;0;0;0;3;6;1;1
17.06.2024;21:23;A 10;1;0;0;0;0;6;11;2;49;1;18;1;10;2;3;0;0;0;0;1;95;1;3;0;0;1;2;0;0;0;0;2;3
17.06.2024;21:22;A 10;1;0;0;0;0;1;6;1;18;2;46;1;1;2;2;1;2;3;6;3;57;6;4;0;0;0;0;0;0;3;5;2;3
