Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;V51Z;V51B;D52Z;D52B;D111Z;D111B;V111Z;V111B;D112Z;D112B;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB;TF31Z;TF31B;TB31BZ;TB31BB;TF31aZ;TF31aB;TB31aZ;TB31aB
17.06.2024;21:35;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:34;A185;1;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:33;A185;1;0;0;1;8;0;0;0;0;2;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:32;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:31;A185;1;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:30;A185;1;0;0;1;4;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:29;A185;1;0;0;2;9;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:28;A185;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:27;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:26;A185;1;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:25;A185;1;0;0;1;4;0;0;0;0;1;71;1;2;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:24;A185;1;0;0;1;4;0;0;0;0;1;11;1;0;0;0;0;0;1;1;0;0;0;0;0;0
17.06.2024;21:23;A185;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:22;A185;1;0;0;2;10;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:21;A185;1;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:20;A185;1;0;0;1;4;0;0;0;0;2;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:19;A185;1;0;0;2;7;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:18;A185;1;0;0;2;8;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:17;A185;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:16;A185;1;0;0;0;0;0;0;0;0;2;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:15;A185;1;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:14;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
17.06.2024;21:13;A185;1;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:12;A185;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:11;A185;1;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:10;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:09;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:08;A185;1;0;0;1;2;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:07;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:06;A185;1;0;0;2;13;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:05;A185;1;0;0;1;4;0;0;0;0;2;13;3;3;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:04;A185;1;0;0;1;8;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:03;A185;1;0;0;1;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:02;A185;1;0;0;1;2;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:01;A185;1;0;0;1;3;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;21:00;A185;1;0;0;4;17;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;20:59;A185;1;0;0;0;0;0;0;0;0;2;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;20:58;A185;1;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;20:57;A185;1;0;0;1;4;0;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2024;20:56;A185;1;0;0;1;5;0;0;0;0;2;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0
