Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
23.11.2024;01:00;A 11;1;3;41;1;12;0;0;2;3;2;4;0;0;0;100;0;100;0;0;0;0;0;0;2;31;1;16;1;18;0;0;0;0
23.11.2024;00:59;A 11;1;0;0;1;12;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.11.2024;00:58;A 11;1;0;0;0;0;0;0;1;1;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;13;2;10;1;10;0;0;0;0
23.11.2024;00:57;A 11;1;2;28;2;20;0;0;1;1;2;3;0;0;0;100;0;100;0;0;0;0;0;0;3;27;3;24;2;17;0;0;0;0
23.11.2024;00:56;A 11;1;0;0;0;0;0;0;0;0;2;2;0;0;0;100;0;100;0;0;0;0;0;0;2;13;5;15;2;16;0;0;0;0
23.11.2024;00:55;A 11;1;1;11;0;0;0;0;2;2;1;1;0;0;0;100;0;100;0;0;0;0;0;0;5;23;2;6;2;11;0;0;2;9
23.11.2024;00:54;A 11;1;2;14;1;43;0;0;0;0;0;0;6;8;0;100;0;100;0;0;0;0;0;0;0;0;0;11;0;70;0;0;0;0
23.11.2024;00:53;A 11;1;2;63;2;9;0;0;0;0;4;6;0;0;0;100;0;100;0;0;0;0;0;0;1;18;2;55;2;26;0;0;0;0
23.11.2024;00:52;A 11;1;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;2;18;1;0;1;9;0;0;0;0
23.11.2024;00:51;A 11;1;0;0;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0
23.11.2024;00:50;A 11;1;1;13;1;12;0;0;0;0;1;2;0;0;0;100;0;100;0;0;0;0;0;0;2;5;2;14;1;13;0;0;0;0
23.11.2024;00:49;A 11;1;2;10;1;13;1;2;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0
23.11.2024;00:48;A 11;1;1;6;1;32;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.11.2024;00:47;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2;11;0;0
23.11.2024;00:46;A 11;1;2;25;1;8;0;0;1;3;1;3;0;0;0;100;0;100;0;0;0;0;0;0;1;23;3;19;2;18;0;0;0;0
