Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
21.06.2024;02:00;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:59;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:58;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:57;A150;1;1;11;0;0;0;0;0;0;0;0
21.06.2024;01:56;A150;1;1;10;0;0;0;0;0;0;0;0
21.06.2024;01:55;A150;1;0;0;1;8;0;0;0;0;0;0
21.06.2024;01:54;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:53;A150;1;0;0;1;7;0;0;0;0;0;0
21.06.2024;01:52;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:51;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:50;A150;1;1;7;0;0;0;0;0;0;0;0
21.06.2024;01:49;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:48;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:47;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:46;A150;1;1;10;1;6;0;0;0;0;0;0
21.06.2024;01:45;A150;1;1;4;0;0;0;0;0;0;0;0
21.06.2024;01:44;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:43;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:42;A150;1;1;8;1;9;0;0;0;0;0;0
21.06.2024;01:41;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:40;A150;1;0;0;1;9;0;0;0;0;0;0
21.06.2024;01:39;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:38;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:37;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:36;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:35;A150;1;0;0;1;4;0;0;0;0;0;0
21.06.2024;01:34;A150;1;0;0;1;6;0;0;0;0;0;0
21.06.2024;01:33;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:32;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:31;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:30;A150;1;0;0;1;7;0;0;0;0;0;0
21.06.2024;01:29;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:28;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:27;A150;1;0;6;0;0;0;0;0;0;0;0
21.06.2024;01:26;A150;1;4;11;0;0;0;0;0;0;0;0
21.06.2024;01:25;A150;1;0;0;1;8;0;0;0;0;0;0
21.06.2024;01:24;A150;1;0;0;1;9;0;0;0;0;0;0
21.06.2024;01:23;A150;1;1;9;0;0;0;0;0;0;0;0
21.06.2024;01:22;A150;1;1;9;0;0;0;0;0;0;0;0
21.06.2024;01:21;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:20;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:19;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:18;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:17;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:16;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:15;A150;1;0;0;1;9;0;0;0;0;0;0
21.06.2024;01:14;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:13;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:12;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:11;A150;1;0;0;1;6;0;0;0;0;0;0
21.06.2024;01:10;A150;1;0;0;3;12;0;0;0;0;0;0
21.06.2024;01:09;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:08;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:07;A150;1;1;17;1;4;0;0;0;0;0;0
21.06.2024;01:06;A150;1;1;12;1;7;0;0;0;0;0;0
21.06.2024;01:05;A150;1;1;7;0;0;0;0;0;0;0;0
21.06.2024;01:04;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:03;A150;1;0;0;1;14;0;0;0;0;0;0
21.06.2024;01:02;A150;1;0;11;0;0;0;0;0;0;0;0
21.06.2024;01:01;A150;1;1;4;0;0;0;0;0;0;0;0
21.06.2024;01:00;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:59;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:58;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:57;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:56;A150;1;0;0;1;13;0;0;0;0;0;0
21.06.2024;00:55;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:54;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:53;A150;1;0;0;2;16;0;0;0;0;0;0
21.06.2024;00:52;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:51;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:50;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:49;A150;1;0;0;3;11;0;0;0;0;0;0
21.06.2024;00:48;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:47;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:46;A150;1;1;16;0;0;0;0;0;0;0;0
21.06.2024;00:45;A150;1;0;0;5;9;0;0;0;0;0;0
21.06.2024;00:44;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:43;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:42;A150;1;0;0;0;2;0;0;0;0;0;0
21.06.2024;00:41;A150;1;0;0;1;11;0;0;0;0;0;0
21.06.2024;00:40;A150;1;2;24;1;9;0;0;0;0;0;0
21.06.2024;00:39;A150;1;0;8;1;9;0;0;0;0;0;0
21.06.2024;00:38;A150;1;2;25;0;0;0;0;0;0;0;0
21.06.2024;00:37;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:36;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:35;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:34;A150;1;1;16;0;0;0;0;0;0;0;0
21.06.2024;00:33;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:32;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:31;A150;1;1;0;0;0;0;0;0;0;0;0
21.06.2024;00:30;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:29;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:28;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:27;A150;1;0;4;0;0;0;0;0;0;0;0
21.06.2024;00:26;A150;1;1;5;2;7;0;0;0;0;0;0
21.06.2024;00:25;A150;1;0;0;3;11;0;0;0;0;0;0
21.06.2024;00:24;A150;1;3;5;0;0;0;0;0;0;0;0
21.06.2024;00:23;A150;1;1;4;1;15;0;0;0;0;0;0
21.06.2024;00:22;A150;1;0;0;2;12;0;0;0;0;0;0
21.06.2024;00:21;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:20;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:19;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:18;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:17;A150;1;2;4;1;7;0;0;0;0;0;0
21.06.2024;00:16;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:15;A150;1;1;5;0;0;0;0;0;0;0;0
21.06.2024;00:14;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:13;A150;1;0;0;1;3;0;0;0;0;0;0
21.06.2024;00:12;A150;1;0;0;1;2;0;0;0;0;0;0
21.06.2024;00:11;A150;1;0;0;4;22;0;0;0;0;0;0
21.06.2024;00:10;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:09;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:08;A150;1;1;15;0;0;0;0;0;0;0;0
21.06.2024;00:07;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:06;A150;1;0;0;1;2;0;0;0;0;0;0
21.06.2024;00:05;A150;1;3;5;0;0;0;0;0;0;0;0
21.06.2024;00:04;A150;1;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:03;A150;1;0;0;2;12;0;0;0;0;0;0
21.06.2024;00:02;A150;1;3;12;1;9;0;0;0;0;0;0
21.06.2024;00:01;A150;1;0;0;1;7;0;0;0;0;0;0
21.06.2024;00:00;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:59;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:58;A150;1;1;7;0;0;0;0;0;0;0;0
20.06.2024;23:57;A150;1;0;0;1;4;0;0;0;0;0;0
20.06.2024;23:56;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:55;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:54;A150;1;4;7;1;12;0;0;0;0;0;0
20.06.2024;23:53;A150;1;2;6;0;0;0;0;0;0;0;0
20.06.2024;23:52;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:51;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:50;A150;1;0;0;1;7;0;0;0;0;0;0
20.06.2024;23:49;A150;1;1;6;0;0;0;0;0;0;0;0
20.06.2024;23:48;A150;1;1;5;1;6;0;0;0;0;0;0
20.06.2024;23:47;A150;1;1;14;0;0;0;0;0;0;0;0
20.06.2024;23:46;A150;1;2;10;0;0;0;0;0;0;0;0
20.06.2024;23:45;A150;1;1;5;0;0;0;0;0;0;0;0
20.06.2024;23:44;A150;1;1;3;0;0;0;0;0;0;0;0
20.06.2024;23:43;A150;1;0;12;4;31;0;0;0;0;0;0
20.06.2024;23:42;A150;1;3;9;0;0;0;0;0;0;0;0
20.06.2024;23:41;A150;1;0;0;1;6;0;0;0;0;0;0
20.06.2024;23:40;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:39;A150;1;3;24;1;2;0;0;0;0;0;0
20.06.2024;23:38;A150;1;0;0;2;15;0;0;0;0;0;0
20.06.2024;23:37;A150;1;2;4;3;10;0;0;0;0;0;0
20.06.2024;23:36;A150;1;2;7;4;20;0;0;0;0;0;0
20.06.2024;23:35;A150;1;2;7;1;8;0;0;0;0;0;0
20.06.2024;23:34;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:33;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:32;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:31;A150;1;1;7;3;8;0;0;0;0;0;0
20.06.2024;23:30;A150;1;1;3;2;14;0;0;0;0;0;0
20.06.2024;23:29;A150;1;0;0;1;5;0;0;0;0;0;0
20.06.2024;23:28;A150;1;3;17;3;12;0;0;0;0;0;0
20.06.2024;23:27;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:26;A150;1;2;1;0;0;0;0;0;0;0;0
20.06.2024;23:25;A150;1;4;9;4;16;0;0;0;0;0;0
20.06.2024;23:24;A150;1;4;9;2;18;0;0;0;0;0;0
20.06.2024;23:23;A150;1;1;8;1;13;0;0;0;0;0;0
20.06.2024;23:22;A150;1;1;3;1;0;0;0;0;0;0;0
20.06.2024;23:21;A150;1;1;16;4;16;0;0;0;0;0;0
20.06.2024;23:20;A150;1;1;8;1;11;0;0;0;0;0;0
20.06.2024;23:19;A150;1;0;0;1;8;0;0;0;0;0;0
20.06.2024;23:18;A150;1;0;0;3;10;0;0;0;0;0;0
20.06.2024;23:17;A150;1;2;8;0;0;0;0;0;0;0;0
20.06.2024;23:16;A150;1;2;8;2;8;0;0;0;0;0;0
20.06.2024;23:15;A150;1;2;12;0;0;0;0;0;0;0;0
20.06.2024;23:14;A150;1;1;1;1;2;0;0;0;0;0;0
20.06.2024;23:13;A150;1;0;0;2;8;0;0;0;0;0;0
20.06.2024;23:12;A150;1;0;0;1;7;0;0;0;0;0;0
20.06.2024;23:11;A150;1;1;7;1;5;0;0;0;0;0;0
20.06.2024;23:10;A150;1;0;0;1;6;0;0;0;0;0;0
20.06.2024;23:09;A150;1;4;21;1;11;0;0;0;0;0;0
20.06.2024;23:08;A150;1;0;0;2;11;0;0;0;0;0;0
20.06.2024;23:07;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;23:06;A150;1;0;0;1;13;0;0;0;0;0;0
20.06.2024;23:05;A150;1;2;20;1;7;0;0;0;0;0;0
20.06.2024;23:04;A150;1;1;13;1;15;0;0;0;0;0;0
20.06.2024;23:03;A150;1;1;5;0;0;0;0;0;0;0;0
20.06.2024;23:02;A150;1;2;10;1;9;0;0;0;0;0;0
20.06.2024;23:01;A150;1;2;9;4;19;0;0;0;0;0;0
20.06.2024;23:00;A150;1;2;5;3;9;0;0;0;0;0;0
20.06.2024;22:59;A150;1;2;7;0;0;0;0;0;0;0;0
20.06.2024;22:58;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;22:57;A150;1;2;9;0;0;0;0;0;0;0;0
20.06.2024;22:56;A150;1;2;7;2;6;0;0;0;0;0;0
20.06.2024;22:55;A150;1;0;0;2;10;0;0;0;0;0;0
20.06.2024;22:54;A150;1;0;0;2;14;0;0;0;0;0;0
20.06.2024;22:53;A150;1;1;16;3;11;0;0;0;0;0;0
20.06.2024;22:52;A150;1;5;26;3;11;0;0;0;0;0;0
20.06.2024;22:51;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;22:50;A150;1;0;0;0;8;0;0;0;0;0;0
20.06.2024;22:49;A150;1;0;0;2;19;0;0;0;0;0;0
20.06.2024;22:48;A150;1;4;11;1;1;0;0;0;0;0;0
20.06.2024;22:47;A150;1;3;4;1;11;0;0;0;0;0;0
20.06.2024;22:46;A150;1;0;0;3;11;0;0;0;0;0;0
20.06.2024;22:45;A150;1;3;8;1;1;0;0;0;0;0;0
20.06.2024;22:44;A150;1;3;8;1;4;0;0;0;0;0;0
20.06.2024;22:43;A150;1;2;4;0;0;0;0;0;0;0;0
20.06.2024;22:42;A150;1;2;4;1;6;0;0;0;0;0;0
20.06.2024;22:41;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;22:40;A150;1;0;5;2;8;0;0;0;0;0;0
20.06.2024;22:39;A150;1;4;9;2;10;0;0;0;0;0;0
20.06.2024;22:38;A150;1;0;0;1;13;0;0;0;0;0;0
20.06.2024;22:37;A150;1;1;10;0;0;0;0;0;0;0;0
20.06.2024;22:36;A150;1;1;8;0;0;0;0;0;0;0;0
20.06.2024;22:35;A150;1;2;4;3;16;0;0;0;0;0;0
20.06.2024;22:34;A150;1;0;0;1;2;0;0;0;0;0;0
20.06.2024;22:33;A150;1;0;0;1;7;0;0;0;0;0;0
20.06.2024;22:32;A150;1;2;14;2;11;0;0;0;0;0;0
20.06.2024;22:31;A150;1;1;5;3;5;0;0;0;0;0;0
20.06.2024;22:30;A150;1;5;32;2;6;0;0;0;0;0;0
20.06.2024;22:29;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;22:28;A150;1;3;16;1;10;0;0;0;0;0;0
20.06.2024;22:27;A150;1;2;7;1;6;0;0;0;0;0;0
20.06.2024;22:26;A150;1;3;13;1;5;0;0;0;0;0;0
20.06.2024;22:25;A150;1;1;17;2;10;0;0;0;0;0;0
20.06.2024;22:24;A150;1;3;9;2;13;0;0;0;0;0;0
20.06.2024;22:23;A150;1;4;23;1;5;0;0;0;0;0;0
20.06.2024;22:22;A150;1;1;2;2;16;0;0;0;0;0;0
20.06.2024;22:21;A150;1;2;8;1;2;0;0;0;0;0;0
20.06.2024;22:20;A150;1;1;2;2;18;0;0;0;0;0;0
20.06.2024;22:19;A150;1;2;14;1;6;0;0;0;0;0;0
20.06.2024;22:18;A150;1;2;3;2;4;0;0;0;0;0;0
20.06.2024;22:17;A150;1;0;0;1;1;0;0;0;0;0;0
20.06.2024;22:16;A150;1;5;8;0;0;0;0;0;0;0;0
20.06.2024;22:15;A150;1;1;2;2;22;0;0;0;0;0;0
20.06.2024;22:14;A150;1;1;13;1;6;0;0;0;0;0;0
20.06.2024;22:13;A150;1;0;0;3;16;0;0;0;0;0;0
20.06.2024;22:12;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;22:11;A150;1;3;7;5;19;0;0;0;0;0;0
20.06.2024;22:10;A150;1;9;32;2;17;0;0;0;0;0;0
20.06.2024;22:09;A150;1;2;20;2;16;0;0;0;0;0;0
20.06.2024;22:08;A150;1;1;18;0;0;0;0;0;0;0;0
20.06.2024;22:07;A150;1;1;17;4;22;0;0;0;0;0;0
20.06.2024;22:06;A150;1;1;8;3;4;0;0;0;0;0;0
20.06.2024;22:05;A150;1;4;12;1;8;0;0;0;0;0;0
20.06.2024;22:04;A150;1;1;5;0;0;0;0;1;1;0;0
20.06.2024;22:03;A150;1;1;5;2;5;0;0;0;0;0;0
20.06.2024;22:02;A150;1;2;5;3;13;0;0;0;0;0;0
20.06.2024;22:01;A150;1;0;0;1;15;0;0;0;0;0;0
20.06.2024;22:00;A150;1;0;4;2;25;0;0;0;0;0;0
20.06.2024;21:59;A150;1;1;1;0;9;0;0;0;0;0;0
20.06.2024;21:58;A150;1;1;10;3;29;0;0;0;0;0;0
20.06.2024;21:57;A150;1;0;0;4;12;0;0;0;0;0;0
20.06.2024;21:56;A150;1;0;0;3;22;0;0;0;0;0;0
20.06.2024;21:55;A150;1;1;8;3;10;0;0;0;0;0;0
20.06.2024;21:54;A150;1;1;0;0;0;0;0;0;0;0;0
20.06.2024;21:53;A150;1;2;18;0;0;0;0;0;0;0;0
20.06.2024;21:52;A150;1;0;0;1;12;0;0;0;0;0;0
20.06.2024;21:51;A150;1;0;0;2;13;0;0;0;0;0;0
20.06.2024;21:50;A150;1;1;2;0;0;0;0;0;0;0;0
20.06.2024;21:49;A150;1;3;22;2;3;0;0;0;0;0;0
20.06.2024;21:48;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;21:47;A150;1;2;5;2;23;0;0;0;0;0;0
20.06.2024;21:46;A150;1;0;0;3;10;0;0;0;0;0;0
20.06.2024;21:45;A150;1;0;0;1;8;0;0;0;0;0;0
20.06.2024;21:44;A150;1;1;16;5;5;0;0;0;0;0;0
20.06.2024;21:43;A150;1;0;3;0;1;0;0;0;0;0;0
20.06.2024;21:42;A150;1;6;15;2;17;0;0;0;0;0;0
20.06.2024;21:41;A150;1;1;7;1;6;0;0;0;0;0;0
20.06.2024;21:40;A150;1;3;41;4;19;0;0;0;0;0;0
20.06.2024;21:39;A150;1;3;29;2;14;0;0;0;0;0;0
20.06.2024;21:38;A150;1;3;21;2;16;0;0;0;0;0;0
20.06.2024;21:37;A150;1;2;21;4;27;0;0;0;0;0;0
20.06.2024;21:36;A150;1;1;15;1;8;1;1;0;0;0;0
20.06.2024;21:35;A150;1;0;0;1;9;0;0;0;0;0;0
20.06.2024;21:34;A150;1;1;7;4;46;0;0;0;0;0;0
20.06.2024;21:33;A150;1;1;23;3;24;0;0;0;0;0;0
20.06.2024;21:32;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;21:31;A150;1;1;5;2;21;0;0;0;0;0;0
20.06.2024;21:30;A150;1;1;6;0;0;0;0;0;0;0;0
20.06.2024;21:29;A150;1;1;17;2;8;0;0;0;0;0;0
20.06.2024;21:28;A150;1;2;13;3;23;0;0;0;0;0;0
20.06.2024;21:27;A150;1;2;10;2;19;0;0;0;0;0;0
20.06.2024;21:26;A150;1;1;27;1;1;0;0;0;0;0;0
20.06.2024;21:25;A150;1;0;0;4;16;0;0;0;0;0;0
20.06.2024;21:24;A150;1;0;0;1;6;0;0;0;0;0;0
20.06.2024;21:23;A150;1;3;36;1;7;0;0;0;0;0;0
20.06.2024;21:22;A150;1;1;9;2;8;0;0;0;0;0;0
20.06.2024;21:21;A150;1;1;28;0;0;0;0;0;0;0;0
20.06.2024;21:20;A150;1;0;0;2;13;0;0;0;0;0;0
20.06.2024;21:19;A150;1;2;14;3;7;0;0;0;0;0;0
20.06.2024;21:18;A150;1;1;7;2;12;0;0;0;0;0;0
20.06.2024;21:17;A150;1;1;7;0;5;0;0;0;0;0;0
20.06.2024;21:16;A150;1;2;9;2;12;0;0;0;0;0;0
20.06.2024;21:15;A150;1;1;5;1;7;0;0;0;0;0;0
20.06.2024;21:14;A150;1;2;25;3;11;0;0;0;0;0;0
20.06.2024;21:13;A150;1;0;0;2;11;0;0;0;0;0;0
20.06.2024;21:12;A150;1;1;6;0;0;0;0;0;0;0;0
20.06.2024;21:11;A150;1;0;0;1;0;0;0;0;0;0;0
20.06.2024;21:10;A150;1;0;0;1;7;0;0;0;0;0;0
20.06.2024;21:09;A150;1;2;4;1;24;0;0;0;0;0;0
20.06.2024;21:08;A150;1;1;25;2;3;1;1;0;0;0;0
20.06.2024;21:07;A150;1;1;6;2;13;0;0;0;0;0;0
20.06.2024;21:06;A150;1;1;12;3;23;0;0;0;0;0;0
20.06.2024;21:05;A150;1;2;16;0;0;0;0;0;0;0;0
20.06.2024;21:04;A150;1;1;15;1;7;0;0;0;0;0;0
20.06.2024;21:03;A150;1;2;24;1;11;0;0;0;0;0;0
20.06.2024;21:02;A150;1;2;16;2;8;0;0;0;0;0;0
20.06.2024;21:01;A150;1;1;13;0;0;0;0;0;0;0;0
20.06.2024;21:00;A150;1;1;15;1;1;0;0;0;0;0;0
20.06.2024;20:59;A150;1;0;0;2;18;0;0;0;0;0;0
20.06.2024;20:58;A150;1;3;27;1;9;0;0;1;1;0;0
20.06.2024;20:57;A150;1;2;11;3;11;0;0;0;0;0;0
20.06.2024;20:56;A150;1;1;8;2;12;0;0;0;0;0;0
20.06.2024;20:55;A150;1;2;13;1;7;0;0;0;0;0;0
20.06.2024;20:54;A150;1;2;9;1;6;0;0;0;0;0;0
20.06.2024;20:53;A150;1;2;19;4;20;0;0;0;0;0;0
20.06.2024;20:52;A150;1;2;8;2;17;0;0;0;0;0;0
20.06.2024;20:51;A150;1;1;9;3;20;0;0;0;0;0;0
20.06.2024;20:50;A150;1;4;18;0;0;0;0;0;0;0;0
20.06.2024;20:49;A150;1;2;9;1;6;0;0;0;0;0;0
20.06.2024;20:48;A150;1;3;13;0;0;0;0;0;0;0;0
20.06.2024;20:47;A150;1;0;0;3;22;0;0;0;0;0;0
20.06.2024;20:46;A150;1;3;19;1;6;0;0;0;0;0;0
20.06.2024;20:45;A150;1;0;5;1;44;1;1;1;1;0;0
20.06.2024;20:44;A150;1;3;24;2;12;0;0;0;0;0;0
20.06.2024;20:43;A150;1;2;17;2;11;0;0;0;0;0;0
20.06.2024;20:42;A150;1;2;12;2;6;0;0;0;0;0;0
20.06.2024;20:41;A150;1;3;10;2;25;0;0;0;0;0;0
20.06.2024;20:40;A150;1;1;6;3;19;0;0;0;0;0;0
20.06.2024;20:39;A150;1;1;26;2;5;0;0;0;0;0;0
20.06.2024;20:38;A150;1;1;1;0;0;0;0;0;0;0;0
20.06.2024;20:37;A150;1;0;4;1;13;0;0;0;0;0;0
20.06.2024;20:36;A150;1;1;11;1;17;0;0;0;0;0;0
20.06.2024;20:35;A150;1;2;17;0;3;0;0;0;0;0;0
20.06.2024;20:34;A150;1;0;5;9;33;0;0;0;0;0;0
20.06.2024;20:33;A150;1;1;8;1;8;0;0;0;0;0;0
20.06.2024;20:32;A150;1;2;12;5;27;1;1;1;1;0;0
20.06.2024;20:31;A150;1;2;11;3;19;0;0;0;0;0;0
20.06.2024;20:30;A150;1;2;16;0;0;0;0;0;0;0;0
20.06.2024;20:29;A150;1;3;19;2;13;0;0;0;0;0;0
20.06.2024;20:28;A150;1;3;39;3;12;0;0;0;0;0;0
20.06.2024;20:27;A150;1;1;3;0;2;0;0;0;0;0;0
20.06.2024;20:26;A150;1;2;15;3;22;0;0;0;0;0;0
20.06.2024;20:25;A150;1;2;19;2;6;0;0;0;0;0;0
20.06.2024;20:24;A150;1;3;26;3;27;0;0;0;0;0;0
20.06.2024;20:23;A150;1;2;9;1;11;0;0;0;0;0;0
20.06.2024;20:22;A150;1;0;0;0;0;0;0;0;0;0;0
20.06.2024;20:21;A150;1;2;23;2;12;0;0;1;1;0;0
20.06.2024;20:20;A150;1;2;9;1;8;0;0;0;0;0;0
20.06.2024;20:19;A150;1;2;27;1;2;0;0;0;0;0;0
