Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D14Z;D14B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D57Z;D57B;A5_M1_460Z;A5_M1_460B;A57_M2_464Z;A57_M2_464B;T7_8Z;T7_8B;D43Z;D43B
21.06.2024;02:00;A 10;1;0;0;0;0;1;1;0;0;1;46;2;47;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:59;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;35;0;0;0;0;0;0;0;0;0;100;2;3
21.06.2024;01:58;A 10;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;36;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:57;A 10;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;37;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:56;A 10;1;0;0;0;0;1;1;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:55;A 10;1;0;0;0;0;1;1;0;0;0;0;0;0;3;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:54;A 10;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;2;4;0;0;1;1;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:53;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:52;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:51;A 10;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:50;A 10;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:49;A 10;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:48;A 10;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;2
21.06.2024;01:47;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:46;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;35;1;1;1;2;0;0;0;0;0;100;1;2
21.06.2024;01:45;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:44;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:43;A 10;1;0;0;0;0;0;0;0;0;0;0;0;29;1;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;100;1;1
21.06.2024;01:42;A 10;1;0;0;0;0;0;0;0;0;1;6;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:41;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:40;A 10;1;0;0;0;0;0;0;0;0;1;70;1;1;1;1;2;2;0;0;1;4;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:39;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;1;9;0;0;0;0;0;100;1;1
21.06.2024;01:38;A 10;1;0;0;0;0;1;2;0;0;2;42;3;30;0;0;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:37;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2;2
21.06.2024;01:36;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:35;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;1;55;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:34;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;12;0;0;0;0;0;0;0;0;0;100;0;0
21.06.2024;01:33;A 10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;100;0;0
