Datum;Uhrzeit;Bezeichnung;Intervall;D1Z;D1B;D2Z;D2B;FG35HZ;FG35HB;FG35WZ;FG35WB;TS_SchluesselschalterZ;TS_SchluesselschalterB;TS_WarteZ;TS_WarteB;TS_BrandmeldungZ;TS_BrandmeldungB;D3Z;D3B
21.06.2024;02:00;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:59;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2
21.06.2024;01:58;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:57;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
21.06.2024;01:56;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:55;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:54;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:53;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:52;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1
21.06.2024;01:51;A102;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
21.06.2024;01:50;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:49;A102;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:48;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:47;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:46;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:45;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:44;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:43;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:42;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:41;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:40;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:39;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:38;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:37;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:36;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:35;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:34;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:33;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:32;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:31;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:30;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:29;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2
21.06.2024;01:28;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
21.06.2024;01:27;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:26;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:25;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:24;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:23;A102;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:22;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:21;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:20;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
21.06.2024;01:19;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
21.06.2024;01:18;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:17;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:16;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:15;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:14;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:13;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:12;A102;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;2
21.06.2024;01:11;A102;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
21.06.2024;01:10;A102;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3
21.06.2024;01:09;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:08;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;3
21.06.2024;01:07;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:06;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:05;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:04;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:03;A102;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:02;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;01:01;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;01:00;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
21.06.2024;00:59;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:58;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;00:57;A102;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:56;A102;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:55;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:54;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;00:53;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:52;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:51;A102;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;00:50;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2024;00:49;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
21.06.2024;00:48;A102;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
