Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V52Z;V52B;V53Z;V53B;V111Z;V111B;V112Z;V112B;TF35Z;TF35B;TB35Z;TB35B;TF36Z;TF36B;TB36Z;TB36B
31.05.2024;09:08;A 89;1;0;100;0;100;0;100;2;9;1;5;0;0;0;0;0;0;0;0
31.05.2024;09:07;A 89;1;0;100;0;100;0;100;2;17;2;13;1;1;0;0;0;0;0;0
31.05.2024;09:06;A 89;1;0;100;0;100;0;100;5;23;3;11;0;0;0;0;0;0;0;0
31.05.2024;09:05;A 89;1;0;100;0;100;0;100;2;8;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:03;A 89;1;0;100;0;100;0;100;3;17;3;14;0;0;0;0;0;0;0;0
31.05.2024;09:02;A 89;1;0;100;0;100;0;100;1;14;1;5;0;0;0;0;0;0;0;0
31.05.2024;09:01;A 89;1;0;100;0;100;0;100;2;19;1;4;0;0;0;1;0;0;0;0
31.05.2024;09:00;A 89;1;0;100;0;100;0;100;2;29;2;9;0;0;1;0;0;0;0;0
31.05.2024;08:59;A 89;1;0;100;0;100;0;100;2;16;1;11;0;0;1;1;0;0;0;0
31.05.2024;08:58;A 89;1;0;100;0;100;0;100;3;39;1;4;0;0;0;0;0;0;0;0
31.05.2024;08:57;A 89;1;0;100;0;100;0;100;3;20;1;21;2;3;0;0;0;0;0;0
31.05.2024;08:56;A 89;1;0;100;0;100;0;100;1;14;1;1;1;1;0;0;0;0;0;0
31.05.2024;03:37;A 89;1;0;100;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:36;A 89;1;0;100;0;100;0;100;1;15;1;9;0;0;0;0;0;0;0;0
