Datum;Uhrzeit;Bezeichnung;Intervall;VD21Z;VD21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;VD81Z;VD81B;VD82Z;VD82B;V83Z;V83B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF35Z;TF35B;TBS35Z;TBS35B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B
31.05.2024;09:07;A 59;1;1;77;0;0;0;0;1;4;0;0;0;43;3;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0
31.05.2024;09:05;A 59;1;2;54;0;0;2;49;1;88;0;0;0;100;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2;8
31.05.2024;09:03;A 59;1;1;65;4;10;4;47;1;56;0;0;2;12;3;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;12;4;21
31.05.2024;09:02;A 59;1;0;0;0;0;2;3;0;0;0;0;0;0;2;33;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;9;0;0
31.05.2024;09:01;A 59;1;0;87;1;0;0;0;1;3;0;0;1;8;3;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;0
31.05.2024;09:00;A 59;1;2;57;5;44;0;0;2;37;0;26;0;44;1;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;18;0;0
31.05.2024;08:59;A 59;1;0;100;6;70;2;11;1;94;1;52;2;87;1;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;12;1;1
31.05.2024;08:58;A 59;1;2;20;3;15;2;3;2;67;0;0;1;73;2;44;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;6;0;0
31.05.2024;08:57;A 59;1;1;39;0;33;0;0;2;72;2;6;2;13;2;56;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;6;10;0;0
31.05.2024;08:56;A 59;1;1;94;1;78;0;18;1;89;0;0;0;10;2;62;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;11;19;1;10
31.05.2024;03:36;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
