Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB38Z;TB38B;TB41Z;TB41B
31.05.2024;09:07;A 35;1;0;0;0;0;0;0;5;13;0;0;0;0;0;100;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:05;A 35;1;1;1;0;0;1;2;9;35;0;0;0;0;0;100;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:03;A 35;1;2;0;1;6;0;0;1;4;1;37;1;9;0;100;1;56;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
31.05.2024;09:02;A 35;1;0;0;0;0;0;0;7;19;0;0;0;0;0;100;3;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:01;A 35;1;1;12;1;6;0;0;10;24;2;61;1;70;0;100;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:00;A 35;1;0;34;1;6;0;0;1;3;2;28;1;13;0;100;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:59;A 35;1;2;74;0;0;1;0;7;45;2;0;2;6;0;100;1;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:58;A 35;1;3;31;1;10;0;0;11;36;1;32;1;34;0;100;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:57;A 35;1;2;19;2;13;1;3;3;85;2;26;0;27;0;100;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
31.05.2024;08:56;A 35;1;1;78;0;0;0;0;11;19;1;74;1;80;0;100;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:37;A 35;1;0;0;0;0;0;0;1;23;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:36;A 35;1;0;0;0;0;0;0;1;23;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
