Datum;Uhrzeit;Bezeichnung;Intervall;V33Z;V33B;V34Z;V34B;V51Z;V51B;V52Z;V52B;D71Z;D71B;V111Z;V111B;V112Z;V112B;D121Z;D121B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B;T6Z;T6B;T7Z;T7B;V10Z;V10B;V20Z;V20B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;V122Z;V122B
31.05.2024;09:08;A 94;1;2;86;1;69;3;46;2;8;0;0;9;54;5;24;2;12;0;0;0;0;0;0;1;2;1;2;0;0;0;0;1;1;4;68;0;0;13;18;15;22;4;74;3;71;2;13
31.05.2024;09:06;A 94;1;0;0;0;0;2;66;10;35;1;72;6;54;7;20;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;11;12;4;3;0;0;0;5;2;11
31.05.2024;09:04;A 94;1;2;16;0;0;7;64;6;75;0;0;6;48;9;43;5;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;3;14;11;13;14;16;1;21;0;0;3;73
31.05.2024;09:03;A 94;1;0;58;2;7;2;24;1;68;0;0;4;51;2;38;5;67;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;3;5;8;2;73;8;8;1;1;3;58;2;59;2;55
31.05.2024;09:02;A 94;1;2;59;1;52;4;12;5;15;0;0;6;27;1;4;5;83;1;2;1;2;0;0;0;0;0;0;0;0;0;0;1;1;6;10;3;5;10;11;7;7;4;55;4;70;5;54
31.05.2024;09:01;A 94;1;1;76;2;54;7;20;9;22;0;0;4;71;2;71;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;5;9;6;8;13;22;14;18;3;65;1;60;1;97
31.05.2024;09:00;A 94;1;2;68;1;6;4;44;4;37;0;0;5;49;7;44;1;18;1;2;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;5;16;15;18;12;13;1;57;1;52;0;0
31.05.2024;08:59;A 94;1;0;96;2;25;4;23;2;2;0;0;8;42;6;29;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4;11;14;9;9;3;91;4;23;5;28
31.05.2024;08:58;A 94;1;2;69;0;0;3;82;2;60;0;0;5;53;3;12;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;58;1;64;13;21;9;12;2;72;0;0;1;32
31.05.2024;08:57;A 94;1;3;76;2;52;4;88;3;74;0;0;5;74;7;61;2;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;66;5;7;9;12;13;12;3;64;4;44;2;15
31.05.2024;03:38;A 94;1;2;10;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;3;3;1;1;0;7;0;0;2;3
31.05.2024;03:37;A 94;1;2;15;0;0;3;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;0;0;0;0;1;19;0;0;0;0
