Datum;Uhrzeit;Bezeichnung;Intervall;T1_sZ;T1_sB;T1_bZ;T1_bB;T2_sZ;T2_sB;T2_bZ;T2_bB
31.05.2024;09:07;A171;1;0;0;0;0;0;0;0;0
31.05.2024;09:06;A171;1;0;0;0;0;0;0;0;0
31.05.2024;09:04;A171;1;0;0;0;0;0;0;0;0
31.05.2024;09:03;A171;1;0;0;0;0;0;0;0;0
31.05.2024;09:02;A171;1;0;0;0;0;0;0;0;0
31.05.2024;09:00;A171;1;0;0;0;0;0;0;0;0
31.05.2024;08:59;A171;1;0;0;0;0;0;0;0;0
31.05.2024;08:58;A171;1;0;0;0;0;0;0;0;0
31.05.2024;08:57;A171;1;0;0;0;0;0;0;0;0
31.05.2024;08:56;A171;1;0;0;0;0;0;0;0;0
31.05.2024;03:37;A171;1;0;0;0;0;0;0;0;0
31.05.2024;03:36;A171;1;0;0;0;0;0;0;0;0
31.05.2024;03:33;A171;1;0;0;0;0;0;0;0;0
