Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V81Z;V81B;V82Z;V82B;D11Z;D11B;D12Z;D12B;TF32Z;TF32B;TB32Z;TB32B;TF33Z;TF33B;TB33Z;TB33B;ST51Z;ST51B;ST55Z;ST55B;LUe_AbFV2_A8Z;LUe_AbFV2_A8B
31.05.2024;09:07;A 80;1;0;0;9;47;0;0;2;23;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:05;A 80;1;3;5;3;23;0;0;5;18;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:03;A 80;1;1;1;4;27;0;0;3;15;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:02;A 80;1;0;0;4;21;2;5;2;52;1;30;0;100;0;0;0;0;1;1;1;1;0;0;0;0;0;0
31.05.2024;09:00;A 80;1;1;1;3;11;1;1;2;14;1;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
31.05.2024;08:59;A 80;1;1;1;2;12;0;0;2;12;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:58;A 80;1;0;0;2;7;0;0;2;30;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:57;A 80;1;1;2;5;29;2;1;4;30;0;0;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0
31.05.2024;08:56;A 80;1;1;2;2;8;0;0;4;30;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:36;A 80;1;0;0;0;0;0;0;1;8;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0
