Datum;Uhrzeit;Bezeichnung;Intervall;V21_AnfZ;V21_AnfB;V81_AnfZ;V81_AnfB;V381_AnfZ;V381_AnfB;TF38_AnfZ;TF38_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38_AnfZ;TBS38_AnfB;TBS38a_AnfZ;TBS38a_AnfB
31.05.2024;09:07;A151;1;5;35;4;15;0;0;0;0;2;8;0;0;0;0
31.05.2024;09:06;A151;1;2;21;4;38;1;1;0;0;1;20;0;0;0;0
31.05.2024;09:04;A151;1;5;50;1;54;0;0;0;0;2;13;0;0;0;0
31.05.2024;09:03;A151;1;2;21;3;11;0;0;0;0;4;9;1;1;0;0
31.05.2024;09:02;A151;1;1;14;2;18;0;0;0;0;2;4;0;0;0;0
31.05.2024;09:00;A151;1;3;30;4;58;0;0;0;0;1;1;0;0;0;0
31.05.2024;08:59;A151;1;2;7;1;10;0;0;0;0;1;1;0;0;0;0
31.05.2024;08:58;A151;1;1;7;2;57;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:57;A151;1;3;49;1;17;0;0;0;0;2;20;1;1;0;0
31.05.2024;08:56;A151;1;2;22;3;16;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:37;A151;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:36;A151;1;1;10;1;13;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:33;A151;1;1;9;1;11;0;0;0;0;0;0;0;0;0;0
