Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;V51Z;V51B;D52Z;D52B;D111Z;D111B;V111Z;V111B;D112Z;D112B;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB;TF31Z;TF31B;TB31BZ;TB31BB;TF31aZ;TF31aB;TB31aZ;TB31aB
31.05.2024;09:07;A185;1;0;0;1;3;0;0;0;0;2;9;3;2;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:06;A185;1;0;0;0;16;0;0;0;0;2;13;2;2;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:04;A185;1;0;0;3;18;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:03;A185;1;0;0;1;6;0;0;0;0;4;19;5;3;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:02;A185;1;0;0;4;21;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:00;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:59;A185;1;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:58;A185;1;0;0;3;12;0;0;0;0;2;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:57;A185;1;0;0;2;46;0;0;0;0;2;12;3;2;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:56;A185;1;0;0;1;5;0;0;0;0;1;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:37;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:36;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:33;A185;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
