Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TF32aZ;TF32aB;TB32Z;TB32B;TB32aZ;TB32aB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
31.05.2024;09:07;A127;1;4;19;4;26;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;09:06;A127;1;2;17;5;9;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;09:04;A127;1;2;16;2;39;0;0;1;1;0;0;0;0;;;;;;;;;;;;
31.05.2024;09:03;A127;1;3;16;5;27;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;09:02;A127;1;5;31;6;24;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;09:00;A127;1;3;64;8;22;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;08:59;A127;1;0;0;5;20;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;08:58;A127;1;1;15;5;37;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;08:57;A127;1;5;41;9;29;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;08:56;A127;1;2;17;2;12;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;03:37;A127;1;0;0;1;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;03:36;A127;1;0;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
31.05.2024;03:33;A127;1;0;0;1;10;0;0;0;0;0;0;0;0;;;;;;;;;;;;
