Datum;Uhrzeit;Bezeichnung;Intervall;T1Z;T1B;T2Z;T2B
31.05.2024;09:08;A139;1;0;0;0;0
31.05.2024;09:07;A139;1;1;1;1;8
31.05.2024;09:05;A139;1;0;0;0;0
31.05.2024;09:04;A139;1;0;0;2;6
31.05.2024;09:03;A139;1;0;0;1;1
31.05.2024;09:01;A139;1;0;0;2;6
31.05.2024;09:00;A139;1;1;1;0;0
31.05.2024;08:59;A139;1;0;0;0;0
31.05.2024;08:58;A139;1;1;1;0;0
31.05.2024;08:57;A139;1;0;0;0;0
31.05.2024;03:38;A139;1;0;0;0;0
31.05.2024;03:37;A139;1;0;0;0;0
31.05.2024;03:34;A139;1;0;0;0;0
