Datum;Uhrzeit;Bezeichnung;Intervall;V11Z;V11B;V12Z;V12B;D21Z;D21B;D22Z;D22B;V23Z;V23B;V24Z;V24B;V33Z;V33B;V31Z;V31B;V32Z;V32B;V41Z;V41B;D51Z;D51B;V52Z;V52B;V101Z;V101B;D111Z;D111B;V112Z;V112B;D121_1Z;D121_1B;D121_2Z;D121_2B;V122Z;V122B;TF32Z;TF32B;TF33Z;TF33B;TF35Z;TF35B;TF36Z;TF36B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS33Z;TBS33B;TBS34Z;TBS34B;TBS35Z;TBS35B;TBS36Z;TBS36B;TBS37Z;TBS37B;TBS38Z;TBS38B;TBS41Z;TBS41B;TS54Z;TS54B;TS55Z;TS55B;TS56Z;TS56B;TS57Z;TS57B;An_FwZ;An_FwB;TF34Z;TF34B;TF37Z;TF37B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;V5_StoerZ;V5_StoerB;V7_StoerZ;V7_StoerB;V8_StoerZ;V8_StoerB
31.05.2024;09:07;A 75;1;3;10;1;7;1;3;1;5;0;1;0;8;0;0;1;11;1;9;1;91;1;61;1;3;4;5;3;15;3;14;0;65;0;65;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;09:06;A 75;1;0;0;0;0;1;44;1;88;2;14;2;93;0;0;0;0;0;0;6;44;5;54;3;23;2;1;1;2;2;6;1;57;1;58;1;8;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;09:05;A 75;1;2;7;2;10;3;9;1;51;2;9;0;51;0;0;2;10;0;0;2;9;2;11;2;16;2;2;2;9;4;18;3;83;3;83;1;95;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;09:03;A 75;1;0;0;1;5;1;29;1;18;1;37;1;4;0;0;0;0;0;0;6;14;2;58;5;36;3;1;3;9;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;09:02;A 75;1;4;25;3;30;6;13;1;0;5;20;0;0;0;0;0;0;0;72;6;15;1;44;2;14;1;41;1;6;1;8;2;94;2;93;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;09:01;A 75;1;6;15;5;23;6;10;0;0;6;16;0;0;0;0;0;0;1;67;1;82;2;43;4;30;3;21;3;29;3;12;7;53;7;53;7;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;09:00;A 75;1;1;7;2;13;2;3;0;0;2;7;0;0;0;0;0;0;1;49;2;3;1;5;1;7;5;3;5;18;4;15;13;51;13;51;3;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;08:59;A 75;1;5;13;5;30;4;42;3;6;4;18;2;14;0;0;2;14;1;8;3;23;0;28;0;0;4;3;2;9;5;39;0;97;1;96;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;08:58;A 75;1;8;27;2;29;7;11;1;6;2;22;0;5;0;0;1;9;0;0;3;28;1;41;3;41;3;4;3;15;3;11;4;90;3;89;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;08:57;A 75;1;0;0;0;0;0;100;1;43;1;65;2;46;0;0;0;0;0;0;3;4;2;7;1;4;5;8;3;20;6;25;1;97;1;98;2;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;08:56;A 75;1;3;7;2;10;3;54;1;0;3;14;1;1;0;0;1;2;0;0;1;58;2;65;3;18;3;5;1;49;1;3;0;0;0;0;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;03:37;A 75;1;4;33;3;20;2;2;1;0;3;11;1;4;0;0;1;6;2;21;0;0;0;0;0;0;1;7;1;8;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
31.05.2024;03:36;A 75;1;0;0;1;7;1;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100;0;0;0;0;0;0
