Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TBS32_AFZ;TBS32_AFB;TB32a_AFZ;TB32a_AFB;TBs32a_AFZ;TBs32a_AFB
31.05.2024;09:07;A166;1;0;0;0;0;0;0;0;0
31.05.2024;09:06;A166;1;0;0;0;0;0;0;0;0
31.05.2024;09:04;A166;1;0;0;0;0;0;0;0;0
31.05.2024;09:03;A166;1;0;0;0;0;0;0;0;0
31.05.2024;09:02;A166;1;0;0;0;0;0;0;0;0
31.05.2024;09:00;A166;1;0;0;0;0;0;0;0;0
31.05.2024;08:59;A166;1;0;0;0;0;0;0;0;0
31.05.2024;08:58;A166;1;0;0;0;0;0;0;0;0
31.05.2024;08:57;A166;1;0;0;0;0;0;0;0;0
31.05.2024;08:56;A166;1;0;0;0;0;0;0;0;0
31.05.2024;03:37;A166;1;0;0;0;0;0;0;0;0
31.05.2024;03:36;A166;1;0;0;0;0;0;0;0;0
31.05.2024;03:33;A166;1;0;0;0;0;0;0;0;0
