Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D41Z;D41B;D42Z;D42B;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;T35HZ;T35HB;T35_36_MittelmastZ;T35_36_MittelmastB;T36HZ;T36HB;T41HZ;T41HB;T41WZ;T41WB;T31Z;T31B
31.05.2024;09:08;A 63;1;7;11;1;33;5;6;5;4;1;3;0;0;3;60;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0
31.05.2024;09:07;A 63;1;4;6;0;0;1;1;4;3;0;0;2;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:06;A 63;1;3;4;0;0;6;5;8;4;0;0;3;3;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:04;A 63;1;5;8;0;0;1;2;0;0;2;47;2;35;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
31.05.2024;09:03;A 63;1;5;6;1;18;0;0;0;0;0;0;1;14;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:02;A 63;1;3;3;0;0;1;2;5;25;1;2;3;4;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:01;A 63;1;6;8;0;0;4;3;7;9;0;0;2;2;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:00;A 63;1;2;4;1;23;8;9;6;4;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:59;A 63;1;3;3;0;0;2;1;2;1;0;0;5;5;6;37;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
31.05.2024;08:58;A 63;1;6;8;0;0;1;1;4;3;0;0;2;9;7;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:57;A 63;1;4;5;3;24;0;0;1;1;0;0;2;3;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:38;A 63;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:37;A 63;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
