Datum;Uhrzeit;Bezeichnung;Intervall;V111Z;V111B;V121Z;V121B;D21Z;D21B;D22Z;D22B;D23Z;D23B;V211Z;V211B;V221Z;V221B;V231Z;V231B;D33Z;D33B;V301Z;V301B;V311Z;V311B;V321Z;V321B;D41Z;D41B;D42Z;D42B;V411Z;V411B;V421Z;V421B;TA32Z;TA32B;TB32Z;TB32B;TA33Z;TA33B;TB33Z;TB33B;TA35Z;TA35B;TB35Z;TB35B;TA38Z;TA38B;TB38Z;TB38B;TA39Z;TA39B;TB39Z;TB39B;TA41Z;TA41B;TB41Z;TB41B;EG21Z;EG21B;EG22Z;EG22B;D11Z;D11B;D12Z;D12B;D30Z;D30B;D31Z;D31B;D32Z;D32B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB;A4_MP6Z;A4_MP6B;A22_MP1Z;A22_MP1B;A13_MP4Z;A13_MP4B;A45_MP2Z;A45_MP2B;A22_MP2Z;A22_MP2B
31.05.2024;09:07;A 22;1;0;0;0;0;0;0;0;0;0;0;2;67;2;2;2;15;1;7;1;76;2;25;0;0;1;4;1;6;0;0;1;1;3;3;0;0;0;0;0;0;1;58;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;09:05;A 22;1;0;0;3;11;0;0;3;2;0;0;0;0;1;0;1;21;1;3;0;0;3;34;1;1;0;0;1;2;0;0;0;0;1;0;2;12;1;58;1;3;1;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;09:03;A 22;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;3;0;0;0;0;0;0;1;2;5;15;0;0;1;0;7;6;1;71;1;90;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;09:02;A 22;1;0;0;3;8;0;0;2;1;0;0;1;55;0;0;3;72;0;0;1;60;0;82;0;0;0;0;4;17;0;0;0;0;5;7;0;0;0;0;1;1;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;09:01;A 22;1;0;0;4;15;0;0;5;4;0;0;0;0;2;3;3;65;1;4;0;0;3;70;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;09:00;A 22;1;0;0;5;52;0;0;7;8;0;0;0;0;0;0;1;30;0;0;0;0;1;38;3;3;1;2;7;22;0;0;1;0;9;10;0;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;2;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;08:59;A 22;1;0;0;5;24;0;0;8;7;0;0;0;90;0;0;1;53;0;0;0;89;1;57;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;89;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;08:58;A 22;1;0;0;2;6;0;0;1;1;0;0;2;7;1;0;1;12;0;0;2;14;1;15;0;0;0;0;2;4;0;0;0;0;2;1;1;1;3;23;0;0;3;41;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;08:57;A 22;1;2;2;3;41;1;0;5;16;0;0;0;0;1;0;1;79;1;3;0;0;1;86;0;3;0;0;3;7;0;0;0;0;3;2;0;0;1;34;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;08:56;A 22;1;2;3;6;52;1;0;12;14;0;0;2;79;1;3;1;2;0;0;0;84;1;9;2;3;0;0;5;15;0;0;0;0;5;4;2;2;1;2;1;6;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;
31.05.2024;03:36;A 22;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
