Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;V351Z;V351B;TF35Z;TF35B;TF35aZ;TF35aB;TBS35Z;TBS35B;TBS35aZ;TBS35aB;V1_IOZ;V1_IOB;V2_IOZ;V2_IOB;V3_IOZ;V3_IOB;MP_A81_MP3Z;MP_A81_MP3B;MP_A77_MP1Z;MP_A77_MP1B;MP_A51_MP4Z;MP_A51_MP4B;MP_A77_MP2Z;MP_A77_MP2B
31.05.2024;09:07;A 77;1;1;3;2;10;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
31.05.2024;09:05;A 77;1;2;15;2;9;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
31.05.2024;09:03;A 77;1;1;30;0;0;1;16;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
31.05.2024;09:02;A 77;1;1;34;1;61;2;32;0;0;0;0;1;1;2;3;;;;;;;;;;;;;;
31.05.2024;09:00;A 77;1;2;13;1;4;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;
31.05.2024;08:59;A 77;1;4;17;1;18;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
31.05.2024;08:58;A 77;1;1;7;0;29;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
31.05.2024;08:57;A 77;1;4;25;2;11;1;13;1;1;1;1;0;0;0;0;;;;;;;;;;;;;;
31.05.2024;08:56;A 77;1;0;0;3;17;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
31.05.2024;03:36;A 77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;
