Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TB32_AFZ;TB32_AFB;TF32a_AFZ;TF32a_AFB;TB32a_AFZ;TB32a_AFB
31.05.2024;09:07;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;09:05;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;09:03;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;09:02;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;09:01;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;09:00;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;08:59;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;08:58;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;08:57;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;08:56;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;03:37;A 93;1;0;0;0;0;0;0;0;0
31.05.2024;03:36;A 93;1;0;0;0;0;0;0;0;0
