Datum;Uhrzeit;Bezeichnung;Intervall;Anf_35Z;Anf_35B
31.05.2024;09:08;A145;1;0;0
31.05.2024;09:07;A145;1;0;0
31.05.2024;09:05;A145;1;1;2
31.05.2024;09:04;A145;1;0;0
31.05.2024;09:03;A145;1;0;0
31.05.2024;09:01;A145;1;0;0
31.05.2024;09:00;A145;1;0;0
31.05.2024;08:59;A145;1;0;0
31.05.2024;08:58;A145;1;0;0
31.05.2024;08:57;A145;1;0;0
31.05.2024;03:38;A145;1;0;0
31.05.2024;03:37;A145;1;0;0
31.05.2024;03:34;A145;1;0;0
