Datum;Uhrzeit;Bezeichnung;Intervall;TF41_AFZ;TF41_AFB;TB41_AFZ;TB41_AFB;TF41a_AFZ;TF41a_AFB;TB41a_AFZ;TB41a_AFB
31.05.2024;09:07;A115;1;0;0;0;0;0;0;0;0
31.05.2024;09:06;A115;1;0;0;0;0;0;0;0;0
31.05.2024;09:04;A115;1;0;0;0;0;0;0;0;0
31.05.2024;09:03;A115;1;0;0;0;0;0;0;0;0
31.05.2024;09:02;A115;1;0;0;0;0;0;0;0;0
31.05.2024;09:00;A115;1;0;0;0;0;0;0;0;0
31.05.2024;08:59;A115;1;0;0;0;0;0;0;0;0
31.05.2024;08:58;A115;1;0;0;0;0;0;0;0;0
31.05.2024;08:57;A115;1;0;0;0;0;0;0;0;0
31.05.2024;08:56;A115;1;0;0;0;0;0;0;0;0
31.05.2024;03:37;A115;1;0;0;0;0;0;0;0;0
31.05.2024;03:36;A115;1;0;0;0;0;0;0;0;0
31.05.2024;03:33;A115;1;0;0;0;0;0;0;0;0
