Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
31.05.2024;09:08;A 19;1;0;0;0;0;1;67;0;0;0;0;0;0;0;0
31.05.2024;09:06;A 19;1;0;0;3;44;1;42;0;0;0;0;0;0;0;0
31.05.2024;09:04;A 19;1;1;97;1;95;2;92;0;0;0;0;1;1;0;0
31.05.2024;09:03;A 19;1;1;62;5;24;0;0;0;0;0;0;0;0;1;5
31.05.2024;09:02;A 19;1;3;60;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:01;A 19;1;2;98;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:00;A 19;1;2;51;2;24;2;50;0;0;0;0;0;0;1;1
31.05.2024;08:59;A 19;1;1;11;0;0;1;40;0;0;0;0;0;0;0;0
31.05.2024;08:58;A 19;1;3;80;2;84;0;0;0;0;0;0;0;0;1;1
31.05.2024;08:57;A 19;1;1;13;1;41;1;41;0;0;0;0;0;0;0;0
31.05.2024;03:37;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
