Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D28Z;D28B;D29Z;D29B;D70Z;D70B;H53-Bahn_M1_Z;H53-Bahn_M1_B;A53-Bahn_M2_Z;A53-Bahn_M2_B;H53-Bus_M3_Z;H53-Bus_M3_B;A53-Bus_M4_Z;A53-Bus_M4_B;STRAB_53dZ;STRAB_53dB;STRAB_57dZ;STRAB_57dB;Anf_32Z;Anf_32B;Anf_38Z;Anf_38B;FeuerwehrZ;FeuerwehrB
31.05.2024;09:08;A 12;1;5;8;6;4;4;4;1;75;5;3;2;1;2;2;0;0;3;14;1;56;2;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;3
31.05.2024;09:07;A 12;1;0;0;1;1;1;2;3;52;3;2;3;2;2;2;0;0;3;2;6;11;3;3;0;100;0;100;0;0;0;0;0;0;1;2;0;0;1;2;0;0;0;0;2;15
31.05.2024;09:06;A 12;1;3;5;5;5;3;11;2;58;2;1;5;60;2;3;0;0;1;2;0;5;1;2;0;100;0;100;0;0;0;0;1;2;1;2;1;2;0;0;0;0;0;0;0;0
31.05.2024;09:04;A 12;1;1;1;0;0;1;3;1;1;0;0;4;10;2;4;1;62;4;6;3;49;0;0;0;100;0;100;0;0;1;2;2;3;1;2;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:03;A 12;1;2;3;3;3;1;67;1;12;1;58;5;7;3;3;0;92;6;13;7;61;4;4;0;100;0;100;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:02;A 12;1;4;5;5;4;2;3;1;54;1;53;5;10;3;5;1;54;0;0;1;73;2;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;35
31.05.2024;09:01;A 12;1;1;2;0;0;0;0;2;44;2;2;4;3;3;3;1;71;6;7;7;55;1;3;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;09:00;A 12;1;2;3;3;3;1;4;3;12;5;4;5;7;3;5;1;2;3;9;7;29;2;4;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:59;A 12;1;5;6;6;7;4;9;1;77;0;0;2;1;0;0;2;3;0;0;1;100;2;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;08:58;A 12;1;0;0;0;0;0;0;1;41;1;0;0;0;0;0;0;0;2;1;7;52;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
31.05.2024;08:57;A 12;1;3;2;3;2;2;2;1;2;0;0;10;26;7;36;3;6;0;0;1;50;2;2;0;100;0;100;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:38;A 12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:37;A 12;1;0;0;0;0;0;0;0;0;0;0;3;18;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
