Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;TF35Z;TF35B;TBS35Z;TBS35B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB
31.05.2024;09:07;A108;1;1;6;0;100;0;0;0;0;0;0;0;0
31.05.2024;09:05;A108;1;2;16;6;55;0;0;0;0;0;0;0;0
31.05.2024;09:03;A108;1;1;6;2;14;0;0;0;0;0;0;0;0
31.05.2024;09:02;A108;1;1;14;1;7;0;0;0;0;0;0;0;0
31.05.2024;09:01;A108;1;6;21;3;31;0;0;0;0;0;0;0;0
31.05.2024;09:00;A108;1;4;34;3;67;0;0;0;0;0;0;0;0
31.05.2024;08:59;A108;1;4;3;4;22;0;0;0;0;0;0;0;0
31.05.2024;08:58;A108;1;4;42;3;35;0;0;0;0;0;0;0;0
31.05.2024;08:57;A108;1;1;12;1;8;0;0;0;0;0;0;0;0
31.05.2024;08:56;A108;1;2;25;1;7;0;0;0;0;0;0;0;0
31.05.2024;03:36;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
