Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
31.05.2024;09:08;A 11;1;1;14;1;9;2;0;3;4;4;5;0;0;0;100;0;100;0;0;0;0;0;0;2;24;1;17;0;0;0;0;1;5
31.05.2024;09:07;A 11;1;3;32;1;81;3;1;3;4;6;11;2;4;0;100;0;100;0;0;0;0;0;0;3;21;3;48;1;12;0;0;1;7
31.05.2024;09:06;A 11;1;5;46;3;83;0;0;3;6;1;4;1;2;0;100;0;100;0;0;0;0;1;2;2;21;0;21;1;74;0;0;1;6
31.05.2024;09:04;A 11;1;2;19;3;23;1;1;4;9;6;7;3;4;0;100;0;100;0;0;0;0;0;0;3;46;3;28;1;11;1;0;0;0
31.05.2024;09:03;A 11;1;2;24;3;27;0;0;6;6;5;5;0;0;0;100;0;100;0;0;0;0;1;2;4;26;3;28;1;3;0;0;1;4
31.05.2024;09:02;A 11;1;1;7;1;30;0;0;0;0;0;0;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;1;11;0;0;2;14
31.05.2024;09:01;A 11;1;2;85;1;81;1;0;5;8;5;10;0;0;0;100;0;100;0;0;0;0;0;0;1;39;2;53;0;0;0;0;0;0
31.05.2024;09:00;A 11;1;3;35;5;34;0;0;2;4;7;8;0;0;0;100;0;100;1;5;0;0;0;0;2;19;2;36;3;1;0;0;0;0
31.05.2024;08:59;A 11;1;3;19;1;15;1;2;0;0;1;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;1;7;2;3;1;8;0;0
31.05.2024;08:58;A 11;1;0;90;1;100;0;0;4;22;4;36;0;0;0;100;0;100;0;0;1;2;0;0;0;78;0;73;1;3;1;3;1;3
31.05.2024;08:57;A 11;1;5;61;2;54;0;0;7;8;4;9;2;2;0;100;0;100;0;0;1;2;0;0;3;38;3;38;1;7;1;2;1;8
31.05.2024;03:38;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2024;03:37;A 11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
