Datum;Uhrzeit;Bezeichnung;Intervall;D41Z;D41B;D42Z;D42B;D43Z;D43B;D44Z;D44B;V45_AnfZ;V45_AnfB;V46_AnfZ;V46_AnfB;DK51Z;DK51B;D81Z;D81B;D82Z;D82B;D83Z;D83B;D84Z;D84B;V85_AnfZ;V85_AnfB;V86_AnfZ;V86_AnfB;Z1Z;Z1B;TF33_AnfZ;TF33_AnfB;TBS33_AnfZ;TBS33_AnfB;TF34_AnfZ;TF34_AnfB;TBS34_AnfZ;TBS34_AnfB;TF35_AnfZ;TF35_AnfB;TBS35_AnfZ;TBS35_AnfB;TF38_AnfZ;TF38_AnfB;TBS38_AnfZ;TBS38_AnfB;TF33a_AnfZ;TF33a_AnfB;TBS33a_AnfZ;TBS33a_AnfB;TF34a_AnfZ;TF34a_AnfB;TBS34a_AnfZ;TBS34a_AnfB;TF35a_AnfZ;TF35a_AnfB;TBS35a_AnfZ;TBS35a_AnfB;TF38a_AnfZ;TF38a_AnfB;TBS38a_AnfZ;TBS38a_AnfB
31.05.2024;09:07;A 34;1;0;0;0;0;1;3;1;0;1;1;1;0;0;0;7;12;0;0;0;0;1;97;3;73;6;15;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;09:05;A 34;1;0;0;0;0;3;11;4;13;3;2;3;2;0;0;3;3;0;0;0;0;1;5;1;9;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;2;0;0;;
31.05.2024;09:03;A 34;1;0;0;0;0;2;62;2;62;7;10;3;2;0;0;1;0;0;0;0;0;0;0;2;51;1;0;5;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;09:02;A 34;1;0;0;0;0;5;43;6;30;8;10;3;2;0;0;4;3;0;0;0;0;0;98;1;9;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;09:00;A 34;1;0;0;0;0;4;17;4;13;5;4;5;6;0;0;4;11;0;0;0;0;0;100;2;21;6;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;08:59;A 34;1;0;0;0;0;0;74;3;37;6;16;4;6;0;0;4;4;0;0;0;0;0;100;2;31;5;10;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;08:58;A 34;1;0;0;0;0;1;9;1;3;2;3;1;1;0;0;8;11;0;0;0;0;0;100;3;96;3;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;08:57;A 34;1;0;0;0;0;4;26;4;27;6;7;8;7;0;0;6;9;0;0;0;0;4;68;1;47;7;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;08:56;A 34;1;0;0;0;0;3;37;4;29;8;10;7;5;0;0;2;2;0;0;0;0;1;7;2;16;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31.05.2024;03:36;A 34;1;0;0;0;0;2;11;2;9;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
