Datum;Uhrzeit;Bezeichnung;Intervall;V11Z;V11B;V12Z;V12B;V13Z;V13B;D21Z;D21B;V31Z;V31B;V32Z;V32B;V33Z;V33B;V41Z;V41B;V42Z;V42B;V43Z;V43B;T1-T2_Anf_32Z;T1-T2_Anf_32B;T3-T4_Anf_38Z;T3-T4_Anf_38B;V14Z;V14B;V40Z;V40B;T5-T6_Anf_31Z;T5-T6_Anf_31B
29.09.2024;19:47;A181;1;0;0;1;2;0;3;0;100;0;0;2;9;2;18;3;49;0;0;3;26;0;0;0;0;0;0;2;4;0;0
29.09.2024;19:46;A181;1;0;0;1;2;2;7;0;100;0;0;2;5;3;7;4;49;0;0;1;26;0;0;0;0;0;0;1;1;0;0
29.09.2024;19:45;A181;1;2;4;3;5;3;8;0;100;0;0;3;6;4;15;1;39;1;1;0;0;0;0;0;0;2;4;0;0;0;0
29.09.2024;19:44;A181;1;0;0;0;0;0;0;0;100;0;0;5;16;5;38;2;56;4;31;1;39;0;0;0;0;2;16;1;2;1;3
29.09.2024;19:43;A181;1;1;2;4;8;1;6;0;100;0;0;3;5;4;28;4;9;0;0;0;0;0;0;0;0;1;1;1;2;0;0
29.09.2024;19:42;A181;1;0;0;4;6;2;6;0;100;0;0;3;8;7;30;2;7;1;24;2;41;0;0;0;0;1;1;0;0;0;0
29.09.2024;19:41;A181;1;0;0;4;38;0;0;0;100;0;0;4;9;4;7;1;36;1;38;1;1;0;0;0;0;3;4;0;0;0;0
29.09.2024;19:40;A181;1;0;0;2;4;0;0;0;100;0;0;3;7;4;8;3;26;1;35;0;25;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:39;A181;1;0;0;5;21;2;5;0;100;0;0;4;9;6;16;1;18;2;48;1;53;0;0;0;0;2;7;0;0;0;0
29.09.2024;19:36;A181;1;0;0;3;8;2;3;0;100;0;0;0;0;4;20;3;36;0;0;1;1;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:35;A181;1;0;0;2;3;2;9;0;100;1;2;5;18;5;30;1;51;0;0;0;0;1;2;0;0;0;0;0;0;1;2
29.09.2024;19:31;A181;1;1;2;5;5;1;1;0;100;0;0;0;0;2;13;2;33;2;62;0;0;0;0;0;0;2;4;0;0;0;0
29.09.2024;19:30;A181;1;0;0;4;7;1;1;0;100;0;0;0;0;2;36;7;70;4;60;0;0;1;1;0;0;0;0;0;0;0;0
29.09.2024;19:29;A181;1;0;0;1;69;2;3;0;100;0;0;1;3;3;21;4;8;1;1;0;0;0;0;0;0;0;0;1;1;0;0
29.09.2024;19:28;A181;1;0;0;7;17;1;6;0;100;0;0;2;7;5;18;3;6;1;1;4;34;0;0;1;1;2;6;0;0;0;0
29.09.2024;19:27;A181;1;0;0;2;2;2;7;0;100;0;0;1;2;4;12;3;40;2;9;0;5;0;0;0;0;2;5;0;0;0;0
