Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;V53Z;V53B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;V113Z;V113B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS41Z;TBS41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB
29.09.2024;19:45;A 71;1;2;12;1;8;7;13;5;26;0;0;0;18;0;0;6;40;10;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:44;A 71;1;0;0;0;0;9;16;8;43;0;0;1;4;1;2;12;27;12;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:43;A 71;1;2;25;3;17;7;13;3;39;1;2;1;1;0;0;5;14;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:42;A 71;1;0;23;0;0;9;12;4;61;0;0;1;1;1;1;8;12;13;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:41;A 71;1;2;14;1;16;6;9;3;43;0;0;0;37;0;0;7;40;11;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:40;A 71;1;0;0;0;0;13;16;4;52;0;0;1;0;1;2;6;15;13;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:39;A 71;1;1;2;1;4;1;1;2;6;0;0;0;0;0;0;9;30;9;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:38;A 71;1;1;1;0;0;11;21;4;84;1;2;0;0;0;0;5;6;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:37;A 71;1;0;0;0;0;7;12;3;50;0;0;0;0;2;19;5;5;9;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:35;A 71;1;2;24;2;9;11;14;5;40;1;3;1;64;3;7;9;13;15;22;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:34;A 71;1;2;28;1;6;7;16;5;52;0;0;1;38;1;1;3;3;6;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:30;A 71;1;1;16;1;8;4;7;3;39;0;0;1;12;1;4;7;17;20;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
29.09.2024;19:29;A 71;1;0;0;0;0;4;6;6;23;1;2;0;0;2;4;9;11;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
