Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D41Z;D41B;D42Z;D42B;HH51_M2_5001Z;HH51_M2_5001B;VD51_M1_5000Z;VD51_M1_5000B;HD51_M2_5001Z;HD51_M2_5001B;AH51_M3_5002Z;AH51_M3_5002B;AD51_M3_5002Z;AD51_M3_5002B;HH55_M4_5004Z;HH55_M4_5004B;VD55_A53/M4_53XZ;VD55_A53/M4_53XB;HD55_M4_5004Z;HD55_M4_5004B;AH55_M5_5005Z;AH55_M5_5005B;AD55_M5_5005Z;AD55_M5_5005B;Schluessel_S51Z;Schluessel_S51B;Schluessel_S55Z;Schluessel_S55B;D11Z;D11B;D12Z;D12B;D31Z;D31B;D32Z;D32B;Anf_FG_32Z;Anf_FG_32B
29.09.2024;19:45;A 50;1;4;7;3;36;2;0;0;0;1;19;1;27;2;5;2;3;1;0;2;6;1;44;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:44;A 50;1;3;2;2;11;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;43;2;14;1;0;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:43;A 50;1;2;1;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:42;A 50;1;4;4;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;53;1;72;0;57;1;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:41;A 50;1;4;4;4;22;1;0;2;2;0;0;0;0;0;0;0;0;0;0;2;1;4;28;3;14;1;33;0;0;1;1;1;3;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:40;A 50;1;3;2;3;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;7;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:39;A 50;1;2;1;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;3;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:38;A 50;1;3;3;5;24;1;4;2;7;0;0;5;0;0;0;0;0;0;0;2;3;3;2;2;12;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;3;0;0
29.09.2024;19:37;A 50;1;3;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;2;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:35;A 50;1;5;3;4;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:34;A 50;1;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;42;4;55;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:30;A 50;1;1;1;1;9;0;0;0;0;0;0;5;1;0;0;2;1;0;0;0;0;1;7;1;17;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
29.09.2024;19:29;A 50;1;5;4;4;21;2;1;2;3;0;0;54;7;0;0;0;0;5;0;0;0;3;40;3;16;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:28;A 50;1;2;2;2;17;3;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;5;24;2;37;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:27;A 50;1;7;5;3;27;3;1;2;3;0;0;9;2;0;0;0;0;0;0;2;5;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:26;A 50;1;1;0;1;3;1;0;0;0;0;0;16;1;0;0;0;0;1;0;0;0;4;34;2;47;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:25;A 50;1;2;2;2;17;2;2;1;5;1;12;0;0;0;12;0;0;0;0;0;0;5;57;1;74;2;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:24;A 50;1;8;6;3;32;2;0;1;2;1;35;0;0;2;16;0;0;0;0;0;0;2;9;2;15;0;0;1;41;0;0;1;3;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:23;A 50;1;5;4;6;19;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;40;3;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:22;A 50;1;4;4;3;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;17;3;28;2;50;1;1;1;2;1;5;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:21;A 50;1;5;3;5;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;43;1;38;2;41;1;1;3;9;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:20;A 50;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:19;A 50;1;2;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:18;A 50;1;2;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;11;0;0;1;31;0;0;1;4;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:17;A 50;1;5;3;2;20;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:16;A 50;1;7;5;4;27;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:15;A 50;1;3;4;1;43;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;7;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:14;A 50;1;3;3;2;13;2;12;1;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;1;8;0;0;1;6;0;0;0;0;1;1;0;0;0;0
29.09.2024;19:13;A 50;1;6;5;3;42;0;0;0;0;0;0;1;29;0;0;1;4;0;0;0;0;0;0;0;0;0;0;2;61;0;0;2;21;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:12;A 50;1;2;2;2;33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;6;1;30;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:11;A 50;1;6;4;6;19;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;2;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:10;A 50;1;5;3;5;16;3;2;1;4;0;0;0;0;0;0;0;0;1;0;1;1;9;22;5;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:09;A 50;1;6;5;3;22;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;24;2;35;0;0;1;36;0;0;1;5;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:08;A 50;1;4;3;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:07;A 50;1;2;1;2;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:06;A 50;1;1;0;1;2;2;0;0;0;1;27;0;0;1;6;0;0;2;0;0;0;4;3;3;18;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
29.09.2024;19:05;A 50;1;7;4;7;20;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:04;A 50;1;4;5;2;30;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;5;2;47;2;12;0;0;2;28;0;0;4;31;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:03;A 50;1;5;3;4;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
29.09.2024;19:02;A 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
