Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D21Z;D21B;D22Z;D22B;D23Z;D23B;D31Z;D31B;D32Z;D32B;Anf_32Z;Anf_32B
29.09.2024;19:47;A182;1;1;2;1;14;5;53;1;19;0;0;5;4;2;1;1;1
29.09.2024;19:46;A182;1;0;0;1;2;0;82;1;52;0;0;2;3;2;3;0;0
29.09.2024;19:45;A182;1;2;15;2;4;3;33;1;2;0;0;2;3;7;7;0;0
29.09.2024;19:44;A182;1;1;2;3;7;5;27;1;6;0;0;1;1;3;2;0;0
29.09.2024;19:43;A182;1;1;16;2;16;6;8;0;1;0;0;1;1;11;11;2;4
29.09.2024;19:42;A182;1;3;18;3;12;2;49;2;38;0;0;1;1;7;13;1;2
29.09.2024;19:41;A182;1;2;29;2;9;6;51;3;65;0;0;0;0;3;2;0;0
29.09.2024;19:40;A182;1;1;4;4;7;1;5;1;81;0;0;3;2;7;4;0;0
29.09.2024;19:39;A182;1;3;40;4;15;2;24;2;3;0;0;0;0;7;7;0;0
29.09.2024;19:36;A182;1;0;0;3;15;2;36;1;20;0;0;3;2;8;8;1;1
29.09.2024;19:35;A182;1;1;8;4;30;3;66;3;67;0;0;2;1;3;2;0;0
29.09.2024;19:31;A182;1;0;0;3;20;4;29;2;70;0;0;0;0;0;0;0;0
29.09.2024;19:30;A182;1;1;7;1;3;1;1;0;0;0;0;1;1;9;33;0;0
29.09.2024;19:29;A182;1;4;12;5;23;6;50;3;9;0;0;0;0;9;76;0;0
29.09.2024;19:28;A182;1;2;10;5;16;3;39;5;54;0;0;0;0;9;32;0;0
29.09.2024;19:27;A182;1;2;10;2;4;2;28;1;35;0;0;2;4;2;2;2;2
29.09.2024;19:26;A182;1;2;12;2;5;4;41;1;31;0;0;0;0;9;7;0;0
29.09.2024;19:25;A182;1;0;0;3;6;1;26;1;0;0;0;3;8;1;1;0;0
29.09.2024;19:24;A182;1;3;22;6;24;3;12;1;21;0;0;7;7;11;17;0;0
29.09.2024;19:23;A182;1;0;0;3;12;3;53;1;52;0;0;2;3;8;38;1;1
29.09.2024;19:22;A182;1;3;9;3;21;1;10;1;53;0;0;3;3;7;6;0;0
29.09.2024;19:21;A182;1;1;6;0;0;3;75;0;63;0;0;2;2;5;4;0;0
29.09.2024;19:20;A182;1;1;8;2;6;2;9;1;48;0;0;3;5;6;4;1;1
29.09.2024;19:19;A182;1;5;21;4;12;6;15;0;0;0;0;1;1;2;7;0;0
29.09.2024;19:18;A182;1;1;11;4;28;7;45;2;40;0;0;2;2;7;11;1;1
29.09.2024;19:17;A182;1;3;10;2;9;0;89;0;0;0;0;3;3;6;10;0;0
29.09.2024;19:16;A182;1;2;6;1;3;3;8;1;2;0;0;0;0;1;2;0;0
29.09.2024;19:15;A182;1;0;0;1;3;6;54;1;1;0;0;1;2;0;0;0;0
29.09.2024;19:14;A182;1;3;21;4;53;1;26;0;9;0;0;1;37;2;41;0;0
29.09.2024;19:13;A182;1;0;0;1;2;1;18;1;21;0;0;1;2;2;18;0;0
29.09.2024;19:12;A182;1;3;20;2;7;3;5;0;0;0;0;0;0;3;5;0;0
29.09.2024;19:11;A182;1;3;10;1;83;3;30;0;0;0;0;2;5;6;14;1;2
29.09.2024;19:10;A182;1;2;6;3;11;3;55;0;0;0;0;1;2;4;9;11;15
29.09.2024;19:09;A182;1;1;2;2;11;0;39;0;35;0;0;0;0;1;3;0;0
29.09.2024;19:07;A182;1;0;16;2;6;2;25;1;20;0;0;1;1;5;7;0;0
29.09.2024;19:06;A182;1;4;24;3;36;4;35;0;0;0;0;1;16;4;25;0;0
29.09.2024;19:05;A182;1;3;11;4;62;2;57;1;27;0;0;2;26;5;10;2;14
29.09.2024;19:04;A182;1;1;2;3;8;2;44;2;40;0;0;1;6;3;6;0;0
29.09.2024;19:03;A182;1;0;0;1;8;0;0;1;47;0;0;1;39;2;41;0;0
29.09.2024;19:02;A182;1;2;4;2;57;2;40;3;20;0;0;3;23;6;31;0;0
29.09.2024;19:01;A182;1;3;46;4;29;2;6;2;3;0;0;1;4;2;6;6;10
