Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V52Z;V52B;V53Z;V53B;V111Z;V111B;V112Z;V112B;TF35Z;TF35B;TB35Z;TB35B;TF36Z;TF36B;TB36Z;TB36B
22.02.2024;01:00;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:59;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:58;A 89;1;0;0;0;0;0;0;1;9;1;0;0;0;0;0;0;0;0;0
22.02.2024;00:57;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:56;A 89;1;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:55;A 89;1;1;9;1;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:54;A 89;1;0;0;0;0;0;0;1;10;1;7;0;0;0;0;0;0;0;0
22.02.2024;00:53;A 89;1;1;8;1;16;1;17;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:52;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:51;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:50;A 89;1;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:49;A 89;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:48;A 89;1;0;0;0;0;0;0;1;9;1;3;0;0;0;0;0;0;0;0
22.02.2024;00:47;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:46;A 89;1;1;5;1;10;0;0;1;12;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:45;A 89;1;1;9;1;2;0;0;1;6;1;5;0;0;0;0;0;0;0;0
22.02.2024;00:44;A 89;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:43;A 89;1;1;4;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:42;A 89;1;0;0;0;0;0;0;1;6;1;6;0;0;0;0;0;0;0;0
22.02.2024;00:41;A 89;1;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:40;A 89;1;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:39;A 89;1;1;5;1;2;0;0;1;19;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:38;A 89;1;0;0;1;12;1;7;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:37;A 89;1;0;0;0;0;0;0;2;18;2;15;0;0;0;0;0;0;0;0
22.02.2024;00:36;A 89;1;0;0;0;0;0;0;1;4;1;6;0;0;0;0;0;0;0;0
22.02.2024;00:35;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.02.2024;00:34;A 89;1;0;0;0;0;0;0;2;19;1;7;0;0;0;0;0;0;0;0
22.02.2024;00:33;A 89;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0
