Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;D51Z;D51B;D81Z;D81B;D82Z;D82B;D91Z;D91B;D41Z;D41B;D42_1Z;D42_1B;_FG32Z;_FG32B;_FG33Z;_FG33B;_FG38Z;_FG38B;V83Z;V83B;V84Z;V84B;V92Z;V92B;V43Z;V43B;V44Z;V44B
08.02.2025;01:00;A 11;1;1;12;1;6;0;0;2;3;1;1;0;0;0;100;0;100;0;0;0;0;0;0;2;15;1;7;0;0;0;0;0;0
08.02.2025;00:59;A 11;1;0;0;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;1;11;0;0;0;0;0;0;2;7
08.02.2025;00:58;A 11;1;1;13;1;74;0;0;1;1;1;1;0;0;0;100;0;100;0;0;1;3;0;0;3;15;1;11;1;8;0;0;0;0
08.02.2025;00:57;A 11;1;2;12;3;15;0;0;4;2;3;3;0;0;0;100;0;100;0;0;0;0;0;0;3;22;4;24;4;36;0;0;0;0
08.02.2025;00:56;A 11;1;4;17;1;64;0;0;1;1;1;1;0;0;0;100;0;100;0;0;0;0;0;0;1;7;1;4;1;4;0;0;0;0
08.02.2025;00:55;A 11;1;3;10;1;9;0;0;2;1;2;2;0;0;0;100;0;100;0;0;1;3;0;0;1;12;1;9;2;10;0;0;0;0
08.02.2025;00:54;A 11;1;1;10;4;27;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:53;A 11;1;4;21;0;0;0;0;0;0;2;3;0;0;0;100;0;100;0;0;0;0;0;0;1;9;4;21;2;21;0;0;0;0
08.02.2025;00:52;A 11;1;1;11;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:51;A 11;1;2;16;0;0;0;0;2;3;1;1;0;0;0;100;0;100;0;0;0;0;0;0;2;39;1;13;1;9;0;0;0;0
08.02.2025;00:50;A 11;1;3;17;1;8;1;0;0;0;2;1;0;0;0;100;0;100;0;0;0;0;0;0;0;0;3;9;2;8;0;0;0;0
08.02.2025;00:49;A 11;1;2;8;3;41;0;0;0;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;2;25;0;0;0;0;0;0;0;0
08.02.2025;00:48;A 11;1;4;18;0;0;0;0;2;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;2;20;0;0;0;0;0;0;0;0
08.02.2025;00:47;A 11;1;2;19;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:46;A 11;1;2;12;1;6;0;0;3;1;2;4;0;0;0;100;0;100;0;0;0;0;0;0;6;17;3;29;2;17;0;0;0;0
08.02.2025;00:45;A 11;1;3;13;0;0;0;0;0;0;2;2;0;0;0;100;0;100;0;0;0;0;0;0;0;0;3;47;1;13;0;0;0;0
08.02.2025;00:44;A 11;1;4;13;2;6;0;0;1;1;1;1;1;2;0;100;0;100;0;0;0;0;0;0;4;9;1;6;1;11;3;16;3;16
08.02.2025;00:43;A 11;1;3;21;1;3;0;0;1;1;2;3;0;0;0;100;0;100;0;0;0;0;0;0;1;2;3;16;0;0;1;9;1;8
08.02.2025;00:42;A 11;1;3;21;2;22;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;2;16;1;4;1;3;0;0;1;2
