Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;T32Z;T32B;TB32Z;TB32B;V51Z;V51B;ST55Z;ST55B;TB33Z;TB33B;VK1_3StoerZ;VK1_3StoerB
08.02.2025;01:00;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:59;A 39;1;;;0;0;4;8;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:58;A 39;1;;;1;2;2;14;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:57;A 39;1;;;0;0;1;12;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:56;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:55;A 39;1;;;2;8;1;6;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:54;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:53;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:52;A 39;1;;;2;5;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:51;A 39;1;;;0;0;1;5;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:50;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:49;A 39;1;;;3;7;4;16;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:48;A 39;1;;;0;0;3;4;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:47;A 39;1;;;2;8;3;12;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:46;A 39;1;;;0;0;2;5;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:45;A 39;1;;;0;0;3;4;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:44;A 39;1;;;0;0;1;4;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:43;A 39;1;;;1;2;3;3;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:42;A 39;1;;;3;4;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:41;A 39;1;;;1;8;1;9;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:40;A 39;1;;;5;6;5;18;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:39;A 39;1;;;0;0;5;13;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:38;A 39;1;;;4;9;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:37;A 39;1;;;1;10;3;2;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:36;A 39;1;;;0;0;1;3;1;12;0;0;0;0;0;0;0;0
08.02.2025;00:35;A 39;1;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:34;A 39;1;;;0;0;3;15;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:33;A 39;1;;;0;0;5;14;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:32;A 39;1;;;0;0;1;6;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:31;A 39;1;;;0;0;3;3;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:30;A 39;1;;;0;0;2;4;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:29;A 39;1;;;1;6;3;6;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:28;A 39;1;;;1;6;1;6;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:27;A 39;1;;;0;0;4;9;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:26;A 39;1;;;2;16;1;2;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:25;A 39;1;;;1;6;2;23;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:24;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:23;A 39;1;;;0;0;4;11;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:22;A 39;1;;;2;8;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:21;A 39;1;;;4;16;3;7;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:20;A 39;1;;;2;7;2;2;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:19;A 39;1;;;0;0;4;15;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:18;A 39;1;;;0;5;1;5;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:17;A 39;1;;;2;5;3;8;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:16;A 39;1;;;3;12;2;7;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:15;A 39;1;;;0;0;4;13;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:14;A 39;1;;;1;7;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:13;A 39;1;;;0;0;1;5;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:12;A 39;1;;;0;0;3;5;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:11;A 39;1;;;1;7;3;11;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:10;A 39;1;;;3;19;3;3;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:09;A 39;1;;;0;0;5;27;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:08;A 39;1;;;4;14;3;6;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:07;A 39;1;;;0;0;6;6;1;6;0;0;0;0;0;0;0;0
08.02.2025;00:06;A 39;1;;;1;11;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:05;A 39;1;;;0;0;3;2;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:04;A 39;1;;;3;3;6;10;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:03;A 39;1;;;4;15;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:02;A 39;1;;;0;0;2;15;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:01;A 39;1;;;1;5;7;20;0;0;0;0;0;0;0;0;0;0
08.02.2025;00:00;A 39;1;;;0;0;1;5;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:59;A 39;1;;;5;13;1;5;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:58;A 39;1;;;4;7;5;11;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:57;A 39;1;;;1;4;2;7;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:56;A 39;1;;;3;14;3;12;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:55;A 39;1;;;0;0;2;20;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:54;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:53;A 39;1;;;0;0;5;10;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:52;A 39;1;;;0;6;5;16;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:51;A 39;1;;;3;15;4;15;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:50;A 39;1;;;3;12;3;11;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:49;A 39;1;;;2;11;7;22;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:48;A 39;1;;;1;5;4;12;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:47;A 39;1;;;1;5;1;8;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:46;A 39;1;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:45;A 39;1;;;2;6;5;7;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:44;A 39;1;;;1;6;3;4;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:43;A 39;1;;;2;11;4;9;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:42;A 39;1;;;4;24;1;10;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:41;A 39;1;;;1;2;3;4;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:40;A 39;1;;;3;16;1;3;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:39;A 39;1;;;0;0;1;6;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:38;A 39;1;;;0;0;3;10;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:37;A 39;1;;;2;6;6;14;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:36;A 39;1;;;2;8;4;12;1;6;0;0;0;0;0;0;0;0
07.02.2025;23:35;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:34;A 39;1;;;3;9;2;11;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:33;A 39;1;;;1;9;4;20;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:32;A 39;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:31;A 39;1;;;2;5;1;2;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:30;A 39;1;;;2;15;4;12;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:29;A 39;1;;;1;6;6;17;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:28;A 39;1;;;2;9;7;18;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:27;A 39;1;;;2;8;4;21;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:26;A 39;1;;;1;11;1;17;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:25;A 39;1;;;4;16;3;17;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:24;A 39;1;;;2;11;3;4;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:23;A 39;1;;;4;8;0;0;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:22;A 39;1;;;0;0;7;11;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:21;A 39;1;;;0;0;9;14;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:20;A 39;1;;;1;6;2;3;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:19;A 39;1;;;1;6;3;11;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:18;A 39;1;;;1;2;4;22;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:17;A 39;1;;;3;12;6;20;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:16;A 39;1;;;1;6;3;30;0;0;0;0;0;0;0;0;0;0
07.02.2025;23:15;A 39;1;;;2;6;11;21;0;0;0;0;0;0;0;0;0;0
