Datum;Uhrzeit;Bezeichnung;Intervall;VD21Z;VD21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;VD81Z;VD81B;VD82Z;VD82B;V83Z;V83B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF35Z;TF35B;TBS35Z;TBS35B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B
02.11.2024;01:00;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:59;A 59;1;0;0;0;0;0;0;1;1;0;0;2;8;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
02.11.2024;00:58;A 59;1;0;0;0;0;1;10;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3
02.11.2024;00:57;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
02.11.2024;00:56;A 59;1;0;0;0;0;0;0;0;0;0;0;1;4;2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0
02.11.2024;00:55;A 59;1;0;0;0;0;0;0;1;17;0;0;1;8;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:54;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
02.11.2024;00:53;A 59;1;0;0;0;0;0;0;2;3;0;0;3;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
02.11.2024;00:52;A 59;1;0;0;0;0;0;0;1;16;0;8;2;14;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:51;A 59;1;0;0;0;0;0;0;1;2;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:50;A 59;1;0;0;0;0;0;0;0;3;0;0;0;0;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0
02.11.2024;00:49;A 59;1;0;0;0;0;0;0;1;18;0;0;1;9;5;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0
02.11.2024;00:48;A 59;1;1;4;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2024;00:47;A 59;1;1;2;1;8;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0
02.11.2024;00:46;A 59;1;0;1;0;0;0;0;0;0;0;0;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
02.11.2024;00:45;A 59;1;1;3;1;3;0;0;0;0;0;0;1;1;5;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0
