Datum;Uhrzeit;Bezeichnung;Intervall;T2_sZ;T2_sB;T2_bZ;T2_bB;T3_sZ;T3_sB;T3_bZ;T3_bB;TFWZ;TFWB
11.02.2025;11:21;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:20;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:19;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:18;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:17;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:16;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:15;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:14;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:13;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:12;A130;1;0;0;0;0;0;0;1;1;;
11.02.2025;11:11;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:10;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:09;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:08;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:07;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:06;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:05;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:04;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:03;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:02;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:01;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;11:00;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:59;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:58;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:57;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:56;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:55;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:54;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:53;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:52;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:51;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:50;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:49;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:48;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:47;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:46;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:45;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:44;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:43;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:42;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:41;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:40;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:39;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:38;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:37;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:36;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:35;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:34;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:33;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:32;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:31;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:30;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:29;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:28;A130;1;1;0;0;0;0;0;0;0;;
11.02.2025;10:27;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:26;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:25;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:24;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:23;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:22;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:21;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:20;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:19;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:18;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:17;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:16;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:15;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:14;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:13;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:12;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:11;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:10;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:09;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:08;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:07;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:06;A130;1;0;0;1;0;0;0;0;0;;
11.02.2025;10:05;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:04;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:03;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:02;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:01;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;10:00;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:59;A130;1;0;0;0;0;1;0;1;0;;
11.02.2025;09:58;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:57;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:56;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:55;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:54;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:53;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:52;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:51;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:50;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:49;A130;1;0;0;2;0;0;0;0;0;;
11.02.2025;09:48;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:47;A130;1;0;0;1;1;0;0;0;0;;
11.02.2025;09:46;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:45;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:44;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:43;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:42;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:41;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:40;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:39;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:38;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:37;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:36;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:35;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:34;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:33;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:32;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:31;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:30;A130;1;0;0;2;1;0;0;0;0;;
11.02.2025;09:29;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:28;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:27;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:26;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:25;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:24;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:23;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:22;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:21;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:20;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:19;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:18;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:17;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:16;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:15;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:14;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:13;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:12;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:11;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:10;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:09;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:08;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:07;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:06;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:05;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:04;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:03;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:02;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:01;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;09:00;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:59;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:58;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:57;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:56;A130;1;0;0;0;0;1;0;0;0;;
11.02.2025;08:55;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:54;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:53;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:52;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:51;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:50;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:49;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:48;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:47;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:46;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:45;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:44;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:43;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:42;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:41;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:40;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:39;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:38;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:37;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:36;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:35;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:34;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:33;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:32;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:31;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:30;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:29;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:28;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:27;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:26;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:25;A130;1;0;0;0;0;0;0;2;2;;
11.02.2025;08:24;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:23;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:22;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:21;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:20;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:19;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:18;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:17;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:16;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:15;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:14;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:13;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:12;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:11;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:10;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:09;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:08;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:07;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:06;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:05;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:04;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:03;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:02;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:01;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;08:00;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:59;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:58;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:57;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:56;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:55;A130;1;0;0;1;4;0;0;0;0;;
11.02.2025;07:54;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:53;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:52;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:51;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:50;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:49;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:48;A130;1;0;0;0;0;0;0;1;0;;
11.02.2025;07:47;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:46;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:45;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:44;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:43;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:42;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:41;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:40;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:39;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:38;A130;1;0;0;0;0;0;0;1;0;;
11.02.2025;07:37;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:36;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:35;A130;1;0;0;0;0;0;0;1;0;;
11.02.2025;07:34;A130;1;0;0;0;0;0;0;28;11;;
11.02.2025;07:33;A130;1;0;0;1;1;0;0;0;0;;
11.02.2025;07:32;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:31;A130;1;0;0;1;0;0;0;0;0;;
11.02.2025;07:30;A130;1;0;0;1;0;0;0;0;0;;
11.02.2025;07:29;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:28;A130;1;0;0;1;2;0;0;0;0;;
11.02.2025;07:27;A130;1;0;0;0;0;0;0;4;1;;
11.02.2025;07:26;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:25;A130;1;0;0;0;0;2;1;0;0;;
11.02.2025;07:24;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:23;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:22;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:21;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:20;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:19;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:18;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:17;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:16;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:15;A130;1;0;0;2;0;0;0;0;0;;
11.02.2025;07:14;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:13;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:12;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:11;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:10;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:09;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:08;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:07;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:06;A130;1;0;0;0;0;4;1;0;0;;
11.02.2025;07:05;A130;1;0;0;0;0;1;0;0;0;;
11.02.2025;07:04;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:03;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:02;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:01;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;07:00;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:59;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:58;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:57;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:56;A130;1;0;0;0;0;6;1;0;0;;
11.02.2025;06:55;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:54;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:53;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:52;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:51;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:50;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:49;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:48;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:47;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:46;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:45;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:44;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:43;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:42;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:41;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:40;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:39;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:38;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:37;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:36;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:35;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:34;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:33;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:32;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:31;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:30;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:29;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:28;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:27;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:26;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:25;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:24;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:23;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:22;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:21;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:20;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:19;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:18;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:17;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:16;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:15;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:14;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:13;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:12;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:11;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:10;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:09;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:08;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:07;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:06;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:05;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:04;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:03;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:02;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:01;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;06:00;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:59;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:58;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:57;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:56;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:55;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:54;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:53;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:52;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:51;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:50;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:49;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:48;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:47;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:46;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:45;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:44;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:43;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:42;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:41;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:40;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:39;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:38;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:37;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:36;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:35;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:34;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:33;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:32;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:31;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:30;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:29;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:28;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:27;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:26;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:25;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:24;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:23;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:22;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:21;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:20;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:19;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:18;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:17;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:16;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:15;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:14;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:13;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:12;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:11;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:10;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:09;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:08;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:07;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:06;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:05;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:04;A130;1;0;0;0;0;0;0;0;0;;
11.02.2025;05:03;A130;1;0;0;0;0;0;0;0;0;;
