Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;V61Z;V61B;V62Z;V62B;V81Z;V81B;V82Z;V82B;D53Z;D53B;D54Z;D54B;D55Z;D55B;D63Z;D63B;D64Z;D64B;TA32Z;TA32B;TB32Z;TB32B;TA35Z;TA35B;TB35Z;TB35B;TA36Z;TA36B;TB36Z;TB36B;TA38Z;TA38B;TB38Z;TB38B;TA41Z;TA41B;TB41Z;TB41B
15.03.2025;01:00;A 23;1;0;1;2;3;1;4;0;0;2;8;0;0;0;0;1;9;0;0;0;0;0;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:59;A 23;1;2;9;0;0;0;0;0;0;2;45;0;0;2;8;0;0;1;3;0;0;0;28;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:58;A 23;1;1;2;0;0;4;48;0;0;2;11;0;0;1;10;1;7;2;5;0;4;3;50;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:57;A 23;1;2;7;2;5;0;0;3;17;0;0;0;0;0;0;0;0;0;0;2;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:56;A 23;1;0;0;1;3;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:55;A 23;1;0;0;1;1;0;0;2;9;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:54;A 23;1;3;4;2;15;0;0;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;3;39;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:53;A 23;1;0;0;0;0;2;4;0;0;1;0;0;0;0;0;1;14;1;4;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:52;A 23;1;2;7;2;4;0;0;0;0;2;7;0;0;0;0;1;4;0;0;0;0;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:51;A 23;1;2;10;3;6;1;6;0;0;1;19;0;0;1;6;0;0;1;3;0;0;1;14;2;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:50;A 23;1;0;0;3;9;2;16;2;4;3;11;0;0;0;0;0;0;2;5;1;1;2;57;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:49;A 23;1;0;0;1;8;2;5;2;9;3;20;0;0;0;0;0;0;1;2;1;1;1;3;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:48;A 23;1;0;0;3;58;0;0;0;0;0;0;0;0;1;20;2;29;0;0;0;0;0;0;0;0;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:47;A 23;1;4;29;5;11;2;9;2;9;0;31;0;0;0;0;0;0;1;3;1;13;1;18;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:46;A 23;1;1;2;5;11;0;0;2;14;1;7;0;0;0;0;3;18;0;0;1;6;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:45;A 23;1;0;0;1;2;0;0;5;16;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:44;A 23;1;0;0;0;0;0;0;0;0;5;15;0;0;1;9;1;12;0;0;0;0;0;0;2;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:43;A 23;1;0;0;2;5;0;0;0;0;2;10;0;0;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:42;A 23;1;1;8;0;0;0;0;0;0;1;4;0;0;3;17;0;0;1;4;0;0;0;9;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:41;A 23;1;0;0;2;5;1;6;0;0;0;0;0;0;1;6;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:40;A 23;1;0;0;8;39;0;0;2;10;1;4;0;0;0;0;2;11;0;0;1;8;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:39;A 23;1;5;10;2;11;0;0;1;2;1;15;0;0;0;0;0;0;0;0;0;0;0;0;3;43;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
15.03.2025;00:38;A 23;1;2;3;0;0;0;0;1;10;1;2;0;0;1;5;2;11;0;0;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:37;A 23;1;0;0;1;33;0;0;2;9;4;23;0;0;0;0;2;9;0;0;1;9;0;0;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:36;A 23;1;0;0;0;0;1;2;0;0;1;32;0;0;0;0;2;8;1;1;0;0;1;1;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15.03.2025;00:35;A 23;1;0;0;0;0;0;0;0;0;3;36;0;0;0;0;1;9;0;0;0;0;0;0;2;69;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;3;1;6;0;0;0;0
15.03.2025;00:34;A 23;1;0;0;1;1;0;0;0;0;2;11;0;0;1;6;1;4;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:33;A 23;1;1;6;2;3;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:32;A 23;1;0;0;1;3;2;2;1;1;2;56;0;0;1;5;0;0;1;2;0;6;0;7;2;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:31;A 23;1;6;25;3;8;4;7;2;6;0;0;0;0;1;6;1;11;0;2;1;6;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:30;A 23;1;1;7;1;3;2;5;0;0;3;11;0;0;0;0;0;0;1;0;0;0;1;2;2;25;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:29;A 23;1;2;20;0;0;2;3;7;13;2;11;0;0;0;0;0;0;1;2;1;9;1;1;2;11;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:28;A 23;1;0;0;2;7;0;0;1;9;2;4;0;0;0;0;0;0;0;0;1;3;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
15.03.2025;00:27;A 23;1;5;17;1;11;0;0;0;0;3;14;0;0;0;0;1;6;1;3;0;9;0;14;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:26;A 23;1;0;0;5;8;1;5;3;8;3;35;0;0;0;0;1;12;0;0;1;35;1;4;3;44;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:25;A 23;1;2;11;3;5;0;0;1;5;0;0;0;0;2;12;4;35;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
15.03.2025;00:24;A 23;1;2;5;3;7;0;0;3;2;0;0;0;0;0;0;1;4;0;0;1;19;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:23;A 23;1;0;0;2;6;0;0;3;18;2;14;0;0;0;0;1;12;0;0;1;27;0;0;2;23;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:22;A 23;1;0;0;3;4;0;0;2;41;0;26;0;0;0;0;1;9;0;0;2;46;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:21;A 23;1;1;6;0;0;0;0;3;27;5;18;0;0;3;19;3;20;1;3;2;11;0;14;2;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:20;A 23;1;1;8;2;6;1;8;0;0;0;0;0;0;3;35;0;0;0;0;0;0;1;42;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:19;A 23;1;3;30;2;12;2;6;3;13;1;20;0;0;1;4;1;3;1;3;1;14;1;20;3;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:18;A 23;1;2;90;2;6;1;2;3;4;3;41;0;0;1;7;2;14;2;4;1;1;1;41;4;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;6;0;0;0;0
15.03.2025;00:17;A 23;1;0;0;7;18;2;13;3;6;0;0;0;0;1;6;2;3;1;2;1;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:16;A 23;1;3;22;0;0;3;56;1;5;1;7;0;0;0;0;0;0;7;16;1;14;6;54;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:15;A 23;1;1;6;5;7;3;67;0;0;4;29;0;0;1;9;1;16;2;4;0;0;3;66;3;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:14;A 23;1;1;2;7;51;0;1;1;13;1;14;0;0;0;0;2;9;1;2;3;4;1;2;4;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:13;A 23;1;1;1;8;14;2;11;3;15;1;9;0;0;0;0;0;0;1;3;1;7;1;11;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:12;A 23;1;2;9;0;0;2;17;0;0;0;0;0;0;0;0;0;0;2;22;0;0;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:11;A 23;1;2;5;3;12;0;0;3;30;2;7;0;0;0;0;0;0;0;0;3;18;0;0;1;15;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:10;A 23;1;0;0;2;38;1;2;0;0;3;5;0;0;2;14;2;7;1;4;0;13;1;49;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:09;A 23;1;2;5;1;4;0;0;3;24;1;15;0;0;0;0;1;5;0;0;2;36;0;0;2;26;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:08;A 23;1;2;25;5;11;0;0;0;0;1;25;0;0;0;0;2;11;1;3;0;0;0;2;2;17;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:07;A 23;1;0;0;0;0;2;10;1;4;5;49;0;0;1;12;2;16;1;1;1;1;2;36;2;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:06;A 23;1;0;0;9;27;2;5;1;23;0;0;0;0;1;8;2;18;1;3;2;12;1;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
15.03.2025;00:05;A 23;1;3;8;0;0;2;29;1;14;3;31;0;0;0;0;1;13;3;7;2;3;3;22;4;28;1;2;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
15.03.2025;00:04;A 23;1;3;13;1;6;0;0;0;0;2;8;0;0;0;0;2;17;0;0;0;0;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:03;A 23;1;0;0;1;5;1;7;0;0;3;15;0;0;0;0;0;0;2;5;1;28;1;74;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:02;A 23;1;5;18;3;3;2;5;5;16;1;6;0;0;2;4;2;10;1;2;1;1;2;19;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0
15.03.2025;00:01;A 23;1;1;5;0;0;0;23;1;10;2;10;0;0;0;0;1;10;2;5;1;24;2;23;2;33;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.03.2025;00:00;A 23;1;0;0;0;0;2;4;3;26;3;31;0;0;0;0;0;0;1;2;3;9;1;1;6;23;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:59;A 23;1;0;0;0;0;1;3;1;1;1;7;0;0;2;11;2;19;1;2;0;0;1;2;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:58;A 23;1;1;5;0;0;3;18;0;0;1;1;0;0;1;3;2;14;3;6;1;15;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:57;A 23;1;0;0;3;6;2;7;4;25;3;27;0;0;1;11;0;0;2;4;2;6;2;19;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:56;A 23;1;1;6;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:55;A 23;1;0;0;3;30;0;0;2;15;5;17;0;0;2;18;1;13;0;0;2;5;0;0;3;18;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:54;A 23;1;0;0;1;1;2;37;0;0;8;38;0;0;2;6;0;0;6;15;0;0;5;36;5;39;1;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:53;A 23;1;0;0;3;5;4;14;0;0;2;18;0;0;1;10;1;17;1;3;0;0;2;30;2;22;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:52;A 23;1;1;3;5;46;1;33;0;0;3;15;0;0;1;7;2;5;1;4;1;13;1;29;3;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:51;A 23;1;4;11;8;21;0;0;3;24;2;38;0;0;1;8;1;7;0;0;2;4;0;0;3;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:50;A 23;1;3;4;6;5;0;0;0;0;1;6;0;0;1;2;2;13;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0
14.03.2025;23:49;A 23;1;0;0;3;8;0;0;0;0;3;19;0;0;1;8;4;11;0;0;0;0;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;1;3
14.03.2025;23:48;A 23;1;1;2;2;15;1;38;1;8;4;37;0;0;2;80;1;80;3;9;1;16;3;28;2;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.03.2025;23:47;A 23;1;1;5;6;10;3;12;0;0;1;33;0;0;1;6;0;0;2;9;0;0;2;8;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
