Datum;Uhrzeit;Bezeichnung;Intervall;V51_A9/M2_510Z;V51_A9/M2_510B;H51_A135/1_492Z;H51_A135/1_492B;A51_M1_493Z;A51_M1_493B;H55_A110/M3_12XZ;H55_A110/M3_12XB;A55_M2_1290/12XZ;A55_M2_1290/12XB;MP3_SL_A110Z;MP3_SL_A110B;Anf_32Z;Anf_32B
17.01.2025;00:48;A 74;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
17.01.2025;00:28;A 74;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0
17.01.2025;00:09;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:58;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:45;A 74;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:38;A 74;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:31;A 74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:27;A 74;1;0;0;1;11;1;5;0;0;0;0;0;0;0;0
16.01.2025;18:02;A 74;1;0;0;4;25;1;95;0;0;1;18;1;1;0;0
16.01.2025;18:01;A 74;1;0;0;2;34;4;26;0;16;0;0;1;1;0;0
16.01.2025;18:00;A 74;1;0;0;1;68;2;89;1;9;1;13;0;0;0;0
16.01.2025;17:59;A 74;1;1;9;3;39;0;100;0;0;0;0;0;0;1;1
16.01.2025;17:58;A 74;1;1;7;1;6;2;60;1;0;0;16;0;0;0;0
16.01.2025;17:57;A 74;1;0;0;2;41;2;42;0;3;1;10;1;1;0;0
16.01.2025;17:56;A 74;1;1;5;3;37;3;88;1;0;1;17;0;0;0;0
16.01.2025;17:55;A 74;1;0;0;3;31;2;60;1;1;1;14;2;3;1;1
16.01.2025;17:54;A 74;1;0;0;1;76;1;80;0;0;2;8;0;0;0;0
16.01.2025;17:53;A 74;1;0;0;4;76;1;93;0;0;1;12;1;1;1;1
16.01.2025;17:52;A 74;1;1;16;2;45;3;35;0;0;0;0;0;0;0;0
16.01.2025;17:51;A 74;1;0;0;4;24;2;47;1;5;3;39;1;1;1;2
16.01.2025;17:50;A 74;1;0;0;0;3;3;59;1;1;1;20;1;1;2;2
