Datum;Uhrzeit;Bezeichnung;Intervall;V5Z;V5B;V11Z;V11B;V12Z;V12B;T35_sZ;T35_sB;T35_bZ;T35_bB;MP1Z;MP1B;MP2Z;MP2B;MP3Z;MP3B;MP4Z;MP4B;MP5Z;MP5B;MP6Z;MP6B
17.01.2025;00:49;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2025;00:29;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2025;00:10;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:59;A173;1;1;3;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:46;A173;1;1;8;0;24;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:39;A173;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:32;A173;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:28;A173;1;2;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;18:02;A173;1;4;51;2;4;4;47;1;2;1;5;0;0;1;2;1;2;0;0;0;0;0;0
16.01.2025;18:01;A173;1;3;7;2;19;3;4;0;0;0;0;1;2;0;0;0;0;0;0;1;2;1;2
16.01.2025;18:00;A173;1;3;52;4;56;10;24;0;0;1;5;0;0;0;0;0;0;1;2;0;0;0;0
16.01.2025;17:59;A173;1;6;46;2;22;14;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:58;A173;1;7;24;1;17;6;11;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:57;A173;1;3;12;5;50;5;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:56;A173;1;4;11;6;20;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:55;A173;1;5;15;2;8;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:54;A173;1;4;16;6;25;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:53;A173;1;5;27;1;14;10;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
