Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D22Z;D22B;D23Z;D23B;V24Z;V24B;V25Z;V25B;V26Z;V26B;D81Z;D81B;V82Z;V82B;D91Z;D91B;V92Z;V92B;D111Z;D111B;D112Z;D112B;V113Z;V113B;V114Z;V114B;TF32Z;TF32B;TF35Z;TF35B;TF37Z;TF37B;TF38Z;TF38B;TF39Z;TF39B;TF41Z;TF41B;TB32Z;TB32B;TB35Z;TB35B;TB37Z;TB37B;TB38Z;TB38B;TB39Z;TB39B;TB41Z;TB41B;ST58Z;ST58B;ST59Z;ST59B
17.01.2025;00:48;A 51;1;0;0;1;19;0;0;1;2;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2025;00:28;A 51;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6;0;0;0;0;0;0;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2025;00:09;A 51;1;0;0;1;1;1;0;0;0;1;5;1;3;0;0;0;0;0;0;0;0;1;41;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
16.01.2025;23:58;A 51;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:45;A 51;1;0;0;1;24;0;0;0;0;0;6;0;0;2;3;0;32;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:38;A 51;1;1;0;2;45;0;0;0;0;2;14;0;0;0;0;0;0;0;48;0;0;1;0;0;0;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;23:31;A 51;1;0;0;1;2;0;0;0;0;1;7;0;0;0;15;0;0;1;36;1;5;0;0;1;2;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
16.01.2025;23:27;A 51;1;0;0;0;0;0;0;0;0;0;0;0;0;2;5;1;19;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;18:02;A 51;1;1;69;1;95;1;24;1;5;0;100;1;37;8;8;0;29;1;8;2;2;4;86;2;89;0;100;0;100;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
16.01.2025;18:01;A 51;1;1;31;5;86;0;0;1;6;0;100;0;0;4;86;3;38;1;61;1;5;6;67;8;50;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;18:00;A 51;1;1;0;21;52;0;0;1;3;2;97;0;0;0;100;0;97;1;87;0;0;1;71;3;10;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:59;A 51;1;0;0;2;92;0;0;0;0;0;100;0;0;0;100;1;91;1;66;1;6;6;50;5;27;0;100;0;100;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
16.01.2025;17:58;A 51;1;0;0;105;54;2;15;0;0;1;96;2;24;0;100;3;79;1;9;0;9;5;59;3;7;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:57;A 51;1;0;0;11;52;2;63;1;4;2;81;3;66;0;100;6;56;1;25;2;6;0;100;3;7;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;0;0;0;0
16.01.2025;17:56;A 51;1;1;0;13;67;1;8;1;3;0;100;1;21;14;54;2;51;3;47;1;5;3;5;19;50;0;100;0;100;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:55;A 51;1;1;0;1;0;0;0;0;0;0;100;0;0;11;7;1;51;0;0;0;0;4;17;1;2;0;100;0;100;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:54;A 51;1;3;3;12;45;1;2;4;31;0;100;1;9;11;17;3;68;2;73;2;29;1;29;3;6;0;100;0;100;1;1;0;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
16.01.2025;17:53;A 51;1;1;2;4;92;0;0;2;10;0;100;0;0;5;7;0;28;1;18;1;16;6;55;5;56;0;100;0;100;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:52;A 51;1;0;0;4;83;0;0;0;0;0;100;0;0;4;6;2;41;3;61;1;76;5;58;6;56;0;100;0;100;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
16.01.2025;17:51;A 51;1;1;33;11;76;2;63;2;10;0;100;0;66;13;39;4;81;0;100;1;71;3;90;3;60;0;100;0;100;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:50;A 51;1;0;0;7;82;1;39;0;0;0;100;1;49;7;58;1;81;1;72;1;6;5;87;2;94;0;100;0;100;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:49;A 51;1;0;10;2;75;1;37;0;0;0;100;1;9;4;4;2;31;1;96;0;3;6;81;6;66;0;100;0;100;0;0;0;0;0;0;1;1;0;0;1;3;0;0;0;0;0;0;1;1;0;0;1;3;0;0;0;0
16.01.2025;17:48;A 51;1;4;12;15;38;1;3;4;17;0;100;0;0;8;46;2;71;3;55;2;51;1;61;4;35;0;100;0;100;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:47;A 51;1;0;0;3;81;0;0;1;5;0;100;0;0;3;72;2;87;0;0;0;0;6;50;7;24;0;100;0;100;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
16.01.2025;17:46;A 51;1;0;0;4;91;2;26;1;4;0;100;2;33;2;2;2;14;1;9;0;11;8;55;5;51;0;100;0;100;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0
16.01.2025;17:45;A 51;1;1;2;13;46;0;20;2;6;0;100;0;0;9;9;4;39;1;24;2;28;0;100;1;98;0;100;0;100;1;1;0;0;0;0;1;1;0;0;0;0;2;3;0;0;0;0;1;1;1;1;0;0;0;0;0;0
16.01.2025;17:44;A 51;1;1;0;7;57;1;9;1;5;2;84;1;7;6;69;1;25;0;92;0;0;6;29;8;26;0;100;0;100;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:43;A 51;1;1;2;7;83;1;60;2;7;0;100;2;53;2;22;3;18;2;24;1;8;8;33;8;50;0;100;0;100;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:42;A 51;1;1;0;11;60;2;37;1;2;1;92;1;9;6;14;3;33;1;31;1;42;6;84;7;18;0;100;0;100;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2025;17:41;A 51;1;0;0;14;63;0;3;0;0;0;100;1;6;10;11;3;43;2;61;0;62;4;92;4;62;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
