Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B;D13Z;D13B;D21Z;D21B;D22Z;D22B;D31Z;D31B;D32Z;D32B;D33Z;D33B;D41Z;D41B;D42Z;D42B;D28Z;D28B;D29Z;D29B;D70Z;D70B;H53-Bahn_M1_Z;H53-Bahn_M1_B;A53-Bahn_M2_Z;A53-Bahn_M2_B;H53-Bus_M3_Z;H53-Bus_M3_B;A53-Bus_M4_Z;A53-Bus_M4_B;STRAB_53dZ;STRAB_53dB;STRAB_57dZ;STRAB_57dB;Anf_32Z;Anf_32B;Anf_38Z;Anf_38B;FeuerwehrZ;FeuerwehrB
01.12.2024;01:00;A 12;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:59;A 12;1;0;0;0;0;0;0;0;0;0;0;2;3;1;1;0;0;2;1;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:58;A 12;1;1;1;0;0;0;0;0;0;0;0;3;4;0;0;2;4;0;12;1;2;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
01.12.2024;00:57;A 12;1;1;1;5;4;0;0;0;0;0;0;3;4;1;1;1;2;3;44;3;9;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:56;A 12;1;5;5;1;1;0;0;0;0;0;0;2;3;1;1;0;0;1;2;1;75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:55;A 12;1;1;2;0;0;0;0;0;0;0;0;2;2;0;0;1;18;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:54;A 12;1;1;2;1;1;0;0;1;1;0;0;3;2;1;2;1;48;3;67;3;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:53;A 12;1;1;1;1;1;1;1;0;51;0;0;4;3;2;2;0;0;2;9;1;11;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:52;A 12;1;2;3;0;0;1;1;2;26;2;9;3;4;2;3;0;0;0;33;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:51;A 12;1;2;4;3;4;1;0;2;17;1;2;10;28;3;4;1;1;2;19;2;27;2;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
01.12.2024;00:50;A 12;1;1;1;2;1;0;0;1;58;1;0;1;1;1;1;0;0;0;0;1;2;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8
01.12.2024;00:49;A 12;1;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;88;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:48;A 12;1;2;2;1;1;1;0;0;0;0;0;3;3;2;2;1;1;1;1;2;50;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:47;A 12;1;0;0;1;1;0;0;1;1;0;63;1;2;1;1;0;0;1;0;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.12.2024;00:46;A 12;1;0;0;1;1;1;37;0;0;1;4;2;1;1;1;2;21;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
01.12.2024;00:45;A 12;1;1;0;1;1;0;0;0;0;0;0;4;6;1;1;0;0;1;1;1;9;2;1;2;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
