Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;D41Z;D41B;D42Z;D42B;T1Z;T1B;T2Z;T2B;T3Z;T3B;T4Z;T4B
10.02.2024;01:00;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:59;A 19;1;0;35;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:58;A 19;1;1;29;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:57;A 19;1;1;34;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:56;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:55;A 19;1;1;64;0;63;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:54;A 19;1;1;6;1;19;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:53;A 19;1;2;79;1;1;1;1;0;0;0;0;0;0;0;0
10.02.2024;00:52;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:51;A 19;1;2;2;0;0;0;0;2;2;0;0;0;0;0;0
10.02.2024;00:50;A 19;1;0;0;5;20;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:49;A 19;1;1;28;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:48;A 19;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0
10.02.2024;00:47;A 19;1;1;0;0;0;1;87;0;0;0;0;0;0;0;0
10.02.2024;00:46;A 19;1;0;25;0;0;0;24;0;0;0;0;0;0;0;0
10.02.2024;00:45;A 19;1;1;70;0;0;1;66;0;0;0;0;0;0;0;0
10.02.2024;00:44;A 19;1;2;11;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:43;A 19;1;1;27;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:42;A 19;1;1;35;1;1;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:41;A 19;1;0;0;0;0;0;0;0;0;0;0;5;7;0;0
10.02.2024;00:40;A 19;1;1;67;1;70;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:39;A 19;1;1;51;1;44;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:38;A 19;1;4;86;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:37;A 19;1;1;33;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:36;A 19;1;1;1;0;0;0;0;0;0;0;0;1;2;0;0
10.02.2024;00:35;A 19;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:34;A 19;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:33;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:32;A 19;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:31;A 19;1;1;77;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:30;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:29;A 19;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:28;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2
10.02.2024;00:27;A 19;1;0;58;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:26;A 19;1;1;24;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:25;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:24;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:23;A 19;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
10.02.2024;00:22;A 19;1;2;96;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:21;A 19;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:20;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:19;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:18;A 19;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:17;A 19;1;2;18;2;37;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:16;A 19;1;0;0;1;63;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:15;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:14;A 19;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
10.02.2024;00:13;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:12;A 19;1;1;68;0;66;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:11;A 19;1;1;16;1;40;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:10;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:09;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:08;A 19;1;1;82;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:07;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:06;A 19;1;1;14;0;0;0;0;0;0;0;0;2;2;0;0
10.02.2024;00:05;A 19;1;0;100;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:04;A 19;1;2;7;0;0;0;30;0;0;0;0;0;0;0;0
10.02.2024;00:03;A 19;1;0;0;0;0;1;31;0;0;0;0;0;0;0;0
10.02.2024;00:02;A 19;1;0;42;1;29;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:01;A 19;1;1;99;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2024;00:00;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:59;A 19;1;3;68;2;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:58;A 19;1;1;82;2;80;0;0;0;0;0;0;1;1;0;0
09.02.2024;23:57;A 19;1;1;19;0;0;0;0;0;0;1;2;0;0;0;0
09.02.2024;23:56;A 19;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0
09.02.2024;23:55;A 19;1;1;2;0;97;1;46;0;0;0;0;0;0;0;0
09.02.2024;23:54;A 19;1;0;0;1;30;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:53;A 19;1;0;0;1;63;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:52;A 19;1;2;30;2;6;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:51;A 19;1;1;84;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:50;A 19;1;0;43;0;36;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:49;A 19;1;1;75;1;76;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:48;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:47;A 19;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
09.02.2024;23:46;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:45;A 19;1;0;0;1;41;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:44;A 19;1;2;55;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:43;A 19;1;2;3;0;0;1;41;0;0;0;0;0;0;0;0
09.02.2024;23:42;A 19;1;2;46;1;2;1;1;0;0;0;0;0;0;0;0
09.02.2024;23:41;A 19;1;0;0;2;43;1;1;0;0;0;0;0;0;0;0
09.02.2024;23:40;A 19;1;0;12;1;45;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:39;A 19;1;1;65;0;0;1;0;0;0;0;0;0;0;0;0
09.02.2024;23:38;A 19;1;2;61;0;0;0;0;0;0;1;1;0;0;0;0
09.02.2024;23:37;A 19;1;1;31;0;0;0;33;0;0;0;0;0;0;0;0
09.02.2024;23:36;A 19;1;0;0;1;2;1;12;0;0;0;0;0;0;0;0
09.02.2024;23:35;A 19;1;2;55;1;2;0;0;1;2;0;0;0;0;0;0
09.02.2024;23:34;A 19;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:33;A 19;1;1;53;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:32;A 19;1;1;61;1;14;0;0;0;0;1;1;0;0;0;0
09.02.2024;23:31;A 19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:30;A 19;1;1;58;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:29;A 19;1;2;74;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:28;A 19;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:27;A 19;1;0;0;1;24;1;2;0;0;0;0;0;0;2;2
09.02.2024;23:26;A 19;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:25;A 19;1;2;40;0;0;1;2;0;0;1;1;0;0;0;0
09.02.2024;23:24;A 19;1;0;0;0;0;0;24;0;0;0;0;1;1;0;0
09.02.2024;23:23;A 19;1;0;0;0;0;1;7;0;0;0;0;0;0;0;0
09.02.2024;23:22;A 19;1;3;34;1;39;0;0;0;0;0;0;0;0;2;1
09.02.2024;23:21;A 19;1;1;5;1;10;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:20;A 19;1;1;54;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:19;A 19;1;1;12;2;66;0;0;0;0;0;0;0;0;1;1
09.02.2024;23:18;A 19;1;1;34;1;1;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:17;A 19;1;0;0;1;2;0;72;0;0;0;0;0;0;0;0
09.02.2024;23:16;A 19;1;0;0;0;0;1;47;0;0;0;0;0;0;0;0
09.02.2024;23:15;A 19;1;2;43;1;5;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:14;A 19;1;1;72;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:13;A 19;1;1;27;0;0;0;99;0;0;0;0;0;0;0;0
09.02.2024;23:12;A 19;1;2;19;0;14;2;5;0;0;0;0;0;0;0;0
09.02.2024;23:11;A 19;1;1;62;1;25;0;0;0;0;1;1;0;0;0;0
09.02.2024;23:10;A 19;1;1;28;0;15;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:09;A 19;1;1;70;1;4;0;0;0;0;1;1;0;0;1;1
09.02.2024;23:08;A 19;1;0;39;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:07;A 19;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:06;A 19;1;1;31;2;58;0;52;0;0;0;0;0;0;1;1
09.02.2024;23:05;A 19;1;0;0;1;63;1;5;0;0;0;0;0;0;1;1
09.02.2024;23:04;A 19;1;1;37;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;23:03;A 19;1;1;55;0;0;0;13;0;0;0;0;0;0;0;0
09.02.2024;23:02;A 19;1;0;0;0;0;1;33;0;0;0;0;0;0;0;0
09.02.2024;23:01;A 19;1;0;0;0;86;1;30;0;0;0;0;4;4;1;1
09.02.2024;23:00;A 19;1;0;0;1;12;1;1;0;0;0;0;0;0;0;0
09.02.2024;22:59;A 19;1;0;98;0;0;0;0;1;1;0;0;0;0;0;0
09.02.2024;22:58;A 19;1;3;18;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2024;22:57;A 19;1;2;61;0;0;1;3;0;0;0;0;0;0;0;0
