Datum;Uhrzeit;Bezeichnung;Intervall;D21Z;D21B;V22Z;V22B;D51Z;D51B;V52Z;V52B;V53Z;V53B;D81Z;D81B;V82Z;V82B;D111Z;D111B;V112Z;V112B;V113Z;V113B;TF32Z;TF32B;TF35Z;TF35B;TF38Z;TF38B;TF41Z;TF41B;TBS32Z;TBS32B;TBS35Z;TBS35B;TBS38Z;TBS38B;TBS41Z;TBS41B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB;V3_StoerZ;V3_StoerB;V4_StoerZ;V4_StoerB
30.05.2024;19:59;A 71;1;0;0;0;0;1;0;1;3;0;0;0;0;0;0;6;5;5;25;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:58;A 71;1;1;1;0;0;3;10;1;28;0;0;1;16;1;6;4;4;3;20;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:57;A 71;1;1;40;1;43;8;29;5;78;0;0;1;77;0;6;7;15;5;56;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:56;A 71;1;1;1;0;0;10;14;9;58;0;0;0;0;1;1;5;5;4;25;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:55;A 71;1;0;0;0;0;1;0;1;4;0;0;0;0;0;0;2;2;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:54;A 71;1;0;0;0;0;2;2;2;7;0;0;0;0;0;0;2;2;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:53;A 71;1;0;0;0;0;9;11;6;32;0;0;0;0;0;0;3;2;2;11;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:52;A 71;1;0;5;0;0;8;19;4;56;0;0;0;0;0;0;5;6;3;21;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:51;A 71;1;1;14;1;3;3;3;4;17;1;2;0;0;0;0;4;4;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:50;A 71;1;0;0;0;0;10;11;5;35;0;0;0;0;0;0;7;7;4;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:49;A 71;1;0;0;0;0;3;4;1;11;0;0;0;0;0;0;4;5;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:48;A 71;1;0;0;0;0;3;2;3;12;1;1;3;0;0;0;1;1;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:47;A 71;1;1;2;0;0;7;8;3;27;0;0;1;24;1;6;7;47;2;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:46;A 71;1;1;1;0;0;9;12;6;64;1;3;0;0;0;0;5;7;4;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:45;A 71;1;1;58;2;8;6;13;2;41;2;7;2;42;3;14;6;11;3;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
30.05.2024;19:44;A 71;1;0;0;0;0;5;44;1;61;0;0;0;0;0;0;4;17;3;38;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;100;0;100;0;100;0;100
