Datum;Uhrzeit;Bezeichnung;Intervall;d11Z;d11B;d12Z;d12B;d20Z;d20B;d21Z;d21B;d22Z;d22B;d31Z;d31B;d41Z;d41B;vd13Z;vd13B;vd14Z;vd14B;vd15Z;vd15B;vd16Z;vd16B;vd23Z;vd23B;vd24Z;vd24B;vd42Z;vd42B;sk1Z;sk1B;sk2Z;sk2B;sk3Z;sk3B;tafg31Z;tafg31B;tafb31Z;tafb31B;tafb38Z;tafb38B;tafb41Z;tafb41B;eg11Z;eg11B;eg12Z;eg12B;eg13Z;eg13B;V1StoerZ;V1StoerB;V2StoerZ;V2StoerB;V3StoerZ;V3StoerB;V4StoerZ;V4StoerB;d42Z;d42B
30.05.2024;19:59;A 95;1;2;25;2;19;2;3;2;22;2;2;2;2;191;59;0;0;1;5;0;0;1;1;0;0;0;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:58;A 95;1;1;36;3;20;3;5;2;61;5;25;5;8;210;65;1;0;2;16;0;0;2;2;0;0;3;37;4;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:57;A 95;1;0;0;0;0;0;0;0;0;0;0;0;0;202;61;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:56;A 95;1;0;0;0;0;0;0;1;4;1;1;1;1;236;46;2;34;2;43;1;39;3;4;0;0;0;12;0;0;3;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:55;A 95;1;1;4;1;1;1;1;2;5;2;1;2;2;221;46;1;2;1;7;1;4;1;2;0;0;2;56;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:54;A 95;1;0;0;0;0;0;0;3;13;3;5;3;4;248;45;1;1;0;0;1;3;0;0;0;0;2;20;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:53;A 95;1;0;0;0;0;0;0;1;2;1;1;1;1;228;49;1;1;2;11;1;2;3;2;0;0;2;14;2;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:52;A 95;1;2;37;3;6;3;5;1;19;2;11;1;1;190;60;0;0;1;49;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:51;A 95;1;0;0;0;0;0;0;3;49;4;42;4;7;210;60;1;1;3;20;1;2;4;4;0;0;3;27;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:50;A 95;1;0;0;0;0;0;0;1;3;1;1;2;3;222;63;1;8;0;0;1;3;0;0;0;0;1;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:49;A 95;1;1;3;1;1;1;1;2;39;2;3;1;1;191;69;1;0;2;12;0;0;3;3;0;0;1;5;1;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:48;A 95;1;2;4;2;1;2;2;1;4;1;1;2;3;214;69;2;1;4;22;1;1;4;5;0;0;1;6;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:47;A 95;1;1;3;1;1;1;1;4;11;4;4;4;6;201;61;2;35;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:46;A 95;1;1;3;1;0;1;1;0;43;3;32;2;5;210;55;2;1;1;3;0;0;1;1;0;0;3;47;4;4;1;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:45;A 95;1;0;0;0;0;0;0;3;13;3;4;4;5;215;63;4;25;0;0;3;23;0;0;0;0;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:44;A 95;1;0;0;0;0;0;0;2;18;2;3;2;2;205;66;3;60;0;0;3;56;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:43;A 95;1;1;3;1;1;1;0;2;39;2;3;2;2;186;42;1;4;2;13;0;8;2;2;0;0;2;23;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:42;A 95;1;2;5;2;2;2;3;2;30;3;4;3;4;209;53;1;1;2;4;2;20;2;2;0;0;2;67;5;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:41;A 95;1;1;4;1;1;1;1;3;15;3;4;3;4;230;52;1;0;0;0;0;0;0;0;1;3;2;30;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:40;A 95;1;2;4;2;1;2;2;2;7;2;8;2;3;206;63;1;56;1;7;1;3;1;1;0;0;2;8;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:39;A 95;1;1;4;1;1;1;1;1;46;3;25;2;4;192;45;3;10;0;0;3;14;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:38;A 95;1;1;5;1;1;1;2;0;8;2;3;1;3;165;63;3;21;0;0;1;24;2;1;0;0;2;10;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:37;A 95;1;1;17;1;2;1;1;3;49;4;36;6;16;216;62;1;50;1;5;0;1;1;1;0;0;2;9;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:36;A 95;1;3;48;4;37;3;5;2;3;2;1;2;2;179;47;1;1;1;3;2;5;1;0;0;0;2;7;2;2;4;3;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:35;A 95;1;3;74;7;47;7;13;3;7;3;4;3;5;189;38;1;0;1;4;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:34;A 95;1;0;0;0;0;0;0;3;7;3;2;3;4;184;48;2;1;1;5;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:33;A 95;1;1;3;1;0;1;1;0;0;0;0;0;0;213;56;2;2;1;3;2;5;1;1;0;0;3;29;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:32;A 95;1;1;5;1;1;1;2;2;42;2;6;2;4;176;44;1;1;1;3;0;0;1;1;0;0;1;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:31;A 95;1;1;2;1;1;1;1;5;12;5;5;5;7;195;41;0;0;1;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:30;A 95;1;0;33;1;16;1;1;1;29;2;5;1;2;175;49;1;21;0;0;1;6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:29;A 95;1;2;16;2;2;1;1;2;9;1;2;3;4;190;57;2;3;3;13;3;3;3;4;0;0;3;12;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:28;A 95;1;2;10;2;3;2;3;2;34;2;1;2;2;176;59;0;0;0;0;0;0;0;0;0;0;1;16;3;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:27;A 95;1;2;36;3;15;3;4;5;54;6;12;6;9;185;57;0;0;1;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:26;A 95;1;1;4;2;2;2;2;1;2;1;0;1;1;186;54;0;0;1;6;0;0;1;1;0;0;1;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:25;A 95;1;1;4;1;1;1;1;6;13;5;5;6;9;200;57;1;62;1;3;1;6;2;1;0;0;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:24;A 95;1;0;0;0;0;0;0;1;46;3;33;2;5;199;54;0;1;1;2;0;0;2;1;1;0;1;13;1;3;1;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:23;A 95;1;2;14;2;3;2;3;2;16;3;4;4;6;223;50;2;53;1;47;2;40;2;24;0;0;1;34;1;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:22;A 95;1;0;0;0;0;0;0;1;96;5;39;6;15;233;51;1;28;1;31;1;4;4;6;1;3;2;33;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:21;A 95;1;1;29;1;1;1;1;3;23;3;3;3;3;203;60;2;2;2;3;2;3;2;2;0;0;2;5;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:20;A 95;1;3;20;3;3;2;2;3;11;3;3;4;6;198;55;3;50;0;0;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:19;A 95;1;3;13;3;4;3;5;2;5;2;2;2;2;201;57;2;0;4;17;1;0;6;5;0;0;1;7;1;1;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:18;A 95;1;1;1;1;1;2;2;2;7;2;2;1;1;201;46;0;0;1;1;0;0;1;1;0;0;2;23;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:17;A 95;1;3;11;3;4;3;4;2;17;2;2;1;1;206;53;4;11;1;5;2;17;3;2;0;0;2;38;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:16;A 95;1;1;3;2;1;1;1;2;25;2;4;3;5;204;58;3;2;2;6;1;2;3;2;0;0;2;21;3;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:15;A 95;1;5;19;6;8;6;9;3;9;3;3;2;4;155;63;0;0;1;5;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:14;A 95;1;5;12;4;4;4;5;3;6;3;2;3;4;196;52;2;2;0;0;1;3;0;0;0;0;1;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:13;A 95;1;2;17;3;3;3;4;3;39;3;4;3;3;183;58;0;0;1;4;0;0;1;0;0;0;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:12;A 95;1;0;0;0;0;0;0;3;8;3;3;4;4;158;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:11;A 95;1;0;2;0;0;0;0;6;16;6;7;6;13;168;55;2;1;2;6;0;0;4;3;0;0;1;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2024;19:10;A 95;1;5;16;5;6;5;8;0;0;0;0;0;0;177;53;1;16;2;15;1;4;1;1;0;0;3;18;3;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
