Datum;Uhrzeit;Bezeichnung;Intervall;D51Z;D51B;V51Z;V51B;D52Z;D52B;D111Z;D111B;V111Z;V111B;D112Z;D112B;VK1_iOZ;VK1_iOB;VK2_iOZ;VK2_iOB;TF31Z;TF31B;TB31BZ;TB31BB;TF31aZ;TF31aB;TB31aZ;TB31aB
19.09.2024;13:32;A185;1;2;2;1;8;0;100;5;43;2;56;4;4;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:31;A185;1;0;0;0;0;0;100;4;2;3;9;4;2;0;0;0;0;1;1;1;1;0;0;0;0
19.09.2024;13:30;A185;1;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:29;A185;1;1;0;0;0;0;100;6;5;3;20;6;4;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:28;A185;1;4;35;4;45;0;100;2;3;3;6;2;1;0;0;0;0;3;6;13;30;0;0;0;0
19.09.2024;13:27;A185;1;4;8;1;9;0;100;4;8;5;58;5;6;0;0;0;0;0;0;2;3;0;0;0;0
19.09.2024;13:26;A185;1;7;5;2;21;0;100;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:25;A185;1;0;0;0;0;0;100;3;2;2;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:24;A185;1;1;0;0;0;0;100;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:23;A185;1;3;28;3;17;0;100;5;5;3;21;5;5;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:22;A185;1;5;4;4;13;0;100;4;4;3;9;4;2;0;0;0;0;1;1;1;1;0;0;0;0
19.09.2024;13:21;A185;1;1;1;1;3;0;100;5;4;3;16;5;3;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:20;A185;1;2;0;1;3;0;100;2;1;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:19;A185;1;2;2;1;5;0;100;3;1;2;10;3;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:18;A185;1;3;1;3;9;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:17;A185;1;6;3;1;6;0;100;5;3;2;14;5;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:16;A185;1;2;4;0;0;0;100;3;5;1;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:15;A185;1;1;0;1;4;0;100;4;3;6;19;5;4;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:14;A185;1;1;0;2;5;0;100;4;2;3;12;3;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:13;A185;1;7;7;1;18;0;100;13;5;6;16;5;3;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:12;A185;1;3;4;3;13;0;100;2;2;2;8;3;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:11;A185;1;2;1;2;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:10;A185;1;2;14;2;11;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:09;A185;1;7;4;2;6;0;100;4;7;1;19;3;8;0;0;0;0;1;1;0;0;0;0;0;0
19.09.2024;13:08;A185;1;5;2;3;9;0;100;4;11;4;14;3;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:07;A185;1;2;1;1;4;0;100;5;3;4;18;5;3;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:06;A185;1;4;2;2;8;0;100;6;6;1;19;6;5;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:05;A185;1;3;1;3;7;0;100;3;2;4;11;3;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:04;A185;1;1;2;1;5;0;100;7;3;5;16;5;3;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:03;A185;1;2;0;2;4;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:02;A185;1;2;1;1;4;0;100;3;2;3;9;3;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:01;A185;1;3;3;2;5;0;100;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;13:00;A185;1;4;3;4;12;0;100;3;2;3;10;3;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:59;A185;1;1;1;0;0;0;100;2;3;2;10;2;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:58;A185;1;2;1;1;7;0;100;6;2;6;13;3;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:57;A185;1;4;8;3;14;0;100;2;4;2;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:56;A185;1;2;0;0;0;0;100;5;5;2;19;5;4;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:55;A185;1;3;2;3;11;0;100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:54;A185;1;3;2;1;3;0;100;4;2;3;14;4;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:53;A185;1;0;0;0;0;0;100;1;27;1;33;1;0;0;0;0;0;0;0;0;0;2;3;0;0
19.09.2024;12:52;A185;1;7;10;3;59;0;100;4;3;1;19;3;3;0;0;0;0;0;0;0;0;1;5;0;0
19.09.2024;12:51;A185;1;2;1;2;6;0;100;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
19.09.2024;12:50;A185;1;2;1;1;3;0;100;2;0;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:49;A185;1;5;3;3;6;0;100;2;1;2;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:48;A185;1;1;0;1;2;0;100;4;3;2;16;3;2;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:47;A185;1;1;0;1;7;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:46;A185;1;3;4;3;5;0;100;2;2;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2024;12:45;A185;1;2;1;2;5;0;100;2;2;2;15;3;2;0;0;0;0;1;1;1;1;0;0;0;0
19.09.2024;12:44;A185;1;1;0;1;29;0;100;4;3;2;14;3;2;0;0;0;0;0;0;1;1;0;0;0;0
19.09.2024;12:43;A185;1;4;7;1;41;0;100;9;2;1;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0
