Datum;Uhrzeit;Bezeichnung;Intervall;V21Z;V21B;V81Z;V81B;TF32Z;TF32B;TB32Z;TB32B;VK1_2StoerZ;VK1_2StoerB
18.01.2025;01:00;A150;1;0;0;1;6;0;0;0;0;0;0
18.01.2025;00:59;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:58;A150;1;0;0;1;28;0;0;0;0;0;0
18.01.2025;00:57;A150;1;2;4;1;7;0;0;0;0;0;0
18.01.2025;00:56;A150;1;3;13;2;4;0;0;0;0;0;0
18.01.2025;00:55;A150;1;0;0;5;17;0;0;0;0;0;0
18.01.2025;00:54;A150;1;2;5;2;8;0;0;0;0;0;0
18.01.2025;00:53;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:52;A150;1;0;0;3;22;0;0;0;0;0;0
18.01.2025;00:51;A150;1;1;7;0;0;0;0;0;0;0;0
18.01.2025;00:50;A150;1;2;9;2;6;0;0;0;0;0;0
18.01.2025;00:49;A150;1;2;6;0;0;0;0;0;0;0;0
18.01.2025;00:48;A150;1;1;9;2;19;0;0;0;0;0;0
18.01.2025;00:47;A150;1;0;0;2;6;0;0;0;0;0;0
18.01.2025;00:46;A150;1;1;1;0;0;0;0;0;0;0;0
18.01.2025;00:45;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:44;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:43;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:42;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:41;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:40;A150;1;0;0;1;7;0;0;0;0;0;0
18.01.2025;00:39;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:38;A150;1;0;0;1;8;0;0;0;0;0;0
18.01.2025;00:37;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:36;A150;1;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:35;A150;1;1;16;1;9;0;0;0;0;0;0
18.01.2025;00:34;A150;1;1;1;3;9;0;0;0;0;0;0
18.01.2025;00:33;A150;1;0;0;2;17;0;0;0;0;0;0
18.01.2025;00:32;A150;1;2;6;1;6;0;0;0;0;0;0
18.01.2025;00:31;A150;1;0;0;1;14;0;0;0;0;0;0
18.01.2025;00:30;A150;1;1;4;1;8;0;0;0;0;0;0
