Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V111Z;V111B;TF35Z;TF35B;TBS35Z;TBS35B;V1_StoerZ;V1_StoerB;V2_StoerZ;V2_StoerB
18.01.2025;01:00;A108;1;1;9;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:59;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:58;A108;1;1;4;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:57;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:56;A108;1;3;11;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:55;A108;1;0;0;1;10;0;0;0;0;0;0;0;0
18.01.2025;00:54;A108;1;1;8;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:53;A108;1;1;9;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:52;A108;1;1;14;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:51;A108;1;0;0;1;25;0;0;0;0;0;0;0;0
18.01.2025;00:50;A108;1;0;3;1;12;0;0;0;0;0;0;0;0
18.01.2025;00:49;A108;1;2;13;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:48;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:47;A108;1;2;15;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:46;A108;1;0;0;1;7;0;0;0;0;0;0;0;0
18.01.2025;00:45;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:44;A108;1;1;7;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:43;A108;1;1;7;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:42;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:41;A108;1;4;11;0;3;0;0;0;0;0;0;0;0
18.01.2025;00:40;A108;1;1;8;2;12;0;0;0;0;0;0;0;0
18.01.2025;00:39;A108;1;1;15;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:38;A108;1;1;11;1;7;0;0;0;0;0;0;0;0
18.01.2025;00:37;A108;1;1;7;2;17;0;0;0;0;0;0;0;0
18.01.2025;00:36;A108;1;1;6;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:35;A108;1;0;0;1;12;0;0;0;0;0;0;0;0
18.01.2025;00:34;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:33;A108;1;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:32;A108;1;1;8;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:31;A108;1;1;8;0;6;0;0;0;0;0;0;0;0
18.01.2025;00:30;A108;1;0;0;1;16;0;0;0;0;0;0;0;0
18.01.2025;00:29;A108;1;0;0;2;9;0;0;0;0;0;0;0;0
