Datum;Uhrzeit;Bezeichnung;Intervall;V51Z;V51B;V52Z;V52B;V53Z;V53B;V111Z;V111B;V112Z;V112B;TF35Z;TF35B;TB35Z;TB35B;TF36Z;TF36B;TB36Z;TB36B
18.01.2025;01:00;A 89;1;0;0;0;0;0;0;2;14;0;3;0;0;0;0;0;0;0;0
18.01.2025;00:59;A 89;1;0;0;0;0;0;0;1;7;1;3;0;0;0;0;0;0;0;0
18.01.2025;00:58;A 89;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
18.01.2025;00:57;A 89;1;0;0;0;0;0;0;1;7;1;2;0;0;0;0;0;0;0;0
18.01.2025;00:56;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:55;A 89;1;0;0;0;0;0;0;1;1;3;3;0;0;0;0;0;0;0;0
18.01.2025;00:54;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:53;A 89;1;0;0;0;0;0;0;1;8;4;10;0;0;0;0;0;0;0;0
18.01.2025;00:52;A 89;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:51;A 89;1;0;0;0;0;0;0;2;10;2;10;0;0;0;0;0;0;0;0
18.01.2025;00:50;A 89;1;0;0;0;0;0;0;1;8;4;13;0;0;0;0;0;0;0;0
18.01.2025;00:49;A 89;1;0;0;0;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0
18.01.2025;00:48;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:47;A 89;1;0;0;0;0;0;0;2;11;2;4;0;0;0;0;0;0;0;0
18.01.2025;00:46;A 89;1;0;0;0;0;0;0;1;10;1;7;0;0;0;0;0;0;0;0
18.01.2025;00:45;A 89;1;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
18.01.2025;00:44;A 89;1;0;0;0;0;0;0;2;5;4;9;0;0;0;0;0;0;0;0
18.01.2025;00:43;A 89;1;0;0;0;0;0;0;4;10;1;5;0;0;0;0;0;0;0;0
18.01.2025;00:42;A 89;1;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:41;A 89;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:40;A 89;1;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:39;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:38;A 89;1;0;0;0;0;0;0;1;11;1;7;0;0;0;0;0;0;0;0
18.01.2025;00:37;A 89;1;0;0;0;0;0;0;1;6;1;5;0;0;0;0;0;0;0;0
18.01.2025;00:36;A 89;1;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:35;A 89;1;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:34;A 89;1;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0
18.01.2025;00:33;A 89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
