Datum;Uhrzeit;Bezeichnung;Intervall;TF32_AFZ;TF32_AFB;TBS32_AFZ;TBS32_AFB;TB32a_AFZ;TB32a_AFB;TBs32a_AFZ;TBs32a_AFB
18.01.2025;01:00;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:59;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:58;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:57;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:56;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:55;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:54;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:53;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:52;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:51;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:50;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:49;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:48;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:47;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:46;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:45;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:44;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:43;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:42;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:41;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:40;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:39;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:38;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:37;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:36;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:35;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:34;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:33;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:32;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:31;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:30;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:29;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:28;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:27;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:26;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:25;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:24;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:23;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:22;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:21;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:20;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:19;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:18;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:17;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:16;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:15;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:14;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:13;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:12;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:11;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:10;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:09;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:08;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:07;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:06;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:05;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:04;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:03;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:02;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:01;A166;1;0;0;0;0;0;0;0;0
18.01.2025;00:00;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:59;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:58;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:57;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:56;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:55;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:54;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:53;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:52;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:51;A166;1;0;0;0;0;0;0;0;0
17.01.2025;23:50;A166;1;0;0;0;0;0;0;0;0
