Datum;Uhrzeit;Bezeichnung;Intervall;ReserveZ;ReserveB;V12Z;V12B;V21Z;V21B;V22Z;V22B;V23Z;V23B;V24Z;V24B;D31Z;D31B;D32Z;D32B;AF_T1_T2Z;AF_T1_T2B;AF_T3_T4Z;AF_T3_T4B;AF_BS_32Z;AF_BS_32B;AF_BS_35Z;AF_BS_35B;AF_BS_38Z;AF_BS_38B;AF_BS_41Z;AF_BS_41B
04.04.2024;02:00;A 28;1;0;0;2;2;0;0;2;6;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:59;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:58;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:57;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:56;A 28;1;0;0;0;0;0;0;1;1;2;6;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:55;A 28;1;0;0;0;0;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:54;A 28;1;0;0;0;0;0;0;0;0;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:53;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:52;A 28;1;0;0;0;0;0;0;1;5;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:51;A 28;1;0;0;0;0;0;0;2;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:50;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:49;A 28;1;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:48;A 28;1;0;0;2;71;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:47;A 28;1;0;0;0;0;0;0;0;0;1;11;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:46;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:45;A 28;1;0;0;0;0;0;0;2;21;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:44;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:43;A 28;1;0;0;0;0;0;0;1;4;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:42;A 28;1;0;0;2;58;0;0;1;5;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:41;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:40;A 28;1;0;0;0;0;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:39;A 28;1;0;0;0;0;0;0;1;4;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:38;A 28;1;0;0;0;0;0;0;2;10;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:37;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:36;A 28;1;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:35;A 28;1;0;0;1;3;0;0;1;7;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:34;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:33;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:32;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:31;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:30;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:29;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:28;A 28;1;0;0;0;0;0;0;0;0;2;22;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:27;A 28;1;0;0;0;0;0;0;0;0;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:26;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:25;A 28;1;0;0;0;0;0;0;0;0;1;1;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:24;A 28;1;0;0;0;27;0;0;2;5;0;0;1;1;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:23;A 28;1;0;0;1;16;0;0;2;33;1;4;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:22;A 28;1;0;0;0;0;0;0;1;2;1;12;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:21;A 28;1;0;0;0;0;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:20;A 28;1;0;0;0;0;0;0;0;0;1;7;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:19;A 28;1;0;0;3;6;0;0;0;0;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:18;A 28;1;0;0;0;0;0;0;1;10;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:17;A 28;1;0;0;0;0;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:16;A 28;1;0;0;0;8;0;0;1;1;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:15;A 28;1;0;0;1;52;0;0;1;2;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:14;A 28;1;0;0;0;0;0;0;0;0;0;39;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:13;A 28;1;0;0;0;0;0;0;1;2;1;3;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:12;A 28;1;0;0;0;0;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:11;A 28;1;0;0;1;6;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:10;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:09;A 28;1;0;0;0;0;0;0;0;0;1;5;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:08;A 28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2024;01:07;A 28;1;0;0;0;0;0;0;1;3;0;0;0;0;0;100;0;100;0;0;0;0;0;0;0;0;0;0;0;0
