Datum;Uhrzeit;Bezeichnung;Intervall;VD21Z;VD21B;V22Z;V22B;V51Z;V51B;V52Z;V52B;VD81Z;VD81B;VD82Z;VD82B;V83Z;V83B;V111Z;V111B;V112Z;V112B;TF32Z;TF32B;TBS32Z;TBS32B;TF35Z;TF35B;TBS35Z;TBS35B;TF38Z;TF38B;TBS38Z;TBS38B;TF41Z;TF41B;TBS41Z;TBS41B
14.07.2024;02:00;A 59;1;1;10;1;8;0;0;2;20;0;0;1;29;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:59;A 59;1;0;0;0;0;0;0;1;16;0;0;1;9;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:58;A 59;1;0;0;0;0;0;0;0;0;0;0;1;4;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
14.07.2024;01:57;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
14.07.2024;01:56;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0
14.07.2024;01:55;A 59;1;0;0;0;0;0;0;0;0;0;0;1;7;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:54;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
14.07.2024;01:53;A 59;1;0;0;0;0;1;14;1;17;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
14.07.2024;01:52;A 59;1;0;0;0;0;1;11;1;13;0;0;1;11;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:51;A 59;1;0;0;0;0;0;0;1;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:50;A 59;1;1;17;1;10;0;0;2;2;1;2;2;18;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:49;A 59;1;0;0;0;0;0;0;0;0;0;0;2;8;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0
14.07.2024;01:48;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
14.07.2024;01:47;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
14.07.2024;01:46;A 59;1;0;0;0;0;0;0;0;39;0;0;0;0;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12;0;0
14.07.2024;01:45;A 59;1;0;0;0;0;0;0;1;11;0;0;1;10;2;51;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;2;2;0;0
14.07.2024;01:44;A 59;1;0;0;0;0;0;0;1;4;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:43;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:42;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:41;A 59;1;0;0;0;0;0;0;0;6;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:40;A 59;1;0;0;0;0;0;0;1;13;0;0;1;5;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1
14.07.2024;01:39;A 59;1;0;0;0;0;1;14;0;0;0;0;0;0;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;2
14.07.2024;01:38;A 59;1;0;0;0;0;0;0;0;0;0;0;1;6;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:37;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
14.07.2024;01:36;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:35;A 59;1;1;4;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:34;A 59;1;0;0;0;0;0;0;0;0;0;0;1;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
14.07.2024;01:33;A 59;1;1;18;0;0;0;0;0;0;0;0;0;0;1;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0
14.07.2024;01:32;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
14.07.2024;01:31;A 59;1;0;0;0;0;0;7;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
14.07.2024;01:30;A 59;1;1;3;0;0;1;10;1;20;0;0;1;5;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:29;A 59;1;0;0;1;9;0;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
14.07.2024;01:28;A 59;1;0;21;0;0;0;0;1;3;0;0;1;11;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:27;A 59;1;1;7;1;9;0;0;0;0;0;0;0;0;2;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;0;0
14.07.2024;01:26;A 59;1;1;14;1;10;0;0;0;0;0;0;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
14.07.2024;01:25;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:24;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0
14.07.2024;01:23;A 59;1;0;0;0;0;1;9;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1
14.07.2024;01:22;A 59;1;1;44;1;9;0;0;0;1;0;0;0;0;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
14.07.2024;01:21;A 59;1;0;0;0;0;1;9;1;4;0;0;2;23;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;0
14.07.2024;01:20;A 59;1;0;0;0;0;0;0;1;17;0;0;1;10;2;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:19;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;1;2
14.07.2024;01:18;A 59;1;2;13;1;8;1;12;0;0;0;0;0;0;2;62;0;0;1;1;0;0;2;3;0;0;0;0;1;1;0;0;1;0;0;0
14.07.2024;01:17;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0
14.07.2024;01:16;A 59;1;1;16;2;7;0;0;0;0;0;0;0;0;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0
14.07.2024;01:15;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0
14.07.2024;01:14;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0
14.07.2024;01:13;A 59;1;0;0;0;0;1;15;0;10;0;0;0;6;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2
14.07.2024;01:12;A 59;1;1;15;0;0;0;0;1;54;0;0;1;68;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0
14.07.2024;01:11;A 59;1;0;0;1;11;1;25;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
14.07.2024;01:10;A 59;1;0;0;0;0;0;0;0;9;0;0;0;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
14.07.2024;01:09;A 59;1;1;13;1;10;0;0;1;0;0;0;2;15;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:08;A 59;1;0;0;0;0;1;13;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
14.07.2024;01:07;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;01:06;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0
14.07.2024;01:05;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:04;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0
14.07.2024;01:03;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
14.07.2024;01:02;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0
14.07.2024;01:01;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;14;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0
14.07.2024;01:00;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;2;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0
14.07.2024;00:59;A 59;1;1;1;1;10;0;0;2;21;0;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;00:58;A 59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.07.2024;00:57;A 59;1;0;0;0;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5
